Study Area,TPI_STATISTICSMAXIMUM,TPI_STATISTICSMEAN,TPI_STATISTICSMINIMUM,TPI_STATISTICSSTDDEV,sd_curve_STATISTICSMAXIMUM,sd_curve_STATISTICSMEAN,sd_curve_STATISTICSMINIMUM,sd_curve_STATISTICSSTDDEV,sd_slope_STATISTICSMAXIMUM,sd_slope_STATISTICSMEAN,sd_slope_STATISTICSMINIMUM,sd_slope_STATISTICSSTDDEV,slope_variance_STATISTICSMAXIMUM,slope_variance_STATISTICSMEAN,slope_variance_STATISTICSMINIMUM,slope_variance_STATISTICSSTDDEV,roughness_STATISTICSMAXIMUM,roughness_STATISTICSMEAN,roughness_STATISTICSMINIMUM,roughness_STATISTICSSTDDEV,hillshade_az315_STATISTICSMAXIMUM,hillshade_az315_STATISTICSMEAN,hillshade_az315_STATISTICSMINIMUM,hillshade_az315_STATISTICSSTDDEV,slope_STATISTICSMAXIMUM,slope_STATISTICSMEAN,slope_STATISTICSMINIMUM,slope_STATISTICSSTDDEV,area_ratio_STATISTICSMAXIMUM,area_ratio_STATISTICSMEAN,area_ratio_STATISTICSMINIMUM,area_ratio_STATISTICSSTDDEV,hillshade_az225_STATISTICSMAXIMUM,hillshade_az225_STATISTICSMEAN,hillshade_az225_STATISTICSMINIMUM,hillshade_az225_STATISTICSSTDDEV,sd_dem_STATISTICSMAXIMUM,sd_dem_STATISTICSMEAN,sd_dem_STATISTICSMINIMUM,sd_dem_STATISTICSSTDDEV,TRI_STATISTICSMAXIMUM,TRI_STATISTICSMEAN,TRI_STATISTICSMINIMUM,TRI_STATISTICSSTDDEV,curve_STATISTICSMAXIMUM,curve_STATISTICSMEAN,curve_STATISTICSMINIMUM,curve_STATISTICSSTDDEV,hillshade_az45_STATISTICSMAXIMUM,hillshade_az45_STATISTICSMEAN,hillshade_az45_STATISTICSMINIMUM,hillshade_az45_STATISTICSSTDDEV,hillshade_az135_STATISTICSMAXIMUM,hillshade_az135_STATISTICSMEAN,hillshade_az135_STATISTICSMINIMUM,hillshade_az135_STATISTICSSTDDEV,TP_CV,sd_curve_CV,sd_slope_CV,slope_variance_CV,roughness_CV,hillshade_az315_CV,slope_CV,area_ratio_CV,hillshade_az225_CV,sd_dem_CV,TR_CV,curve_CV,hillshade_az45_CV,hillshade_az135_CV
Snowpeak,5.994384765625,0.0047087379904231,-6.08740234375,0.3990388271193,0.15935377776623,0.040651371475317,0.0028638774529099,0.028488171050346,5015.6513671875,218.60562503157,0.10993161797523,962.92790332022,25156758.0,974807.53981933,-1.00244140625,4500703.59214,30.139892578125,4.5230301703718,0.14013671875,2.7180454839507,255.0,138.37588192879,1.0,86.331764808651,76.397262573242,27.902271083308,0.10268614441156,12.511586479851,6.3924326896667,1.2487750899048,1.0000015497208,0.60786376557818,255.0,141.22525351174,1.0,62.87643602942,15.36229133606,3.3944903936571,0.0,1.9148937699602,9.6325073242188,1.3614446174654,0.04931640625,0.81497580364456,0.21625274419785,-0.003239312839786,-0.20760034024715,0.10657193304761,255.0,152.16167249295,1.0,53.552615057746,255.0,158.4563028815,1.0,84.146357052835,84.7443259597132,0.700792372223989,4.40486333863165,4.617017624806387,0.6009346348727258,0.6238931496247189,0.4484074591095137,0.4867680101022197,0.4452209110334017,0.564118187972588,0.598611058569389,-32.899549478107986,0.3519454944228956,0.5310382453878344
