,RECORD,Counter,Depth_m,LatitudeDDDDD,LongitudeDDDDD,geometry
776,2969,1410780.0,0.6892,69.1522,-148.952,POINT (-148.952 69.15219999999999)
777,2970,1410780.0,0.7206,69.1522,-148.952,POINT (-148.952 69.15219999999999)
778,2971,1410780.0,0.7459,69.1522,-148.952,POINT (-148.952 69.15219999999999)
779,2972,1410780.0,0.7128,69.1522,-148.952,POINT (-148.952 69.15219999999999)
780,2973,1410780.0,0.6751,69.1521,-148.952,POINT (-148.952 69.1521)
781,2974,1410780.0,0.5863,69.1521,-148.952,POINT (-148.952 69.1521)
782,2975,1410780.0,0.5272,69.1521,-148.952,POINT (-148.952 69.1521)
783,2976,1410780.0,0.5429999999999999,69.1521,-148.951,POINT (-148.951 69.1521)
784,2977,1410780.0,0.5503,69.1521,-148.952,POINT (-148.952 69.1521)
785,2978,1410790.0,0.5497,69.1521,-148.952,POINT (-148.952 69.1521)
786,2979,1410790.0,0.534,69.1521,-148.951,POINT (-148.951 69.1521)
787,2980,1410790.0,0.5373,69.1521,-148.951,POINT (-148.951 69.1521)
788,2981,1410790.0,0.4924,69.1521,-148.952,POINT (-148.952 69.1521)
789,2982,1410790.0,0.4704,69.1521,-148.952,POINT (-148.952 69.1521)
790,2983,1410790.0,0.48619999999999997,69.1521,-148.952,POINT (-148.952 69.1521)
791,2984,1410790.0,0.5233,69.152,-148.952,POINT (-148.952 69.152)
792,2985,1410790.0,0.5025,69.152,-148.952,POINT (-148.952 69.152)
793,2986,1410790.0,0.48840000000000006,69.152,-148.952,POINT (-148.952 69.152)
794,2987,1410800.0,0.5205,69.152,-148.952,POINT (-148.952 69.152)
795,2988,1410800.0,0.6099,69.152,-148.952,POINT (-148.952 69.152)
796,2989,1410800.0,0.5677,69.152,-148.952,POINT (-148.952 69.152)
797,2990,1410800.0,0.4671,69.152,-148.952,POINT (-148.952 69.152)
798,2991,1410800.0,0.4867,69.152,-148.952,POINT (-148.952 69.152)
799,2992,1410800.0,0.46759999999999996,69.152,-148.952,POINT (-148.952 69.152)
800,2993,1410800.0,0.38439999999999996,69.1519,-148.952,POINT (-148.952 69.1519)
801,2994,1410800.0,0.4046,69.1519,-148.952,POINT (-148.952 69.1519)
802,2995,1410800.0,0.3664,69.1519,-148.952,POINT (-148.952 69.1519)
803,2996,1410800.0,0.35969999999999996,69.1519,-148.952,POINT (-148.952 69.1519)
804,2997,1410800.0,0.40909999999999996,69.1519,-148.952,POINT (-148.952 69.1519)
805,2998,1410810.0,0.3968,69.1519,-148.952,POINT (-148.952 69.1519)
806,2999,1410810.0,0.408,69.1519,-148.952,POINT (-148.952 69.1519)
807,3000,1410810.0,0.5379,69.1519,-148.952,POINT (-148.952 69.1519)
808,3001,1410810.0,0.5047,69.1519,-148.952,POINT (-148.952 69.1519)
809,3002,1410810.0,0.6204999999999999,69.1519,-148.952,POINT (-148.952 69.1519)
810,3003,1410810.0,0.5975,69.1519,-148.952,POINT (-148.952 69.1519)
811,3004,1410810.0,0.5396,69.1518,-148.952,POINT (-148.952 69.15179999999999)
812,3005,1410810.0,0.6082,69.1518,-148.952,POINT (-148.952 69.15179999999999)
813,3006,1410810.0,0.6695,69.1518,-148.952,POINT (-148.952 69.15179999999999)
814,3007,1410820.0,0.7268000000000001,69.1518,-148.952,POINT (-148.952 69.15179999999999)
815,3008,1410820.0,0.7132999999999999,69.1518,-148.951,POINT (-148.951 69.15179999999999)
816,3009,1410820.0,0.7397,69.1518,-148.951,POINT (-148.951 69.15179999999999)
817,3010,1410820.0,0.7645000000000001,69.1518,-148.951,POINT (-148.951 69.15179999999999)
818,3011,1410820.0,0.7785,69.1518,-148.951,POINT (-148.951 69.15179999999999)
819,3012,1410820.0,0.7639,69.1518,-148.951,POINT (-148.951 69.15179999999999)
820,3013,1410820.0,0.6914,69.1518,-148.951,POINT (-148.951 69.15179999999999)
821,3014,1410820.0,0.6609999999999999,69.1518,-148.952,POINT (-148.952 69.15179999999999)
822,3015,1410820.0,0.6745,69.1518,-148.952,POINT (-148.952 69.15179999999999)
823,3016,1410820.0,0.5902000000000001,69.1517,-148.952,POINT (-148.952 69.15170000000001)
824,3017,1410820.0,0.6368,69.1517,-148.952,POINT (-148.952 69.15170000000001)
825,3018,1410830.0,0.5440999999999999,69.1517,-148.952,POINT (-148.952 69.15170000000001)
826,3019,1410830.0,0.6048,69.1517,-148.951,POINT (-148.951 69.15170000000001)
827,3020,1410830.0,0.5446,69.1517,-148.952,POINT (-148.952 69.15170000000001)
828,3021,1410830.0,0.6076,69.1517,-148.951,POINT (-148.951 69.15170000000001)
829,3022,1410830.0,0.6796,69.1517,-148.951,POINT (-148.951 69.15170000000001)
830,3023,1410830.0,0.516,69.1517,-148.951,POINT (-148.951 69.15170000000001)
831,3024,1410830.0,0.3754,69.1517,-148.951,POINT (-148.951 69.15170000000001)
832,3025,1410830.0,0.3046,69.1517,-148.951,POINT (-148.951 69.15170000000001)
833,3026,1410830.0,0.4901,69.1517,-148.951,POINT (-148.951 69.15170000000001)
834,3027,1410840.0,0.5278,69.1517,-148.951,POINT (-148.951 69.15170000000001)
835,3028,1410840.0,0.6357,69.1516,-148.951,POINT (-148.951 69.1516)
836,3029,1410840.0,0.7077,69.1516,-148.951,POINT (-148.951 69.1516)
837,3030,1410840.0,0.6897,69.1516,-148.951,POINT (-148.951 69.1516)
838,3031,1410840.0,0.598,69.1516,-148.951,POINT (-148.951 69.1516)
839,3032,1410840.0,0.7201000000000001,69.1516,-148.951,POINT (-148.951 69.1516)
840,3033,1410840.0,0.7576999999999999,69.1516,-148.952,POINT (-148.952 69.1516)
841,3034,1410840.0,0.7234,69.1516,-148.951,POINT (-148.951 69.1516)
842,3035,1410840.0,0.6959000000000001,69.1516,-148.952,POINT (-148.952 69.1516)
843,3036,1410840.0,0.6970000000000001,69.1516,-148.951,POINT (-148.951 69.1516)
844,3037,1410840.0,0.7352,69.1516,-148.952,POINT (-148.952 69.1516)
845,3038,1410850.0,0.7465,69.1515,-148.951,POINT (-148.951 69.1515)
846,3039,1410850.0,0.7229000000000001,69.1515,-148.951,POINT (-148.951 69.1515)
847,3040,1410850.0,0.7189,69.1515,-148.951,POINT (-148.951 69.1515)
848,3041,1410850.0,0.7049,69.1515,-148.951,POINT (-148.951 69.1515)
849,3042,1410850.0,0.7273999999999999,69.1515,-148.951,POINT (-148.951 69.1515)
850,3043,1410850.0,0.7116,69.1515,-148.951,POINT (-148.951 69.1515)
851,3044,1410850.0,0.6446999999999999,69.1515,-148.951,POINT (-148.951 69.1515)
852,3045,1410850.0,0.6543000000000001,69.1515,-148.951,POINT (-148.951 69.1515)
853,3046,1410850.0,0.7127,69.1515,-148.951,POINT (-148.951 69.1515)
854,3047,1410860.0,0.5671,69.1515,-148.951,POINT (-148.951 69.1515)
855,3048,1410860.0,0.6082,69.1515,-148.951,POINT (-148.951 69.1515)
856,3049,1410860.0,0.5497,69.1514,-148.951,POINT (-148.951 69.1514)
857,3050,1410860.0,0.5919,69.1514,-148.951,POINT (-148.951 69.1514)
858,3051,1410860.0,0.6509,69.1514,-148.951,POINT (-148.951 69.1514)
859,3052,1410860.0,0.6609999999999999,69.1514,-148.951,POINT (-148.951 69.1514)
860,3053,1410860.0,0.6773,69.1514,-148.951,POINT (-148.951 69.1514)
861,3054,1410860.0,0.7004,69.1514,-148.951,POINT (-148.951 69.1514)
862,3055,1410860.0,0.647,69.1514,-148.951,POINT (-148.951 69.1514)
863,3056,1410860.0,0.6531,69.1514,-148.951,POINT (-148.951 69.1514)
864,3057,1410860.0,0.6801,69.1514,-148.951,POINT (-148.951 69.1514)
865,3058,1410870.0,0.7217,69.1513,-148.951,POINT (-148.951 69.15130000000001)
866,3059,1410870.0,0.7334999999999999,69.1513,-148.951,POINT (-148.951 69.15130000000001)
867,3060,1410870.0,0.5969,69.1513,-148.951,POINT (-148.951 69.15130000000001)
868,3061,1410870.0,0.5103,69.1513,-148.952,POINT (-148.952 69.15130000000001)
869,3062,1410870.0,0.607,69.1513,-148.952,POINT (-148.952 69.15130000000001)
870,3063,1410870.0,0.6620999999999999,69.1513,-148.951,POINT (-148.951 69.15130000000001)
871,3064,1410870.0,0.6903,69.1513,-148.952,POINT (-148.952 69.15130000000001)
872,3065,1410870.0,0.652,69.1513,-148.952,POINT (-148.952 69.15130000000001)
873,3066,1410870.0,0.6396999999999999,69.1513,-148.952,POINT (-148.952 69.15130000000001)
874,3067,1410880.0,0.5992000000000001,69.1513,-148.952,POINT (-148.952 69.15130000000001)
875,3068,1410880.0,0.6076,69.1513,-148.952,POINT (-148.952 69.15130000000001)
876,3069,1410880.0,0.7807999999999999,69.1512,-148.952,POINT (-148.952 69.1512)
877,3070,1410880.0,0.8320000000000001,69.1512,-148.952,POINT (-148.952 69.1512)
878,3071,1410880.0,0.812,69.1512,-148.952,POINT (-148.952 69.1512)
879,3072,1410880.0,0.7746,69.1512,-148.952,POINT (-148.952 69.1512)
880,3073,1410880.0,0.7037,69.1512,-148.952,POINT (-148.952 69.1512)
881,3074,1410880.0,0.616,69.1512,-148.952,POINT (-148.952 69.1512)
882,3075,1410880.0,0.5295000000000001,69.1512,-148.952,POINT (-148.952 69.1512)
883,3076,1410880.0,0.47100000000000003,69.1512,-148.952,POINT (-148.952 69.1512)
884,3077,1410880.0,0.444,69.1512,-148.952,POINT (-148.952 69.1512)
885,3078,1410890.0,0.5795,69.1512,-148.952,POINT (-148.952 69.1512)
886,3079,1410890.0,0.3782,69.1512,-148.952,POINT (-148.952 69.1512)
887,3080,1410890.0,0.3962,69.1512,-148.951,POINT (-148.951 69.1512)
888,3081,1410890.0,0.5428999999999999,69.1511,-148.951,POINT (-148.951 69.1511)
889,3082,1410890.0,0.6706,69.1511,-148.951,POINT (-148.951 69.1511)
890,3083,1410890.0,0.6908,69.1511,-148.951,POINT (-148.951 69.1511)
891,3084,1410890.0,0.6312,69.1511,-148.951,POINT (-148.951 69.1511)
892,3085,1410890.0,0.489,69.1511,-148.951,POINT (-148.951 69.1511)
893,3086,1410890.0,0.408,69.1511,-148.951,POINT (-148.951 69.1511)
894,3087,1410900.0,0.48840000000000006,69.1511,-148.951,POINT (-148.951 69.1511)
895,3088,1410900.0,0.6942,69.1511,-148.951,POINT (-148.951 69.1511)
896,3089,1410900.0,0.7161,69.1511,-148.951,POINT (-148.951 69.1511)
897,3090,1410900.0,0.7437,69.15100000000001,-148.951,POINT (-148.951 69.15100000000001)
898,3091,1410900.0,0.7543000000000001,69.15100000000001,-148.951,POINT (-148.951 69.15100000000001)
899,3092,1410900.0,0.7559999999999999,69.15100000000001,-148.952,POINT (-148.952 69.15100000000001)
900,3093,1410900.0,0.7375,69.15100000000001,-148.952,POINT (-148.952 69.15100000000001)
901,3094,1410900.0,0.7121999999999999,69.15100000000001,-148.952,POINT (-148.952 69.15100000000001)
902,3095,1410900.0,0.42210000000000003,69.15100000000001,-148.952,POINT (-148.952 69.15100000000001)
903,3096,1410900.0,0.4732,69.15100000000001,-148.952,POINT (-148.952 69.15100000000001)
904,3097,1410900.0,0.5576,69.15100000000001,-148.952,POINT (-148.952 69.15100000000001)
905,3098,1410910.0,0.7094,69.15100000000001,-148.952,POINT (-148.952 69.15100000000001)
906,3099,1410910.0,0.7167,69.15100000000001,-148.951,POINT (-148.951 69.15100000000001)
907,3100,1410910.0,0.7184,69.15100000000001,-148.951,POINT (-148.951 69.15100000000001)
908,3101,1410910.0,0.7369,69.15100000000001,-148.951,POINT (-148.951 69.15100000000001)
909,3102,1410910.0,0.7234,69.15100000000001,-148.951,POINT (-148.951 69.15100000000001)
910,3103,1410910.0,0.715,69.1509,-148.951,POINT (-148.951 69.15089999999999)
911,3104,1410910.0,0.7099,69.1509,-148.951,POINT (-148.951 69.15089999999999)
912,3105,1410910.0,0.6992,69.1509,-148.951,POINT (-148.951 69.15089999999999)
913,3106,1410910.0,0.7021,69.1509,-148.951,POINT (-148.951 69.15089999999999)
914,3107,1410920.0,0.6835,69.1509,-148.951,POINT (-148.951 69.15089999999999)
915,3108,1410920.0,0.6082,69.1509,-148.951,POINT (-148.951 69.15089999999999)
916,3109,1410920.0,0.5019,69.1509,-148.952,POINT (-148.952 69.15089999999999)
917,3110,1410920.0,0.5216,69.1509,-148.951,POINT (-148.951 69.15089999999999)
918,3111,1410920.0,0.5025,69.1509,-148.951,POINT (-148.951 69.15089999999999)
919,3112,1410920.0,0.5458,69.1509,-148.951,POINT (-148.951 69.15089999999999)
920,3113,1410920.0,0.489,69.1509,-148.951,POINT (-148.951 69.15089999999999)
921,3114,1410920.0,0.42210000000000003,69.1509,-148.951,POINT (-148.951 69.15089999999999)
922,3115,1410920.0,0.3703,69.1509,-148.951,POINT (-148.951 69.15089999999999)
923,3116,1410920.0,0.38780000000000003,69.1508,-148.951,POINT (-148.951 69.1508)
924,3117,1410920.0,0.5671,69.1508,-148.951,POINT (-148.951 69.1508)
925,3118,1410930.0,0.6812999999999999,69.1508,-148.951,POINT (-148.951 69.1508)
926,3119,1410930.0,0.8240000000000001,69.1508,-148.951,POINT (-148.951 69.1508)
927,3120,1410930.0,0.809,69.1508,-148.951,POINT (-148.951 69.1508)
928,3121,1410930.0,0.6581999999999999,69.1508,-148.951,POINT (-148.951 69.1508)
929,3122,1410930.0,0.503,69.1508,-148.951,POINT (-148.951 69.1508)
930,3123,1410930.0,0.4715,69.1508,-148.951,POINT (-148.951 69.1508)
931,3124,1410930.0,0.43270000000000003,69.1508,-148.952,POINT (-148.952 69.1508)
932,3125,1410930.0,0.5351,69.1507,-148.951,POINT (-148.951 69.1507)
933,3126,1410930.0,0.5109,69.1507,-148.951,POINT (-148.951 69.1507)
934,3127,1410940.0,0.6559999999999999,69.1507,-148.951,POINT (-148.951 69.1507)
935,3128,1410940.0,0.6554000000000001,69.1507,-148.951,POINT (-148.951 69.1507)
936,3129,1410940.0,0.7559999999999999,69.1507,-148.951,POINT (-148.951 69.1507)
937,3130,1410940.0,0.83,69.1507,-148.951,POINT (-148.951 69.1507)
938,3131,1410940.0,0.812,69.1507,-148.951,POINT (-148.951 69.1507)
939,3132,1410940.0,0.8,69.1507,-148.952,POINT (-148.952 69.1507)
940,3133,1410940.0,0.6352,69.1507,-148.952,POINT (-148.952 69.1507)
941,3134,1410940.0,0.44170000000000004,69.1507,-148.951,POINT (-148.951 69.1507)
942,3135,1410940.0,0.41869999999999996,69.1507,-148.951,POINT (-148.951 69.1507)
943,3136,1410940.0,0.4429,69.1506,-148.951,POINT (-148.951 69.1506)
944,3137,1410940.0,0.35850000000000004,69.1506,-148.951,POINT (-148.951 69.1506)
945,3138,1410950.0,0.40009999999999996,69.1506,-148.951,POINT (-148.951 69.1506)
946,3139,1410950.0,0.5458,69.1506,-148.951,POINT (-148.951 69.1506)
947,3140,1410950.0,0.4282,69.1506,-148.951,POINT (-148.951 69.1506)
948,3141,1410950.0,0.6756,69.1506,-148.951,POINT (-148.951 69.1506)
949,3142,1410950.0,0.5660000000000001,69.1506,-148.951,POINT (-148.951 69.1506)
950,3143,1410950.0,0.5328,69.1506,-148.951,POINT (-148.951 69.1506)
951,3144,1410950.0,0.6565000000000001,69.1506,-148.951,POINT (-148.951 69.1506)
952,3145,1410950.0,0.575,69.1506,-148.951,POINT (-148.951 69.1506)
953,3146,1410950.0,0.7392,69.1505,-148.952,POINT (-148.952 69.15049999999999)
954,3147,1410960.0,0.7718,69.1505,-148.952,POINT (-148.952 69.15049999999999)
955,3148,1410960.0,0.7611,69.1505,-148.951,POINT (-148.951 69.15049999999999)
956,3149,1410960.0,0.6976,69.1505,-148.951,POINT (-148.951 69.15049999999999)
957,3150,1410960.0,0.6925,69.1505,-148.951,POINT (-148.951 69.15049999999999)
958,3151,1410960.0,0.742,69.1505,-148.951,POINT (-148.951 69.15049999999999)
959,3152,1410960.0,0.769,69.1505,-148.951,POINT (-148.951 69.15049999999999)
960,3153,1410960.0,0.7943000000000001,69.1505,-148.952,POINT (-148.952 69.15049999999999)
961,3154,1410960.0,0.7970999999999999,69.1505,-148.952,POINT (-148.952 69.15049999999999)
962,3155,1410960.0,0.7037,69.1505,-148.951,POINT (-148.951 69.15049999999999)
963,3156,1410960.0,0.7926000000000001,69.1505,-148.951,POINT (-148.951 69.15049999999999)
964,3157,1410960.0,0.852,69.1505,-148.951,POINT (-148.951 69.15049999999999)
965,3158,1410970.0,0.841,69.1505,-148.951,POINT (-148.951 69.15049999999999)
966,3159,1410970.0,0.833,69.1504,-148.951,POINT (-148.951 69.1504)
967,3160,1410970.0,0.7751,69.1504,-148.951,POINT (-148.951 69.1504)
968,3161,1410970.0,0.6756,69.1504,-148.951,POINT (-148.951 69.1504)
969,3162,1410970.0,0.6846,69.1504,-148.951,POINT (-148.951 69.1504)
970,3163,1410970.0,0.7127,69.1504,-148.951,POINT (-148.951 69.1504)
971,3164,1410970.0,0.643,69.1504,-148.951,POINT (-148.951 69.1504)
972,3165,1410970.0,0.589,69.1504,-148.951,POINT (-148.951 69.1504)
973,3166,1410970.0,0.7948000000000001,69.1504,-148.951,POINT (-148.951 69.1504)
974,3167,1410980.0,0.804,69.1504,-148.951,POINT (-148.951 69.1504)
975,3168,1410980.0,0.818,69.1504,-148.951,POINT (-148.951 69.1504)
976,3169,1410980.0,0.823,69.1503,-148.951,POINT (-148.951 69.1503)
977,3170,1410980.0,0.7937000000000001,69.1503,-148.951,POINT (-148.951 69.1503)
978,3171,1410980.0,0.809,69.1503,-148.951,POINT (-148.951 69.1503)
979,3172,1410980.0,0.7954000000000001,69.1503,-148.951,POINT (-148.951 69.1503)
980,3173,1410980.0,0.7825,69.1503,-148.951,POINT (-148.951 69.1503)
981,3174,1410980.0,0.7279000000000001,69.1503,-148.951,POINT (-148.951 69.1503)
982,3175,1410980.0,0.6453,69.1503,-148.951,POINT (-148.951 69.1503)
983,3176,1410980.0,0.4794,69.1503,-148.951,POINT (-148.951 69.1503)
984,3177,1410980.0,0.41700000000000004,69.1503,-148.951,POINT (-148.951 69.1503)
985,3178,1410990.0,0.16510000000000002,69.1503,-148.951,POINT (-148.951 69.1503)
986,3179,1410990.0,0.34729999999999994,69.1503,-148.951,POINT (-148.951 69.1503)
987,3180,1410990.0,0.4254,69.1502,-148.951,POINT (-148.951 69.1502)
988,3181,1410990.0,0.4181,69.1502,-148.951,POINT (-148.951 69.1502)
989,3182,1410990.0,0.44229999999999997,69.1502,-148.951,POINT (-148.951 69.1502)
990,3183,1410990.0,0.5598,69.1502,-148.951,POINT (-148.951 69.1502)
991,3184,1410990.0,0.27699999999999997,69.1502,-148.951,POINT (-148.951 69.1502)
992,3185,1410990.0,0.33549999999999996,69.1502,-148.951,POINT (-148.951 69.1502)
993,3186,1410990.0,0.2613,69.1502,-148.951,POINT (-148.951 69.1502)
994,3187,1411000.0,0.4732,69.1502,-148.951,POINT (-148.951 69.1502)
995,3188,1411000.0,0.5289,69.1502,-148.951,POINT (-148.951 69.1502)
996,3189,1411000.0,0.5474,69.1502,-148.951,POINT (-148.951 69.1502)
997,3190,1411000.0,0.4052,69.1502,-148.951,POINT (-148.951 69.1502)
998,3191,1411000.0,0.5677,69.1501,-148.951,POINT (-148.951 69.15009999999999)
999,3192,1411000.0,0.5508,69.1501,-148.951,POINT (-148.951 69.15009999999999)
1000,3193,1411000.0,0.5205,69.1501,-148.951,POINT (-148.951 69.15009999999999)
1001,3194,1411000.0,0.5474,69.1501,-148.951,POINT (-148.951 69.15009999999999)
1002,3195,1411000.0,0.5188,69.1501,-148.951,POINT (-148.951 69.15009999999999)
1003,3196,1411000.0,0.5136999999999999,69.1501,-148.951,POINT (-148.951 69.15009999999999)
1004,3197,1411000.0,0.4907,69.1501,-148.951,POINT (-148.951 69.15009999999999)
1005,3198,1411010.0,0.5199,69.1501,-148.951,POINT (-148.951 69.15009999999999)
1006,3199,1411010.0,0.5486,69.1501,-148.951,POINT (-148.951 69.15009999999999)
1007,3200,1411010.0,0.5822999999999999,69.15,-148.951,POINT (-148.951 69.15000000000001)
1008,3201,1411010.0,0.6082,69.15,-148.951,POINT (-148.951 69.15000000000001)
1009,3202,1411010.0,0.5688,69.15,-148.951,POINT (-148.951 69.15000000000001)
1010,3203,1411010.0,0.5452,69.15,-148.951,POINT (-148.951 69.15000000000001)
1011,3204,1411010.0,0.5351,69.15,-148.951,POINT (-148.951 69.15000000000001)
1012,3205,1411010.0,0.5452,69.15,-148.951,POINT (-148.951 69.15000000000001)
1013,3206,1411010.0,0.5379,69.15,-148.951,POINT (-148.951 69.15000000000001)
1014,3207,1411020.0,0.4485,69.15,-148.951,POINT (-148.951 69.15000000000001)
1015,3208,1411020.0,0.40130000000000005,69.15,-148.951,POINT (-148.951 69.15000000000001)
1016,3209,1411020.0,0.4637,69.15,-148.951,POINT (-148.951 69.15000000000001)
1017,3210,1411020.0,0.5092,69.1499,-148.951,POINT (-148.951 69.1499)
1018,3211,1411020.0,0.4131,69.1499,-148.951,POINT (-148.951 69.1499)
1019,3212,1411020.0,0.462,69.1499,-148.951,POINT (-148.951 69.1499)
1020,3213,1411020.0,0.5666,69.1499,-148.951,POINT (-148.951 69.1499)
1021,3214,1411020.0,0.40009999999999996,69.1499,-148.951,POINT (-148.951 69.1499)
1022,3215,1411020.0,0.5244,69.1499,-148.951,POINT (-148.951 69.1499)
1023,3216,1411020.0,0.5592,69.1499,-148.951,POINT (-148.951 69.1499)
1024,3217,1411020.0,0.5396,69.1499,-148.951,POINT (-148.951 69.1499)
1025,3218,1411030.0,0.5548,69.1499,-148.951,POINT (-148.951 69.1499)
1026,3219,1411030.0,0.5519,69.1499,-148.951,POINT (-148.951 69.1499)
1027,3220,1411030.0,0.5092,69.1499,-148.951,POINT (-148.951 69.1499)
1028,3221,1411030.0,0.5407,69.1498,-148.951,POINT (-148.951 69.1498)
1029,3222,1411030.0,0.5519,69.1498,-148.951,POINT (-148.951 69.1498)
1030,3223,1411030.0,0.5744,69.1498,-148.951,POINT (-148.951 69.1498)
1031,3224,1411030.0,0.6318,69.1498,-148.951,POINT (-148.951 69.1498)
1032,3225,1411030.0,0.5958,69.1498,-148.951,POINT (-148.951 69.1498)
1033,3226,1411030.0,0.5373,69.1498,-148.951,POINT (-148.951 69.1498)
1034,3227,1411040.0,0.49520000000000003,69.1498,-148.951,POINT (-148.951 69.1498)
1035,3228,1411040.0,0.5019,69.1498,-148.951,POINT (-148.951 69.1498)
1036,3229,1411040.0,0.5176,69.1498,-148.951,POINT (-148.951 69.1498)
1037,3230,1411040.0,0.5081,69.1498,-148.951,POINT (-148.951 69.1498)
1038,3231,1411040.0,0.5013000000000001,69.1497,-148.951,POINT (-148.951 69.1497)
1039,3232,1411040.0,0.507,69.1497,-148.951,POINT (-148.951 69.1497)
1040,3233,1411040.0,0.5136999999999999,69.1497,-148.951,POINT (-148.951 69.1497)
1041,3234,1411040.0,0.5367999999999999,69.1497,-148.951,POINT (-148.951 69.1497)
1042,3235,1411040.0,0.521,69.1497,-148.951,POINT (-148.951 69.1497)
1043,3236,1411040.0,0.39840000000000003,69.1497,-148.951,POINT (-148.951 69.1497)
1044,3237,1411040.0,0.2871,69.1497,-148.951,POINT (-148.951 69.1497)
1045,3238,1411050.0,0.3293,69.1497,-148.951,POINT (-148.951 69.1497)
1046,3239,1411050.0,0.3321,69.1497,-148.951,POINT (-148.951 69.1497)
1047,3240,1411050.0,0.2753,69.1496,-148.951,POINT (-148.951 69.14960000000001)
1048,3241,1411050.0,0.4788,69.1496,-148.951,POINT (-148.951 69.14960000000001)
1049,3242,1411050.0,0.5255,69.1496,-148.951,POINT (-148.951 69.14960000000001)
1050,3243,1411050.0,0.5609000000000001,69.1496,-148.951,POINT (-148.951 69.14960000000001)
1051,3244,1411050.0,0.4935,69.1496,-148.951,POINT (-148.951 69.14960000000001)
1052,3245,1411050.0,0.2781,69.1496,-148.951,POINT (-148.951 69.14960000000001)
1053,3246,1411050.0,0.4946,69.1496,-148.951,POINT (-148.951 69.14960000000001)
1054,3247,1411060.0,0.39,69.1496,-148.951,POINT (-148.951 69.14960000000001)
1055,3248,1411060.0,0.23879999999999998,69.1496,-148.951,POINT (-148.951 69.14960000000001)
1056,3249,1411060.0,0.45640000000000003,69.1495,-148.951,POINT (-148.951 69.1495)
1057,3250,1411060.0,0.5008,69.1495,-148.951,POINT (-148.951 69.1495)
1058,3251,1411060.0,0.5053,69.1495,-148.951,POINT (-148.951 69.1495)
1059,3252,1411060.0,0.512,69.1495,-148.951,POINT (-148.951 69.1495)
1060,3253,1411060.0,0.593,69.1495,-148.951,POINT (-148.951 69.1495)
1061,3254,1411060.0,0.5767,69.1495,-148.951,POINT (-148.951 69.1495)
1062,3255,1411060.0,0.5767,69.1495,-148.951,POINT (-148.951 69.1495)
1063,3256,1411060.0,0.4395,69.1495,-148.951,POINT (-148.951 69.1495)
1064,3257,1411060.0,0.2933,69.1495,-148.951,POINT (-148.951 69.1495)
1065,3258,1411070.0,0.3293,69.1495,-148.951,POINT (-148.951 69.1495)
1066,3259,1411070.0,0.48560000000000003,69.1495,-148.951,POINT (-148.951 69.1495)
1067,3260,1411070.0,0.5205,69.1495,-148.951,POINT (-148.951 69.1495)
1068,3261,1411070.0,0.5176,69.1494,-148.951,POINT (-148.951 69.1494)
1069,3262,1411070.0,0.5514,69.1494,-148.951,POINT (-148.951 69.1494)
1070,3263,1411070.0,0.4968,69.1494,-148.951,POINT (-148.951 69.1494)
1071,3264,1411070.0,0.6042000000000001,69.1494,-148.951,POINT (-148.951 69.1494)
1072,3265,1411070.0,0.6262,69.1494,-148.951,POINT (-148.951 69.1494)
1073,3266,1411070.0,0.6154999999999999,69.1494,-148.951,POINT (-148.951 69.1494)
1074,3267,1411080.0,0.6481,69.1494,-148.951,POINT (-148.951 69.1494)
1075,3268,1411080.0,0.5632,69.1494,-148.951,POINT (-148.951 69.1494)
1076,3269,1411080.0,0.598,69.1494,-148.951,POINT (-148.951 69.1494)
1077,3270,1411080.0,0.37929999999999997,69.1493,-148.951,POINT (-148.951 69.1493)
1078,3271,1411080.0,0.3557,69.1493,-148.951,POINT (-148.951 69.1493)
1079,3272,1411080.0,0.4384,69.1493,-148.951,POINT (-148.951 69.1493)
1080,3273,1411080.0,0.4507,69.1493,-148.951,POINT (-148.951 69.1493)
1081,3274,1411080.0,0.5289,69.1493,-148.951,POINT (-148.951 69.1493)
1082,3275,1411080.0,0.6037,69.1493,-148.951,POINT (-148.951 69.1493)
1083,3276,1411080.0,0.5806,69.1493,-148.951,POINT (-148.951 69.1493)
1084,3277,1411080.0,0.602,69.1493,-148.951,POINT (-148.951 69.1493)
1085,3278,1411090.0,0.5261,69.1493,-148.951,POINT (-148.951 69.1493)
1086,3279,1411090.0,0.4727,69.1493,-148.951,POINT (-148.951 69.1493)
1087,3280,1411090.0,0.4575,69.1493,-148.951,POINT (-148.951 69.1493)
1088,3281,1411090.0,0.5744,69.1492,-148.951,POINT (-148.951 69.14919999999999)
1089,3282,1411090.0,0.4535,69.1492,-148.951,POINT (-148.951 69.14919999999999)
1090,3283,1411090.0,0.4558,69.1492,-148.951,POINT (-148.951 69.14919999999999)
1091,3284,1411090.0,0.2821,69.1492,-148.951,POINT (-148.951 69.14919999999999)
1092,3285,1411090.0,0.45409999999999995,69.1492,-148.951,POINT (-148.951 69.14919999999999)
1093,3286,1411090.0,0.5396,69.1492,-148.951,POINT (-148.951 69.14919999999999)
1094,3287,1411100.0,0.5834,69.1492,-148.951,POINT (-148.951 69.14919999999999)
1095,3288,1411100.0,0.5660000000000001,69.1492,-148.951,POINT (-148.951 69.14919999999999)
1096,3289,1411100.0,0.6211,69.1492,-148.951,POINT (-148.951 69.14919999999999)
1097,3290,1411100.0,0.6329,69.1492,-148.951,POINT (-148.951 69.14919999999999)
