Drift Threshold (% of mean depth),drift_area,drift_volume,mean_drift_depth,mean_not_drift_depth,not_drift_area,not_drift_volume,Drift Threshold (% of mean depth),Drift Area %,Not Drift Area %,Drift Volume %,Not Drift Volume %,Drift Volume-Area Difference (%),Drift Volume-Area Difference Slope,Year,Study Area,Inflection Threshold,Mean Depth [m],SD Depth [m],CV
80.0,47633447.0,24465418.0,0.5136184692382812,0.1722751408815384,29434543.0,5070840.0,80.0,61.80704466277115,38.19295533722886,82.83164475680415,17.168152103454464,21.024600094033005,0.8619275541958444,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
90.0,43255623.0,23042198.0,0.5326983332633972,0.1920609176158905,33812367.0,6494034.0,90.0,56.12657472966403,43.87342527033597,78.01310237789288,21.98660645514448,21.88652764822885,0.6667880959455488,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
100.0,37249390.0,20879616.0,0.5605357885360718,0.21740500628948212,39818600.0,8656763.0,100.0,48.33315362188634,51.66684637811366,70.69132990781044,29.3088766175933,22.358176285924102,0.06611524470746488,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
110.00000000000001,31234962.0,18474334.0,0.5914633274078369,0.24135461449623108,45833028.0,11062013.0,110.00000000000001,40.52909904617987,59.47090095382013,62.54785718382365,37.45224100038468,22.01875813764378,-0.7218496806084929,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
120.0,25464501.0,15936640.0,0.625837504863739,0.26354119181632996,51603489.0,13599645.0,120.0,33.04160521119079,66.9583947888092,53.95608213589791,46.043806137244324,20.914476924707117,-1.4065788587028276,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
129.99999999999997,20225281.0,13423969.0,0.6637222766876221,0.2834542393684387,56842709.0,16112307.0,129.99999999999997,26.243426096878874,73.75657390312112,45.449026517117,54.550831285064035,19.205600420238124,-1.894416962164808,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
140.0,15713217.0,11080377.0,0.7051628828048706,0.30080798268318176,61354773.0,18456006.0,140.0,20.388772303520568,79.61122769647943,37.51441530389807,62.4858047641551,17.1256430003775,-1.8653529898439327,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
150.0,12867489.0,9502181.0,0.7384642958641052,0.3120575547218323,64200501.0,20034252.0,150.0,16.696282075087204,83.30371792491279,32.17117651563746,67.82921283553353,15.474894440550258,-1.9053438072064761,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
160.0,9769250.0,7676814.0,0.785814106464386,0.3248131275177002,67298740.0,21859514.0,160.0,12.676144791112367,87.32385520888764,25.991100177076916,74.00893367954666,13.314955385964549,-2.0659557213597077,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
169.99999999999997,7399628.0,6186208.0,0.836016058921814,0.3351605236530304,69668362.0,23350084.0,169.99999999999997,9.60142855678473,90.39857144321527,20.944411554615574,79.05550041816316,11.342982997830843,-1.8304379797839934,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
179.99999999999997,5653528.0,5018175.0,0.8876184225082397,0.3433215618133545,71414462.0,24518124.0,179.99999999999997,7.335766769056777,92.66423323094322,16.98984619545334,83.0100894769619,9.654079426396562,-1.5418843980589338,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
189.99999999999997,4388453.0,4121343.0,0.9391334652900696,0.3496861159801483,72679537.0,25415026.0,189.99999999999997,5.69426165130296,94.30573834869705,13.953475853015936,86.04669681576425,8.259214201712975,-1.2602849640754115,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
199.99999999999997,3479268.0,3440406.0,0.9888306260108948,0.35461801290512085,73588722.0,26095886.0,199.99999999999997,4.514543586773185,95.48545641322681,11.648053085018924,88.3518588877598,7.133509498245739,-1.1257047034672363,2012,CLPX,160.0,0.3832501471042633,0.2286754846572876,0.5966742038726807
