Drift Threshold (pct. of mean depth),drift_area,drift_volume,mean_drift_depth,mean_not_drift_depth,not_drift_area,not_drift_volume,Drift Threshold (pct. of mean depth),Drift Area pct.,Not Drift Area pct.,Drift Volume pct.,Not Drift Volume pct.,Drift Volume-Area Difference (pct.),Drift Volume-Area Difference Slope,Year,Study Area,Inflection Threshold,Mean_Depth [m],SD Depth [m],CV
80.0,59259667.0,45975564.0,0.7758322954177856,0.23657900094985962,34517966.0,8165827.0,80.0,63.19168559095536,36.80831440904464,84.91739942541686,15.082377086181117,21.7257138344615,1.0221782264254102,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
90.0,52895460.0,42854680.0,0.8101769089698792,0.27609413862228394,40882173.0,11286863.0,90.0,56.40519845494501,43.59480154505499,79.15309051583192,20.84696674152728,22.74789206088691,0.6811940807025785,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
100.0,46090978.0,39110380.0,0.8485473990440369,0.3152143955230713,47686655.0,15030989.0,100.0,49.149223034878695,50.85077696512131,72.23732503074535,27.762410846597707,23.08810199586666,-0.0426749194851439,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
110.00000000000001,39054160.0,34817344.0,0.8915143609046936,0.3531326651573181,54723473.0,19324050.0,110.00000000000001,41.645495573555365,58.354504426444635,64.30803779547199,35.69174425716075,22.662542221916624,-0.6915322456608202,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
120.0,33139450.0,30884142.0,0.9319449067115784,0.3835509419441223,60638183.0,23257186.0,120.0,35.338330623038864,64.66166937696114,57.04336812758388,42.95629202228412,21.705037504545018,-1.388672141042436,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
129.99999999999997,26217511.0,25902546.0,0.9879864454269409,0.4179914593696594,67560122.0,28238848.0,129.99999999999997,27.957104654155646,72.04289534584436,47.8423025939874,52.15747945864534,19.88519793983175,-2.078689852715698,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
140.0,19950277.0,21018646.0,1.0535515546798706,0.44866129755973816,73827356.0,33122720.0,140.0,21.274024905277784,78.72597509472222,38.82168270439141,61.17804763191689,17.547657799113622,-2.4205965822507807,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
150.0,14766503.0,16670334.0,1.1289290189743042,0.4742625951766968,79011130.0,37471224.0,150.0,15.746295281306576,84.25370471869343,30.790300056636767,69.20978490589623,15.04400477533019,-2.2344831644172443,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
160.0,11405499.0,13665844.0,1.1981803178787231,0.49138525128364563,82372134.0,40475624.0,160.0,12.162280743426313,87.83771925657369,25.240972213705447,74.75894651778474,13.078691470279134,-2.0115171984104663,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
169.99999999999997,8402605.0,10818074.0,1.2874666452407837,0.5074583888053894,85375028.0,43323416.0,169.99999999999997,8.960137648174591,91.0398623518254,19.98110802668385,80.01885133906124,11.020970378509258,-1.8852478558787178,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
179.99999999999997,6251151.0,8648633.0,1.3835264444351196,0.5197709202766418,87526482.0,45492844.0,179.99999999999997,6.6659296039173865,93.33407039608261,15.974125362439084,84.02580999215537,9.308195758521698,-1.5537917482554628,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
189.99999999999997,4713105.0,7005488.0,1.4863849878311157,0.5292439460754395,89064528.0,47135968.0,189.99999999999997,5.025830626371216,94.97416937362878,12.939217508369548,87.06067905898158,7.913386881998332,-1.1711181927510643,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
199.99999999999997,3774424.0,5950599.0,1.5765583515167236,0.5354461669921875,90003209.0,48190972.0,199.99999999999997,4.024865929384249,95.97513407061575,10.990825302403818,89.00928367127982,6.96595937301957,-0.9474275089787625,2018,CLPX,140.0,0.5773393,0.42457515,0.7353997
