Drift Threshold (% of mean depth),drift_area,drift_volume,mean_drift_depth,mean_not_drift_depth,not_drift_area,not_drift_volume,Drift Threshold (% of mean depth),Drift Area %,Not Drift Area %,Drift Volume %,Not Drift Volume %,Drift Volume-Area Difference (%),Drift Volume-Area Difference Slope,Year,Study Area,Inflection Threshold,Mean Depth [m],SD Depth [m],CV
80.0,69503.0,450369.0,2.1599526405334473,0.7416871190071106,41386.0,86109.0,80.0,20.89266443620798,12.440668897125354,83.94895751504046,16.05075123434921,63.05629307883248,-3.4996076954800586,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
90.0,61991.0,419480.0,2.2555978298187256,0.8439303636550903,48898.0,116999.0,90.0,18.6345504663823,14.698782866951035,78.19123584973472,21.808659300045562,59.55668538335242,-3.9599574997805362,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
100.0,54034.0,382934.0,2.3623056411743164,0.9448516368865967,56855.0,153545.0,100.0,16.242669095521947,17.090664237811385,71.37904717479336,28.62084797498693,55.13637807927141,-4.83915055409523,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
110.00000000000001,45873.0,341565.0,2.4819648265838623,1.0423762798309326,65016.0,194913.0,110.00000000000001,13.789465140816493,19.543868192516843,63.66784941597845,36.33185933341123,49.87838427516196,-5.70568711403638,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
120.0,37504.0,295057.0,2.622455596923828,1.1382609605789185,73385.0,241421.0,120.0,11.273736198661123,22.05959713467221,54.99874004985978,45.000968699529906,43.72500385119865,-6.109080773426211,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
129.99999999999997,30184.0,250716.0,2.7687530517578125,1.2209136486053467,80705.0,285763.0,129.99999999999997,9.07333760186613,24.259995731467203,46.73356033017567,53.26633481960461,37.66022272830954,-5.833680503427843,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
140.0,24079.0,210814.0,2.918368339538574,1.2904177904129028,86810.0,325665.0,140.0,7.238169100030962,26.09516423330237,39.29581194437393,60.704083205406356,32.057642844342965,-5.277326762732413,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
150.0,19156.0,176308.0,3.0679335594177246,1.3482446670532227,91733.0,360171.0,150.0,5.758310863415969,27.575022469917364,32.863880066260684,67.13601508351961,27.105569202844716,-4.715621059140766,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
160.0,15067.0,145684.0,3.2230277061462402,1.398654818534851,95822.0,390795.0,160.0,4.529153778403028,28.804179554930304,27.15555450446446,72.84434064531582,22.626400726061433,-4.148676201570639,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
169.99999999999997,11843.0,120001.0,3.377556324005127,1.4407023191452026,99046.0,416478.0,169.99999999999997,3.560016472929386,29.77331686040395,22.368233272632825,77.63166187714747,18.808216799703438,-3.5042394660169673,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
179.99999999999997,9338.0,98846.0,3.528459310531616,1.4755245447158813,101551.0,437633.0,179.99999999999997,2.8070112154196236,30.526322117913708,18.424933009447123,81.57496214033316,15.617921794027499,-2.9745287190547796,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
189.99999999999997,7316.0,80785.0,3.680784225463867,1.5056238174438477,103573.0,455693.0,189.99999999999997,2.199196193190187,31.134137140143146,15.058355554784065,84.94135319460561,12.859159361593878,-2.622165988788666,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
199.99999999999997,5608.0,64696.0,3.8455119132995605,1.5328314304351807,105281.0,471782.0,199.99999999999997,1.6857698539380221,31.647563479395313,12.05935967038819,87.94034907900149,10.373589816450167,-2.4855695451437114,2014,Tuolumne,120.0,1.6126620769500732,0.930518627166748,0.5770078301429749
