Drift Threshold (% of mean depth),drift_area,drift_volume,mean_drift_depth,mean_not_drift_depth,not_drift_area,not_drift_volume,Drift Threshold (% of mean depth),Drift Area %,Not Drift Area %,Drift Volume %,Not Drift Volume %,Drift Volume-Area Difference (%),Drift Volume-Area Difference Slope,Year,Study Area,Inflection Threshold
80.0,23948326.0,17771458.0,0.7420751452445984,0.43910789489746094,4531846.0,1989969.0,80.0,84.08771548149359,15.91228451850642,89.93006575438405,10.06996966817162,5.842350272890457,1.9554189352528084,2015,Happy Valley,120.0
90.0,20156127.0,15526599.0,0.7703166007995605,0.5087506771087646,8324045.0,4234863.0,90.0,70.77249041894831,29.227509581051685,78.57025962709157,21.429952908242424,7.797769208143265,1.5337810121390163,2015,Happy Valley,120.0
100.0,14389495.0,11745105.0,0.8162277340888977,0.5689107775688171,14090677.0,8016338.0,100.0,50.524607084535866,49.475392915464134,59.434519381704355,40.56559700669284,8.90991229716849,0.12580857393698253,2015,Happy Valley,120.0
110.00000000000001,8741558.0,7656142.0,0.8758326768875122,0.6132789850234985,19738614.0,12105277.0,110.00000000000001,30.693487384837425,69.30651261516257,38.742873740854655,61.257121198780254,8.04938635601723,-1.4307448242932406,2015,Happy Valley,120.0
120.0,4716254.0,4467702.0,0.9472988247871399,0.6435699462890625,23763918.0,15293744.0,120.0,16.55978060806655,83.44021939193344,22.608203256648558,77.39192831284392,6.048422648582008,-1.9398629684239577,2015,Happy Valley,120.0
129.99999999999997,2496991.0,2556561.0,1.02385675907135,0.6621550917625427,25983181.0,17204896.0,129.99999999999997,8.7674716290337,91.2325283709663,12.937132048203015,87.0630551853055,4.169660419169315,-1.6179212681154005,2015,Happy Valley,120.0
140.0,1366714.0,1504122.0,1.1005394458770752,0.6733664870262146,27113458.0,18257294.0,140.0,4.798826355402628,95.20117364459738,7.611406467753835,92.38857329078579,2.812580112351207,-1.1366138128705303,2015,Happy Valley,120.0
150.0,778035.0,914614.0,1.1755437850952148,0.6803371906280518,27702137.0,18846794.0,150.0,2.731847967772105,97.26815203222789,4.628280761200359,95.3716585144185,1.896432793428254,-0.769174109656528,2015,Happy Valley,120.0
160.0,452538.0,565807.0,1.2502989768981934,0.6848801374435425,28027634.0,19195570.0,160.0,1.588958100393495,98.41104189960652,2.863189993431646,97.13659241086926,1.274231893038151,-0.520523996640669,2015,Happy Valley,120.0
169.99999999999997,267795.0,354850.0,1.3250809907913208,0.6878753900527954,28212377.0,19406600.0,169.99999999999997,0.9402857538922166,99.05971424610779,1.795670554039133,98.20448125691372,0.8553848001469163,-0.35611846349704873,2015,Happy Valley,120.0
179.99999999999997,155978.0,219286.0,1.4058823585510254,0.6899465322494507,28324194.0,19542180.0,179.99999999999997,0.5476722542265545,99.45232774577345,1.1096672202706082,98.89056555652377,0.5619949660440536,-0.24882063400235913,2015,Happy Valley,120.0
189.99999999999997,87348.0,131303.0,1.503226637840271,0.6913775205612183,28392824.0,19630160.0,189.99999999999997,0.30669758595559043,99.69330241404441,0.6644411180977885,99.3357764776013,0.35774353214219806,-0.16905539475764303,2015,Happy Valley,120.0
199.99999999999997,47145.0,76955.0,1.6323187351226807,0.6923092007637024,28433027.0,19684446.0,199.99999999999997,0.16553621937395602,99.83446378062605,0.3894203959027236,99.61048345716047,0.22388417652876758,-0.1338593556134305,2015,Happy Valley,120.0
