Study Area,TRI_STATISTICSMAXIMUM,TRI_STATISTICSMEAN,TRI_STATISTICSMINIMUM,TRI_STATISTICSSTDDEV,slope_variance_STATISTICSMAXIMUM,slope_variance_STATISTICSMEAN,slope_variance_STATISTICSMINIMUM,slope_variance_STATISTICSSTDDEV,hillshade_az225_STATISTICSMAXIMUM,hillshade_az225_STATISTICSMEAN,hillshade_az225_STATISTICSMINIMUM,hillshade_az225_STATISTICSSTDDEV,roughness_STATISTICSMAXIMUM,roughness_STATISTICSMEAN,roughness_STATISTICSMINIMUM,roughness_STATISTICSSTDDEV,curve_STATISTICSMAXIMUM,curve_STATISTICSMEAN,curve_STATISTICSMINIMUM,curve_STATISTICSSTDDEV,sd_dem_STATISTICSMAXIMUM,sd_dem_STATISTICSMEAN,sd_dem_STATISTICSMINIMUM,sd_dem_STATISTICSSTDDEV,hillshade_az135_STATISTICSMAXIMUM,hillshade_az135_STATISTICSMEAN,hillshade_az135_STATISTICSMINIMUM,hillshade_az135_STATISTICSSTDDEV,sd_curve_STATISTICSMAXIMUM,sd_curve_STATISTICSMEAN,sd_curve_STATISTICSMINIMUM,sd_curve_STATISTICSSTDDEV,area_ratio_STATISTICSMAXIMUM,area_ratio_STATISTICSMEAN,area_ratio_STATISTICSMINIMUM,area_ratio_STATISTICSSTDDEV,hillshade_az45_STATISTICSMAXIMUM,hillshade_az45_STATISTICSMEAN,hillshade_az45_STATISTICSMINIMUM,hillshade_az45_STATISTICSSTDDEV,hillshade_az315_STATISTICSMAXIMUM,hillshade_az315_STATISTICSMEAN,hillshade_az315_STATISTICSMINIMUM,hillshade_az315_STATISTICSSTDDEV,sd_slope_STATISTICSMAXIMUM,sd_slope_STATISTICSMEAN,sd_slope_STATISTICSMINIMUM,sd_slope_STATISTICSSTDDEV,slope_STATISTICSMAXIMUM,slope_STATISTICSMEAN,slope_STATISTICSMINIMUM,slope_STATISTICSSTDDEV,TPI_STATISTICSMAXIMUM,TPI_STATISTICSMEAN,TPI_STATISTICSMINIMUM,TPI_STATISTICSSTDDEV,TR_CV,slope_variance_CV,hillshade_az225_CV,roughness_CV,curve_CV,sd_dem_CV,hillshade_az135_CV,sd_curve_CV,area_ratio_CV,hillshade_az45_CV,hillshade_az315_CV,sd_slope_CV,slope_CV,TP_CV
Quarry,13.023132324219,1.6950426218934,0.05584716796875,1.1186643933141,25303714.0,975829.94646195,-0.71914672851562,4505380.884125,255.0,129.34682962003,1.0,96.683661658231,36.047607421875,5.4937811381188,0.157470703125,3.5749217467637,0.21624547243118,0.016762277553666,-0.20762741565704,0.097449103921183,18.54723739624,4.2217383711287,0.0,2.5317922407193,255.0,134.18774929035,1.0,64.639878614479,0.17978231608868,0.045270294989619,0.0018167092930526,0.03062356403434,6.3924326896667,1.3394227973503,1.0000103712082,0.64638780136345,255.0,152.84508173529,1.0,70.767512673894,255.0,143.04265203859,1.0,80.274414105154,5030.2797851562,219.28376451053,0.071175262331963,963.36861776222,79.967300415039,32.328950900467,0.26070556044579,14.721442163638,11.043212890625,0.006538095786822,-10.68212890625,0.51860866377456,0.6599623979157098,4.61697337785142,0.7474760838147289,0.6507215443948022,5.813595653048374,0.5997037282162073,0.4817122200523228,0.6764604481009531,0.4825868296718261,0.4630015691080931,0.5611921546553652,4.393251000194129,0.45536405461970453,79.32105626532008
