,id_count,UTM_E,UTM_N,Depth_m,geometry
0,61001,405472.81,7613300.31,0.5527000000000001,POINT (405472.81 7613300.31)
1,61002,405474.03,7613300.26,0.6038,POINT (405474.03 7613300.26)
2,61003,405476.06,7613300.19,0.6363,POINT (405476.06 7613300.19)
3,61004,405478.1,7613300.11,0.628,POINT (405478.1 7613300.11)
4,61005,405479.72,7613300.05,0.5847,POINT (405479.72 7613300.05)
5,61006,405480.94,7613300.0,0.6399,POINT (405480.94 7613300)
6,61007,405483.38,7613299.91,0.6528,POINT (405483.38 7613299.91)
7,61008,405485.01,7613299.85,0.6606000000000001,POINT (405485.01 7613299.85)
8,61009,405486.23,7613299.8,0.6481999999999999,POINT (405486.23 7613299.8)
9,61010,405488.67,7613299.71,0.579,POINT (405488.67 7613299.71)
10,61011,405489.48,7613299.68,0.6456000000000001,POINT (405489.48 7613299.68)
11,61012,405490.74,7613300.75,0.6533,POINT (405490.74 7613300.75)
12,61013,405492.78,7613300.67,0.5341,POINT (405492.78 7613300.67)
13,61014,405494.4,7613300.61,0.5759000000000001,POINT (405494.4 7613300.61)
14,61015,405496.8,7613299.4,0.6136,POINT (405496.8 7613299.4)
15,61016,405498.88,7613300.44,0.6182,POINT (405498.88 7613300.44)
16,61017,405500.87,7613299.25,0.6709,POINT (405500.87 7613299.25)
17,61018,405503.35,7613300.27,0.6053000000000001,POINT (405503.35 7613300.27)
18,61019,405504.16,7613300.24,0.7132,POINT (405504.16 7613300.24)
19,61020,405506.2,7613300.17,0.626,POINT (405506.2 7613300.17)
20,61021,405507.42,7613300.12,0.5997,POINT (405507.42 7613300.12)
21,61022,405509.04,7613300.06,0.6249,POINT (405509.04 7613300.06)
22,61023,405511.08,7613299.98,0.6967,POINT (405511.08 7613299.98)
23,61024,405511.89,7613299.95,0.6239,POINT (405511.89 7613299.95)
24,61025,405513.92,7613299.87,0.6002000000000001,POINT (405513.92 7613299.87)
25,61026,405516.36,7613299.78,0.7896,POINT (405516.36 7613299.78)
26,61027,405517.58,7613299.74,0.675,POINT (405517.58 7613299.74)
27,61028,405519.21,7613299.67,0.6275,POINT (405519.21 7613299.67)
28,61029,405520.84,7613299.61,0.6781,POINT (405520.84 7613299.61)
29,61030,405522.06,7613299.57,0.5826,POINT (405522.06 7613299.57)
30,61031,405523.68,7613299.5,0.6858,POINT (405523.68 7613299.5)
31,61032,405524.9,7613299.46,0.6528,POINT (405524.9 7613299.46)
32,61033,405527.34,7613299.37,0.7240000000000001,POINT (405527.34 7613299.37)
33,61034,405528.97,7613299.31,0.6853,POINT (405528.97 7613299.31)
34,61035,405530.6,7613299.24,0.6554000000000001,POINT (405530.6 7613299.24)
35,61036,405532.22,7613299.18,0.644,POINT (405532.22 7613299.18)
36,61037,405533.89,7613300.24,0.7306999999999999,POINT (405533.89 7613300.24)
37,61038,405535.11,7613300.19,0.6745,POINT (405535.11 7613300.19)
38,61039,405537.15,7613300.11,0.6291,POINT (405537.15 7613300.11)
39,61040,405538.37,7613300.07,0.5852,POINT (405538.37 7613300.07)
40,61041,405540.4,7613299.99,0.6038,POINT (405540.4 7613299.99)
41,61042,405542.43,7613299.91,0.6336999999999999,POINT (405542.43 7613299.91)
42,61043,405544.06,7613299.85,0.6940999999999999,POINT (405544.06 7613299.85)
43,61044,405546.5,7613299.76,0.6770999999999999,POINT (405546.5 7613299.76)
44,61045,405548.13,7613299.7,0.6244,POINT (405548.13 7613299.7)
45,61046,405549.75,7613299.64,0.6409,POINT (405549.75 7613299.64)
46,61047,405551.38,7613299.57,0.6631,POINT (405551.38 7613299.57)
47,61048,405553.01,7613299.51,0.6048,POINT (405553.01 7613299.51)
48,61049,405554.63,7613299.45,0.6537999999999999,POINT (405554.63 7613299.45)
49,61050,405557.48,7613299.34,0.6652,POINT (405557.48 7613299.34)
50,61051,405559.51,7613299.27,0.5966,POINT (405559.51 7613299.27)
51,61052,405562.77,7613299.15,0.6064,POINT (405562.77 7613299.15)
52,61053,405563.99,7613299.1,0.5532,POINT (405563.99 7613299.1)
53,61054,405565.21,7613299.05,0.5424,POINT (405565.21 7613299.05)
54,61055,405567.24,7613298.98,0.659,POINT (405567.24 7613298.98)
55,61056,405569.68,7613298.88,0.7323000000000001,POINT (405569.68 7613298.88)
56,61057,405571.71,7613298.81,0.7302,POINT (405571.71 7613298.81)
57,61058,405573.75,7613298.73,0.6993,POINT (405573.75 7613298.73)
58,61059,405576.19,7613298.64,0.6718999999999999,POINT (405576.19 7613298.64)
59,61060,405578.22,7613298.56,0.7111,POINT (405578.22 7613298.56)
60,61061,405579.44,7613298.52,0.6513,POINT (405579.44 7613298.52)
61,61062,405581.84,7613297.31,0.755,POINT (405581.84 7613297.31)
62,61063,405584.28,7613297.22,0.6193,POINT (405584.28 7613297.22)
63,61064,405586.31,7613297.14,0.7756000000000001,POINT (405586.31 7613297.14)
64,61065,405587.53,7613297.09,0.7384999999999999,POINT (405587.53 7613297.09)
65,61066,405589.97,7613297.0,0.6884,POINT (405589.97 7613297)
66,61067,405592.41,7613296.91,0.579,POINT (405592.41 7613296.91)
67,61068,405594.45,7613296.83,0.6409,POINT (405594.45 7613296.83)
68,61069,405596.89,7613296.74,0.7524,POINT (405596.89 7613296.74)
69,61070,405598.92,7613296.66,0.755,POINT (405598.92 7613296.66)
70,61071,405602.17,7613296.54,0.4061,POINT (405602.17 7613296.54)
71,61072,405604.61,7613296.45,0.754,POINT (405604.61 7613296.45)
72,61073,405606.28,7613297.5,0.7787000000000001,POINT (405606.28 7613297.5)
73,61074,405607.87,7613296.33,0.7483,POINT (405607.87 7613296.33)
74,61075,405608.68,7613296.3,0.7323000000000001,POINT (405608.68 7613296.3)
75,61076,405609.9,7613296.25,0.6476999999999999,POINT (405609.9 7613296.25)
76,61077,405611.93,7613296.17,0.6568999999999999,POINT (405611.93 7613296.17)
77,61078,405614.78,7613296.07,0.595,POINT (405614.78 7613296.07)
78,61079,405617.22,7613295.97,0.6347999999999999,POINT (405617.22 7613295.97)
79,61080,405618.44,7613295.93,0.531,POINT (405618.44 7613295.93)
80,61081,405619.66,7613295.88,0.5899,POINT (405619.66 7613295.88)
81,61082,405620.47,7613295.85,0.6688,POINT (405620.47 7613295.85)
82,61083,405622.1,7613295.79,0.6064,POINT (405622.1 7613295.79)
83,61084,405624.54,7613295.7,0.5635,POINT (405624.54 7613295.7)
84,61085,405625.76,7613295.65,0.6059,POINT (405625.76 7613295.65)
85,61086,405628.2,7613295.56,0.6709,POINT (405628.2 7613295.56)
86,61087,405631.05,7613295.45,0.609,POINT (405631.05 7613295.45)
87,61088,405633.08,7613295.38,0.7091,POINT (405633.08 7613295.38)
88,61089,405633.49,7613295.36,0.7684000000000001,POINT (405633.49 7613295.36)
89,61090,405635.11,7613295.3,0.7565000000000001,POINT (405635.11 7613295.3)
90,61091,405636.74,7613295.24,0.7137,POINT (405636.74 7613295.24)
91,61092,405638.0,7613296.31,0.6616,POINT (405638 7613296.31)
92,61093,405640.44,7613296.21,0.6136,POINT (405640.44 7613296.21)
93,61094,405642.07,7613296.15,0.6306,POINT (405642.07 7613296.15)
94,61095,405643.25,7613294.99,0.7111,POINT (405643.25 7613294.99)
95,61096,405645.28,7613294.92,0.6249,POINT (405645.28 7613294.92)
96,61097,405647.72,7613294.82,0.5135000000000001,POINT (405647.72 7613294.82)
97,61098,405648.98,7613295.89,0.7158,POINT (405648.98 7613295.89)
98,61099,405651.01,7613295.82,0.7373999999999999,POINT (405651.01 7613295.82)
99,61100,405653.45,7613295.72,0.6389,POINT (405653.45 7613295.72)
100,61101,405655.89,7613295.63,0.5961,POINT (405655.89 7613295.63)
101,61102,405656.67,7613294.49,0.6616,POINT (405656.67 7613294.49)
102,61103,405658.7,7613294.41,0.7044,POINT (405658.7 7613294.41)
103,61104,405661.55,7613294.3,0.7265999999999999,POINT (405661.55 7613294.3)
104,61105,405662.77,7613294.26,0.7333,POINT (405662.77 7613294.26)
105,61106,405663.99,7613294.21,0.7519,POINT (405663.99 7613294.21)
106,61107,405666.43,7613294.12,0.628,POINT (405666.43 7613294.12)
107,61108,405666.83,7613294.1,0.6895,POINT (405666.83 7613294.1)
108,61109,405668.91,7613295.14,0.6987000000000001,POINT (405668.91 7613295.14)
109,61110,405670.13,7613295.1,0.7034,POINT (405670.13 7613295.1)
110,61111,405672.53,7613293.89,0.7994,POINT (405672.53 7613293.89)
111,61112,405674.15,7613293.83,0.7818,POINT (405674.15 7613293.83)
112,61113,405675.37,7613293.78,0.7359,POINT (405675.37 7613293.78)
113,61114,405677.45,7613294.82,0.7204,POINT (405677.45 7613294.82)
114,61115,405681.11,7613294.68,0.6064,POINT (405681.11 7613294.68)
115,61116,405682.69,7613293.51,0.6528,POINT (405682.69 7613293.51)
116,61117,405684.36,7613294.56,0.6384000000000001,POINT (405684.36 7613294.56)
117,61118,405686.35,7613293.37,0.6322,POINT (405686.35 7613293.37)
118,61119,405689.2,7613293.26,0.6528,POINT (405689.2 7613293.26)
119,61120,405691.27,7613294.3,0.595,POINT (405691.27 7613294.3)
120,61121,405692.9,7613294.24,0.5398,POINT (405692.9 7613294.24)
121,61122,405695.75,7613294.13,0.6104999999999999,POINT (405695.75 7613294.13)
122,61123,405697.37,7613294.07,0.595,POINT (405697.37 7613294.07)
123,61124,405700.22,7613293.96,0.48100000000000004,POINT (405700.22 7613293.96)
124,61125,405701.4,7613292.8,0.5584,POINT (405701.4 7613292.8)
125,61126,405703.43,7613292.72,0.857,POINT (405703.43 7613292.72)
126,61127,405705.87,7613292.63,0.871,POINT (405705.87 7613292.63)
127,61128,405707.13,7613293.7,0.5481,POINT (405707.13 7613293.7)
128,61129,405708.76,7613293.64,0.5816,POINT (405708.76 7613293.64)
129,61130,405710.39,7613293.58,0.5155,POINT (405710.39 7613293.58)
130,61131,405712.01,7613293.52,0.6394,POINT (405712.01 7613293.52)
131,61132,405715.67,7613293.38,0.5718,POINT (405715.67 7613293.38)
132,61133,405717.3,7613293.32,0.5961,POINT (405717.3 7613293.32)
133,61134,405719.33,7613293.24,0.5847,POINT (405719.33 7613293.24)
134,61135,405720.56,7613293.19,0.6347999999999999,POINT (405720.56 7613293.19)
135,61136,405721.37,7613293.16,0.7282,POINT (405721.37 7613293.16)
136,61137,405724.22,7613293.06,0.7994,POINT (405724.22 7613293.06)
137,61138,405726.25,7613292.98,0.6064,POINT (405726.25 7613292.98)
138,61139,405728.69,7613292.89,0.7132,POINT (405728.69 7613292.89)
139,61140,405731.54,7613292.78,0.7292000000000001,POINT (405731.54 7613292.78)
140,61141,405732.76,7613292.73,0.5650999999999999,POINT (405732.76 7613292.73)
141,61142,405735.2,7613292.64,0.5428999999999999,POINT (405735.2 7613292.64)
142,61143,405737.23,7613292.57,0.88,POINT (405737.23 7613292.57)
143,61144,405738.86,7613292.5,1.043,POINT (405738.86 7613292.5)
144,61145,405740.48,7613292.44,0.924,POINT (405740.48 7613292.44)
145,61146,405743.33,7613292.34,0.9670000000000001,POINT (405743.33 7613292.34)
146,61147,405744.14,7613292.31,0.7792,POINT (405744.14 7613292.31)
147,61148,405746.58,7613292.21,0.6956,POINT (405746.58 7613292.21)
148,61149,405748.21,7613292.15,0.6028,POINT (405748.21 7613292.15)
149,61150,405749.88,7613293.21,0.6709,POINT (405749.88 7613293.21)
150,61151,405751.5,7613293.14,0.6827,POINT (405751.5 7613293.14)
151,61152,405753.17,7613294.2,0.7137,POINT (405753.17 7613294.2)
152,61153,405755.16,7613293.01,0.6470999999999999,POINT (405755.16 7613293.01)
153,61154,405758.42,7613292.88,0.7251000000000001,POINT (405758.42 7613292.88)
154,61155,405759.64,7613292.84,0.6487,POINT (405759.64 7613292.84)
155,61156,405761.26,7613292.78,0.7055,POINT (405761.26 7613292.78)
156,61157,405762.89,7613292.72,0.7823,POINT (405762.89 7613292.72)
157,61158,405765.74,7613292.61,0.6275,POINT (405765.74 7613292.61)
158,61159,405767.77,7613292.53,0.6642,POINT (405767.77 7613292.53)
159,61160,405768.14,7613291.4,0.6642,POINT (405768.14 7613291.4)
160,61161,405768.14,7613291.4,0.6642,POINT (405768.14 7613291.4)
161,61162,405769.8,7613292.45,0.7091,POINT (405769.8 7613292.45)
162,61163,405770.98,7613291.29,0.9570000000000001,POINT (405770.98 7613291.29)
163,61164,405773.06,7613292.33,0.815,POINT (405773.06 7613292.33)
164,61165,405775.5,7613292.24,0.7302,POINT (405775.5 7613292.24)
165,61166,405777.12,7613292.18,0.6575,POINT (405777.12 7613292.18)
166,61167,405779.56,7613292.09,0.7373999999999999,POINT (405779.56 7613292.09)
167,61168,405780.78,7613292.04,0.7694,POINT (405780.78 7613292.04)
168,61169,405783.22,7613291.95,0.8490000000000001,POINT (405783.22 7613291.95)
169,61170,405785.26,7613291.87,0.8240000000000001,POINT (405785.26 7613291.87)
170,61171,405786.84,7613290.7,0.7487999999999999,POINT (405786.84 7613290.7)
171,61172,405788.47,7613290.64,0.7333,POINT (405788.47 7613290.64)
172,61173,405790.5,7613290.56,0.7364,POINT (405790.5 7613290.56)
173,61174,405792.13,7613290.5,0.7669,POINT (405792.13 7613290.5)
174,61175,405794.57,7613290.41,0.6848000000000001,POINT (405794.57 7613290.41)
175,61176,405795.79,7613290.36,0.7029000000000001,POINT (405795.79 7613290.36)
176,61177,405797.01,7613290.31,0.6873999999999999,POINT (405797.01 7613290.31)
177,61178,405799.04,7613290.24,0.6507999999999999,POINT (405799.04 7613290.24)
178,61179,405801.08,7613290.16,0.6637000000000001,POINT (405801.08 7613290.16)
179,61180,405803.11,7613290.08,0.5424,POINT (405803.11 7613290.08)
180,61181,405805.55,7613289.99,0.7245,POINT (405805.55 7613289.99)
181,61182,405807.18,7613289.93,0.7447,POINT (405807.18 7613289.93)
182,61183,405809.17,7613288.74,0.7534000000000001,POINT (405809.17 7613288.74)
183,61184,405811.65,7613289.76,0.6053000000000001,POINT (405811.65 7613289.76)
184,61185,405814.09,7613289.67,0.5795,POINT (405814.09 7613289.67)
185,61186,405816.12,7613289.59,0.6265,POINT (405816.12 7613289.59)
186,61187,405818.93,7613288.37,0.6714,POINT (405818.93 7613288.37)
187,61188,405820.19,7613289.44,0.6255,POINT (405820.19 7613289.44)
188,61189,405822.63,7613289.35,0.5713,POINT (405822.63 7613289.35)
189,61190,405824.26,7613289.29,0.6224000000000001,POINT (405824.26 7613289.29)
190,61191,405827.87,7613288.04,0.7003,POINT (405827.87 7613288.04)
191,61192,405829.5,7613287.98,0.6394,POINT (405829.5 7613287.98)
192,61193,405832.35,7613287.87,0.6239,POINT (405832.35 7613287.87)
193,61194,405835.19,7613287.76,0.5527000000000001,POINT (405835.19 7613287.76)
194,61195,405837.27,7613288.8,0.5924,POINT (405837.27 7613288.8)
195,61196,405839.71,7613288.71,0.626,POINT (405839.71 7613288.71)
196,61197,405841.74,7613288.63,0.6074,POINT (405841.74 7613288.63)
197,61198,405843.78,7613288.55,0.6533,POINT (405843.78 7613288.55)
198,61199,405845.4,7613288.49,0.6435,POINT (405845.4 7613288.49)
199,61200,405848.25,7613288.39,0.594,POINT (405848.25 7613288.39)
200,61201,405849.88,7613288.32,0.6533,POINT (405849.88 7613288.32)
201,61202,405852.32,7613288.23,0.6002000000000001,POINT (405852.32 7613288.23)
202,61203,405855.16,7613288.13,0.5914,POINT (405855.16 7613288.13)
203,61204,405857.6,7613288.03,0.5888,POINT (405857.6 7613288.03)
204,61205,405859.23,7613287.97,0.6301,POINT (405859.23 7613287.97)
205,61206,405861.26,7613287.9,0.6126,POINT (405861.26 7613287.9)
206,61207,405863.7,7613287.8,0.6373,POINT (405863.7 7613287.8)
207,61208,405866.51,7613286.58,0.7581,POINT (405866.51 7613286.58)
208,61209,405868.54,7613286.51,0.7106,POINT (405868.54 7613286.51)
209,61210,405870.17,7613286.45,0.6544,POINT (405870.17 7613286.45)
210,61211,405872.2,7613286.37,0.6162,POINT (405872.2 7613286.37)
211,61212,405875.45,7613286.25,0.7116,POINT (405875.45 7613286.25)
212,61213,405877.89,7613286.15,0.6208,POINT (405877.89 7613286.15)
213,61214,405879.93,7613286.08,0.6698000000000001,POINT (405879.93 7613286.08)
214,61215,405881.96,7613286.0,0.6409,POINT (405881.96 7613286)
215,61216,405884.4,7613285.91,0.5893,POINT (405884.4 7613285.91)
216,61217,405886.07,7613286.96,0.5186,POINT (405886.07 7613286.96)
217,61218,405888.1,7613286.89,0.5924,POINT (405888.1 7613286.89)
218,61219,405890.54,7613286.79,0.6265,POINT (405890.54 7613286.79)
219,61220,405893.39,7613286.69,0.5837,POINT (405893.39 7613286.69)
220,61221,405895.83,7613286.6,0.7354,POINT (405895.83 7613286.6)
221,61222,405897.86,7613286.52,0.6987000000000001,POINT (405897.86 7613286.52)
222,61223,405899.9,7613286.44,0.691,POINT (405899.9 7613286.44)
223,61224,405902.34,7613286.35,0.6028,POINT (405902.34 7613286.35)
224,61225,405904.37,7613286.27,0.5640999999999999,POINT (405904.37 7613286.27)
225,61226,405906.81,7613286.18,0.6394,POINT (405906.81 7613286.18)
226,61227,405910.06,7613286.06,0.3901,POINT (405910.06 7613286.06)
227,61228,405912.1,7613285.98,0.5011,POINT (405912.1 7613285.98)
228,61229,405913.77,7613287.04,0.4211,POINT (405913.77 7613287.04)
229,61230,405915.76,7613285.85,0.5852,POINT (405915.76 7613285.85)
230,61231,405917.79,7613285.77,0.531,POINT (405917.79 7613285.77)
231,61232,405919.82,7613285.69,0.5336,POINT (405919.82 7613285.69)
232,61233,405922.67,7613285.59,0.6239,POINT (405922.67 7613285.59)
233,61234,405924.34,7613286.64,0.4815,POINT (405924.34 7613286.64)
234,61235,405926.78,7613286.55,0.6074,POINT (405926.78 7613286.55)
235,61236,405928.81,7613286.47,0.5254,POINT (405928.81 7613286.47)
236,61237,405930.8,7613285.28,0.5418999999999999,POINT (405930.8 7613285.28)
237,61238,405932.84,7613285.2,0.5119,POINT (405932.84 7613285.2)
238,61239,405935.68,7613285.1,0.5233,POINT (405935.68 7613285.1)
239,61240,405937.31,7613285.04,0.4547,POINT (405937.31 7613285.04)
240,61241,405939.34,7613284.96,0.4959,POINT (405939.34 7613284.96)
241,61242,405941.78,7613284.87,0.6311,POINT (405941.78 7613284.87)
242,61243,405944.63,7613284.76,0.5486,POINT (405944.63 7613284.76)
243,61244,405946.26,7613284.7,0.5888,POINT (405946.26 7613284.7)
244,61245,405948.29,7613284.62,0.546,POINT (405948.29 7613284.62)
245,61246,405951.54,7613284.5,0.547,POINT (405951.54 7613284.5)
246,61247,405953.58,7613284.42,0.547,POINT (405953.58 7613284.42)
247,61248,405956.42,7613284.32,0.5579,POINT (405956.42 7613284.32)
248,61249,405957.64,7613284.27,0.5352,POINT (405957.64 7613284.27)
249,61250,405960.08,7613284.18,0.5842,POINT (405960.08 7613284.18)
250,61251,405962.93,7613284.07,0.5192,POINT (405962.93 7613284.07)
251,61252,405965.37,7613283.98,0.6255,POINT (405965.37 7613283.98)
252,61253,405967.81,7613283.89,0.6317,POINT (405967.81 7613283.89)
253,61254,405969.4,7613282.71,0.6575,POINT (405969.4 7613282.71)
254,61255,405971.84,7613282.62,0.7595999999999999,POINT (405971.84 7613282.62)
255,61256,405973.46,7613282.56,0.7039,POINT (405973.46 7613282.56)
256,61257,405976.31,7613282.45,0.6296,POINT (405976.31 7613282.45)
257,61258,405978.38,7613283.49,0.5976,POINT (405978.38 7613283.49)
258,61259,405980.78,7613282.29,0.6208,POINT (405980.78 7613282.29)
259,61260,405982.41,7613282.22,0.7029000000000001,POINT (405982.41 7613282.22)
260,61261,405984.85,7613282.13,0.6523,POINT (405984.85 7613282.13)
261,61262,405987.29,7613282.04,0.6559,POINT (405987.29 7613282.04)
262,61263,405989.73,7613281.95,0.6296,POINT (405989.73 7613281.95)
263,61264,405991.76,7613281.87,0.4954,POINT (405991.76 7613281.87)
264,61265,405993.8,7613281.8,0.5413,POINT (405993.8 7613281.8)
265,61266,405995.02,7613281.75,0.5764,POINT (405995.02 7613281.75)
266,61267,405998.27,7613281.63,0.5971,POINT (405998.27 7613281.63)
267,61268,405999.49,7613281.58,0.61,POINT (405999.49 7613281.58)
268,61269,406001.52,7613281.51,0.5666,POINT (406001.52 7613281.51)
269,61270,406003.96,7613281.42,0.5882999999999999,POINT (406003.96 7613281.42)
270,61271,406005.63,7613282.47,0.5672,POINT (406005.63 7613282.47)
271,61272,406008.48,7613282.36,0.6141,POINT (406008.48 7613282.36)
272,61273,406010.1,7613282.3,0.628,POINT (406010.1 7613282.3)
273,61274,406012.14,7613282.22,0.4562,POINT (406012.14 7613282.22)
274,61275,406014.98,7613282.12,0.48560000000000003,POINT (406014.98 7613282.12)
275,61276,406017.42,7613282.03,0.6327,POINT (406017.42 7613282.03)
276,61277,406019.05,7613281.96,0.546,POINT (406019.05 7613281.96)
277,61278,406021.9,7613281.86,0.48869999999999997,POINT (406021.9 7613281.86)
278,61279,406023.93,7613281.78,0.5212,POINT (406023.93 7613281.78)
279,61280,406026.33,7613280.57,0.40049999999999997,POINT (406026.33 7613280.57)
280,61281,406029.22,7613281.58,0.45520000000000005,POINT (406029.22 7613281.58)
281,61282,406032.06,7613281.48,0.6336999999999999,POINT (406032.06 7613281.48)
282,61283,406032.88,7613281.44,0.6234000000000001,POINT (406032.88 7613281.44)
283,61284,406035.32,7613281.35,0.5682,POINT (406035.32 7613281.35)
284,61285,406038.53,7613280.12,0.6022,POINT (406038.53 7613280.12)
285,61286,406041.01,7613281.14,0.6162,POINT (406041.01 7613281.14)
286,61287,406043.45,7613281.05,0.6255,POINT (406043.45 7613281.05)
287,61288,406045.89,7613280.96,0.6332,POINT (406045.89 7613280.96)
288,61289,406047.11,7613280.91,0.578,POINT (406047.11 7613280.91)
289,61290,406049.15,7613280.83,0.5496,POINT (406049.15 7613280.83)
290,61291,406051.54,7613279.63,0.5733,POINT (406051.54 7613279.63)
291,61292,406054.8,7613279.51,0.5486,POINT (406054.8 7613279.51)
292,61293,406056.42,7613279.44,0.5842,POINT (406056.42 7613279.44)
293,61294,406057.69,7613280.51,0.6017,POINT (406057.69 7613280.51)
294,61295,406061.3,7613279.26,0.5599000000000001,POINT (406061.3 7613279.26)
295,61296,406062.48,7613278.1,0.5888,POINT (406062.48 7613278.1)
296,61297,406064.51,7613278.03,0.612,POINT (406064.51 7613278.03)
297,61298,406066.95,7613277.93,0.5254,POINT (406066.95 7613277.93)
298,61299,406069.8,7613277.83,0.5888,POINT (406069.8 7613277.83)
299,61300,406071.83,7613277.75,0.5073,POINT (406071.83 7613277.75)
300,61301,406073.46,7613277.69,0.6043,POINT (406073.46 7613277.69)
301,61302,406075.94,7613278.71,0.5677,POINT (406075.94 7613278.71)
302,61303,406077.57,7613278.65,0.5961,POINT (406077.57 7613278.65)
303,61304,406080.05,7613279.67,0.5919,POINT (406080.05 7613279.67)
304,61305,406082.49,7613279.58,0.6327,POINT (406082.49 7613279.58)
305,61306,406085.75,7613279.46,0.44789999999999996,POINT (406085.75 7613279.46)
306,61307,406087.37,7613279.4,0.6244,POINT (406087.37 7613279.4)
307,61308,406089.81,7613279.31,0.6456000000000001,POINT (406089.81 7613279.31)
308,61309,406091.85,7613279.23,0.5315,POINT (406091.85 7613279.23)
309,61310,406094.29,7613279.14,0.5428999999999999,POINT (406094.29 7613279.14)
310,61311,406096.32,7613279.06,0.5268999999999999,POINT (406096.32 7613279.06)
311,61312,406097.95,7613279.0,0.5785,POINT (406097.95 7613279)
312,61313,406099.57,7613278.94,0.5961,POINT (406099.57 7613278.94)
313,61314,406101.2,7613278.88,0.5971,POINT (406101.2 7613278.88)
314,61315,406104.05,7613278.77,0.5171,POINT (406104.05 7613278.77)
315,61316,406106.49,7613278.68,0.5697,POINT (406106.49 7613278.68)
316,61317,406109.33,7613278.57,0.5196999999999999,POINT (406109.33 7613278.57)
317,61318,406111.37,7613278.5,0.5383,POINT (406111.37 7613278.5)
318,61319,406113.81,7613278.41,0.5682,POINT (406113.81 7613278.41)
319,61320,406115.88,7613279.44,0.5744,POINT (406115.88 7613279.44)
320,61321,406118.73,7613279.34,0.6151,POINT (406118.73 7613279.34)
321,61322,406120.72,7613278.15,0.5481,POINT (406120.72 7613278.15)
322,61323,406122.75,7613278.07,0.5816,POINT (406122.75 7613278.07)
323,61324,406124.79,7613277.99,0.6759999999999999,POINT (406124.79 7613277.99)
324,61325,406126.41,7613277.93,0.6311,POINT (406126.41 7613277.93)
325,61326,406129.3,7613278.94,0.498,POINT (406129.3 7613278.94)
326,61327,406130.93,7613278.88,0.41340000000000005,POINT (406130.93 7613278.88)
327,61328,406133.37,7613278.79,0.578,POINT (406133.37 7613278.79)
328,61329,406134.99,7613278.73,0.644,POINT (406134.99 7613278.73)
329,61330,406137.03,7613278.65,0.45,POINT (406137.03 7613278.65)
330,61331,406139.83,7613277.43,0.6002000000000001,POINT (406139.83 7613277.43)
331,61332,406141.87,7613277.35,0.628,POINT (406141.87 7613277.35)
332,61333,406144.71,7613277.25,0.6807,POINT (406144.71 7613277.25)
333,61334,406147.56,7613277.14,0.6342,POINT (406147.56 7613277.14)
334,61335,406149.59,7613277.06,0.642,POINT (406149.59 7613277.06)
335,61336,406152.03,7613276.97,0.6518,POINT (406152.03 7613276.97)
336,61337,406154.47,7613276.88,0.674,POINT (406154.47 7613276.88)
337,61338,406156.14,7613277.93,0.5759000000000001,POINT (406156.14 7613277.93)
338,61339,406158.99,7613277.83,0.6518,POINT (406158.99 7613277.83)
339,61340,406161.83,7613277.72,0.6611,POINT (406161.83 7613277.72)
340,61341,406164.68,7613277.61,0.6616,POINT (406164.68 7613277.61)
341,61342,406165.9,7613277.57,0.6404000000000001,POINT (406165.9 7613277.57)
342,61343,406168.3,7613276.36,0.5666,POINT (406168.3 7613276.36)
343,61344,406169.93,7613276.3,0.6224000000000001,POINT (406169.93 7613276.3)
344,61345,406172.37,7613276.21,0.6193,POINT (406172.37 7613276.21)
345,61346,406175.17,7613274.99,0.6631,POINT (406175.17 7613274.99)
346,61347,406177.65,7613276.01,0.6167,POINT (406177.65 7613276.01)
347,61348,406179.69,7613275.94,0.5640999999999999,POINT (406179.69 7613275.94)
348,61349,406181.68,7613274.74,0.5558,POINT (406181.68 7613274.74)
349,61350,406183.75,7613275.78,0.4861,POINT (406183.75 7613275.78)
350,61351,406187.01,7613275.66,0.6528,POINT (406187.01 7613275.66)
351,61352,406188.19,7613274.5,0.7075,POINT (406188.19 7613274.5)
352,61353,406189.85,7613275.55,0.6379,POINT (406189.85 7613275.55)
353,61354,406191.89,7613275.48,0.5852,POINT (406191.89 7613275.48)
354,61355,406193.51,7613275.42,0.6718999999999999,POINT (406193.51 7613275.42)
355,61356,406197.17,7613275.28,0.5186,POINT (406197.17 7613275.28)
356,61357,406198.44,7613276.35,0.5635,POINT (406198.44 7613276.35)
357,61358,406200.88,7613276.26,0.6286,POINT (406200.88 7613276.26)
358,61359,406201.69,7613276.23,0.6342,POINT (406201.69 7613276.23)
359,61360,406203.72,7613276.15,0.5047,POINT (406203.72 7613276.15)
360,61361,406205.35,7613276.09,0.6322,POINT (406205.35 7613276.09)
361,61362,406207.38,7613276.01,0.61,POINT (406207.38 7613276.01)
362,61363,406209.86,7613277.04,0.6296,POINT (406209.86 7613277.04)
363,61364,406211.86,7613275.85,0.4547,POINT (406211.86 7613275.85)
364,61365,406215.11,7613275.72,0.579,POINT (406215.11 7613275.72)
365,61366,406216.74,7613275.66,0.6869,POINT (406216.74 7613275.66)
366,61367,406217.96,7613275.62,0.5733,POINT (406217.96 7613275.62)
367,61368,406219.99,7613275.54,0.627,POINT (406219.99 7613275.54)
368,61369,406222.02,7613275.46,0.6678000000000001,POINT (406222.02 7613275.46)
369,61370,406224.46,7613275.37,0.5744,POINT (406224.46 7613275.37)
