,Counter_,Latitude,Longitude,Depth_m,geometry
0,350159,68.622493,-149.294476,0.1672,POINT (-149.294476 68.62249300000001)
1,350160,68.62248100000001,-149.29446000000002,0.1938,POINT (-149.29446 68.62248100000001)
2,350161,68.622476,-149.294473,0.21280000000000002,POINT (-149.294473 68.62247600000001)
3,350162,68.622461,-149.294468,0.16949999999999998,POINT (-149.294468 68.622461)
4,350163,68.62245300000001,-149.29446299999998,0.2151,POINT (-149.294463 68.62245300000001)
5,350164,68.62244100000001,-149.29444099999998,0.2727,POINT (-149.294441 68.62244100000001)
6,350165,68.622423,-149.294408,0.25429999999999997,POINT (-149.294408 68.622423)
7,350166,68.622415,-149.294418,0.3799,POINT (-149.294418 68.622415)
8,350167,68.62241,-149.29442,0.2958,POINT (-149.29442 68.62241)
9,350168,68.622398,-149.29443600000002,0.3159,POINT (-149.294436 68.622398)
10,21287,68.61265,-149.301376,0.3801,POINT (-149.301376 68.61265)
11,22559,68.61753,-149.303786,0.40549999999999997,POINT (-149.303786 68.61753)
12,22560,68.61753,-149.303791,0.295,POINT (-149.303791 68.61753)
13,22561,68.61754,-149.303801,0.2632,POINT (-149.303801 68.61754000000001)
14,23108,68.613925,-149.316326,0.7089,POINT (-149.316326 68.61392499999999)
15,25009,68.622578,-149.287216,0.23079999999999998,POINT (-149.287216 68.622578)
16,25010,68.622566,-149.287205,0.2754,POINT (-149.287205 68.62256600000001)
17,25011,68.622546,-149.287201,0.3396,POINT (-149.287201 68.622546)
18,25012,68.622535,-149.287198,0.3519,POINT (-149.287198 68.622535)
19,25013,68.622518,-149.287195,0.3195,POINT (-149.287195 68.622518)
20,25014,68.622501,-149.287181,0.2749,POINT (-149.287181 68.622501)
21,25015,68.622486,-149.287175,0.17550000000000002,POINT (-149.287175 68.62248599999999)
22,25016,68.622476,-149.287183,0.2698,POINT (-149.287183 68.62247600000001)
23,25017,68.622458,-149.28718600000002,0.2325,POINT (-149.287186 68.62245799999999)
24,25018,68.622443,-149.28718,0.1845,POINT (-149.28718 68.622443)
25,25019,68.622415,-149.287198,0.1744,POINT (-149.287198 68.622415)
26,25020,68.622403,-149.287195,0.11359999999999999,POINT (-149.287195 68.62240300000001)
27,25021,68.62239,-149.287195,0.21960000000000002,POINT (-149.287195 68.62239)
28,25022,68.622373,-149.287198,0.2018,POINT (-149.287198 68.622373)
29,25023,68.622365,-149.28718500000002,0.1142,POINT (-149.287185 68.622365)
30,25024,68.622348,-149.287181,0.20010000000000003,POINT (-149.287181 68.622348)
31,25025,68.622333,-149.287196,0.1069,POINT (-149.287196 68.622333)
32,25026,68.622325,-149.287188,0.1482,POINT (-149.287188 68.622325)
33,25027,68.62230799999999,-149.287203,0.2793,POINT (-149.287203 68.62230799999999)
34,25028,68.62229599999999,-149.287215,0.28550000000000003,POINT (-149.287215 68.62229599999999)
35,25029,68.62227299999999,-149.287198,0.3864,POINT (-149.287198 68.62227299999999)
36,25030,68.62226,-149.28719099999998,0.3552,POINT (-149.287191 68.62226)
37,25031,68.62224599999999,-149.287178,0.40149999999999997,POINT (-149.287178 68.62224599999999)
38,25032,68.622235,-149.287171,0.3725,POINT (-149.287171 68.622235)
39,25033,68.62222,-149.28716,0.3697,POINT (-149.28716 68.62222)
40,25034,68.622203,-149.287155,0.3887,POINT (-149.287155 68.622203)
41,25035,68.622188,-149.287165,0.2961,POINT (-149.287165 68.62218799999999)
42,25036,68.62218100000001,-149.28715,0.2548,POINT (-149.28715 68.62218100000001)
43,25037,68.62217,-149.287148,0.3128,POINT (-149.287148 68.62217)
44,25038,68.62216,-149.287146,0.2693,POINT (-149.287146 68.62215999999999)
45,25039,68.62214300000001,-149.287133,0.2631,POINT (-149.287133 68.62214300000001)
46,25040,68.622123,-149.287138,0.2771,POINT (-149.287138 68.622123)
47,25041,68.622118,-149.28713100000002,0.2034,POINT (-149.287131 68.622118)
48,25042,68.62210999999999,-149.28714,0.13369999999999999,POINT (-149.28714 68.62210999999999)
49,25043,68.62210300000001,-149.287145,0.15039999999999998,POINT (-149.287145 68.62210300000001)
50,25044,68.622085,-149.287141,0.1945,POINT (-149.287141 68.622085)
51,25045,68.622058,-149.287156,0.141,POINT (-149.287156 68.622058)
52,25046,68.622046,-149.28716799999998,0.14429999999999998,POINT (-149.287168 68.622046)
53,25047,68.622033,-149.287178,0.17550000000000002,POINT (-149.287178 68.622033)
54,25048,68.622023,-149.287193,0.1845,POINT (-149.287193 68.622023)
55,25049,68.622006,-149.287216,0.3664,POINT (-149.287216 68.622006)
56,25050,68.621998,-149.287223,0.3357,POINT (-149.287223 68.621998)
57,25051,68.621995,-149.287228,0.2291,POINT (-149.287228 68.621995)
58,25052,68.62198000000001,-149.287258,0.4155,POINT (-149.287258 68.62198000000001)
59,25053,68.621965,-149.287256,0.4305,POINT (-149.287256 68.621965)
60,25054,68.621948,-149.28727800000001,0.4534,POINT (-149.287278 68.621948)
61,25055,68.621935,-149.287266,0.49920000000000003,POINT (-149.287266 68.62193499999999)
62,25056,68.621925,-149.28727800000001,0.6904999,POINT (-149.287278 68.621925)
63,25057,68.621911,-149.28728600000002,0.7875999,POINT (-149.287286 68.621911)
64,25058,68.6219,-149.28731100000002,0.6426000000000001,POINT (-149.287311 68.6219)
65,25059,68.621888,-149.287326,0.5907,POINT (-149.287326 68.621888)
66,25060,68.62188,-149.28733300000002,0.6638,POINT (-149.287333 68.62188)
67,25061,68.621861,-149.287353,0.7703,POINT (-149.287353 68.621861)
68,25062,68.62184599999999,-149.28735600000002,0.7391,POINT (-149.287356 68.62184599999999)
69,25063,68.621831,-149.287378,0.6843999000000001,POINT (-149.287378 68.621831)
70,25064,68.621826,-149.287368,0.6777,POINT (-149.287368 68.621826)
71,25065,68.62181600000001,-149.2874,0.33509999999999995,POINT (-149.2874 68.62181600000001)
72,25066,68.621808,-149.287413,0.218,POINT (-149.287413 68.621808)
73,25067,68.62179499999999,-149.28743500000002,0.1716,POINT (-149.287435 68.62179499999999)
74,25068,68.621783,-149.28743799999998,0.1711,POINT (-149.287438 68.62178299999999)
75,25069,68.621776,-149.287463,0.2838,POINT (-149.287463 68.621776)
76,25070,68.62176,-149.287488,0.2079,POINT (-149.287488 68.62175999999999)
77,25071,68.621746,-149.287505,0.20010000000000003,POINT (-149.287505 68.621746)
78,25072,68.621741,-149.28750300000002,0.20350000000000001,POINT (-149.287503 68.621741)
79,25073,68.621725,-149.287531,0.1744,POINT (-149.287531 68.621725)
80,25074,68.62171,-149.287541,0.2414,POINT (-149.287541 68.62170999999999)
81,25075,68.621696,-149.287556,0.20679999999999998,POINT (-149.287556 68.621696)
82,25076,68.621688,-149.287565,0.21350000000000002,POINT (-149.287565 68.62168800000001)
83,25077,68.621678,-149.287585,0.2007,POINT (-149.287585 68.621678)
84,25078,68.621666,-149.287596,0.3296,POINT (-149.287596 68.621666)
85,25079,68.621651,-149.28761599999999,0.1265,POINT (-149.287616 68.621651)
86,25080,68.621643,-149.287603,0.2403,POINT (-149.287603 68.62164300000001)
87,25081,68.621636,-149.287603,0.20739999999999997,POINT (-149.287603 68.621636)
88,25082,68.621615,-149.28761,0.2146,POINT (-149.28761 68.62161500000001)
89,25083,68.621601,-149.287605,0.31170000000000003,POINT (-149.287605 68.621601)
90,25084,68.621588,-149.287605,0.2966,POINT (-149.287605 68.621588)
91,25085,68.621576,-149.287585,0.3307,POINT (-149.287585 68.621576)
92,25086,68.62156800000001,-149.287601,0.1856,POINT (-149.287601 68.62156800000001)
93,25087,68.62155600000001,-149.287598,0.00035000000000000005,POINT (-149.287598 68.62155600000001)
94,25088,68.621553,-149.287583,0.3882,POINT (-149.287583 68.62155300000001)
95,25089,68.62154,-149.287573,0.00146,POINT (-149.287573 68.62154)
96,25090,68.621538,-149.287576,0.2107,POINT (-149.287576 68.621538)
97,25091,68.621516,-149.287548,0.1968,POINT (-149.287548 68.621516)
98,25092,68.6215,-149.287533,0.2113,POINT (-149.287533 68.6215)
99,25093,68.621491,-149.28753799999998,0.24480000000000002,POINT (-149.287538 68.62149100000001)
100,25094,68.62148,-149.28751499999998,0.2191,POINT (-149.287515 68.62148000000001)
101,25095,68.62146800000001,-149.28750300000002,0.1611,POINT (-149.287503 68.62146800000001)
102,25096,68.621453,-149.287521,0.1365,POINT (-149.287521 68.621453)
103,25097,68.621445,-149.2875,0.1332,POINT (-149.2875 68.62144499999999)
104,25098,68.621433,-149.287483,0.2593,POINT (-149.287483 68.621433)
105,25099,68.621421,-149.287468,0.33630000000000004,POINT (-149.287468 68.621421)
106,25100,68.621403,-149.287453,0.4635,POINT (-149.287453 68.621403)
107,25101,68.62139,-149.287443,0.4685,POINT (-149.287443 68.62139000000001)
108,25102,68.621383,-149.287428,0.3006,POINT (-149.287428 68.62138299999999)
109,25103,68.621375,-149.287401,0.228,POINT (-149.287401 68.621375)
110,25104,68.621356,-149.287381,0.1834,POINT (-149.287381 68.62135600000001)
111,25105,68.62134300000001,-149.28735600000002,0.21239999999999998,POINT (-149.287356 68.62134300000001)
112,25106,68.621336,-149.28734599999999,0.17559999999999998,POINT (-149.287346 68.621336)
113,25107,68.621328,-149.28733,0.0885,POINT (-149.28733 68.62132800000001)
114,25108,68.62132,-149.287328,0.00035000000000000005,POINT (-149.287328 68.62132)
115,25109,68.621315,-149.287326,0.2291,POINT (-149.287326 68.621315)
116,25110,68.621301,-149.28731100000002,0.1968,POINT (-149.287311 68.621301)
117,25111,68.621285,-149.287295,0.22690000000000002,POINT (-149.287295 68.621285)
118,25112,68.621268,-149.2873,0.1655,POINT (-149.2873 68.621268)
119,25113,68.621258,-149.287283,0.25370000000000004,POINT (-149.287283 68.621258)
120,25114,68.621245,-149.28725500000002,0.2397,POINT (-149.287255 68.621245)
121,25115,68.62123000000001,-149.287261,0.14880000000000002,POINT (-149.287261 68.62123000000001)
122,25116,68.621215,-149.287243,0.2704,POINT (-149.287243 68.62121500000001)
123,25117,68.621205,-149.287235,0.3887,POINT (-149.287235 68.621205)
124,25118,68.62118000000001,-149.287228,0.37979999999999997,POINT (-149.287228 68.62118000000001)
125,25119,68.621178,-149.287228,0.3028,POINT (-149.287228 68.621178)
126,25120,68.62117099999999,-149.287243,0.4769,POINT (-149.287243 68.62117099999999)
127,25121,68.621153,-149.287216,0.5405,POINT (-149.287216 68.62115300000001)
128,25122,68.621138,-149.28721000000002,0.47240000000000004,POINT (-149.28721 68.621138)
129,25123,68.621128,-149.28718999999998,0.4752,POINT (-149.28719 68.621128)
130,25124,68.62111800000001,-149.287181,0.5383,POINT (-149.287181 68.62111800000001)
131,25125,68.621103,-149.287161,0.5003,POINT (-149.287161 68.62110300000001)
132,25126,68.621095,-149.287148,0.6856,POINT (-149.287148 68.621095)
133,25127,68.621081,-149.287151,0.6968000000000001,POINT (-149.287151 68.621081)
134,25128,68.62106800000001,-149.28713100000002,0.8,POINT (-149.287131 68.62106800000001)
135,25129,68.621055,-149.28712,0.833,POINT (-149.28712 68.621055)
136,25130,68.621038,-149.28712,0.883,POINT (-149.28712 68.621038)
137,25131,68.621031,-149.28712,0.9229999999999999,POINT (-149.28712 68.621031)
138,25132,68.62100799999999,-149.2871,1.112,POINT (-149.2871 68.62100799999999)
139,25133,68.620991,-149.287101,1.177,POINT (-149.287101 68.620991)
140,25134,68.62097299999999,-149.287096,1.183,POINT (-149.287096 68.62097299999999)
141,25135,68.620968,-149.28714,1.056,POINT (-149.28714 68.620968)
142,25136,68.62094599999999,-149.287151,1.038,POINT (-149.287151 68.62094599999999)
143,25137,68.620936,-149.28716799999998,1.33,POINT (-149.287168 68.620936)
144,25138,68.62091,-149.28715,0.971,POINT (-149.28715 68.62090999999999)
145,25139,68.620896,-149.287136,0.6678000000000001,POINT (-149.287136 68.620896)
146,25140,68.620875,-149.28715,0.5255,POINT (-149.28715 68.620875)
147,25141,68.62087,-149.28717,0.4401,POINT (-149.28717 68.62087)
148,25142,68.620853,-149.287195,0.3921,POINT (-149.287195 68.620853)
149,25143,68.620835,-149.287211,0.4301,POINT (-149.287211 68.620835)
150,25144,68.620818,-149.287221,0.2872,POINT (-149.287221 68.620818)
151,25145,68.620801,-149.287226,0.4725,POINT (-149.287226 68.620801)
152,25146,68.62078000000001,-149.28725,0.6126,POINT (-149.28725 68.62078000000001)
153,25147,68.620761,-149.28726799999998,0.5919,POINT (-149.287268 68.620761)
154,25148,68.620743,-149.287281,0.5211,POINT (-149.287281 68.620743)
155,25149,68.62071800000001,-149.28732,0.3882,POINT (-149.28732 68.62071800000001)
156,25150,68.62070600000001,-149.287351,0.5981000000000001,POINT (-149.287351 68.62070600000001)
157,25151,68.620701,-149.28739299999998,0.4044,POINT (-149.287393 68.620701)
158,25152,68.62069,-149.287426,0.4139,POINT (-149.287426 68.62069)
159,25153,68.620676,-149.287473,0.27940000000000004,POINT (-149.287473 68.620676)
160,25154,68.62066,-149.287523,0.43450000000000005,POINT (-149.287523 68.62066)
161,25155,68.620651,-149.287551,0.5015,POINT (-149.287551 68.620651)
162,25156,68.620651,-149.287555,0.5082,POINT (-149.287555 68.620651)
163,25157,68.620638,-149.287575,0.4703,POINT (-149.287575 68.620638)
164,25158,68.62061800000001,-149.287603,0.1672,POINT (-149.287603 68.62061800000001)
165,25159,68.62060600000001,-149.287661,0.2091,POINT (-149.287661 68.62060600000001)
166,25160,68.620591,-149.287701,0.2336,POINT (-149.287701 68.620591)
167,25161,68.620573,-149.28773999999999,0.2504,POINT (-149.28774 68.62057299999999)
168,25162,68.62055600000001,-149.287758,0.2861,POINT (-149.287758 68.62055600000001)
169,25163,68.62053,-149.287766,0.20739999999999997,POINT (-149.287766 68.62053)
170,25164,68.620498,-149.287768,0.36979999999999996,POINT (-149.287768 68.620498)
171,25165,68.62048100000001,-149.28777,0.1365,POINT (-149.28777 68.62048100000001)
172,25166,68.620471,-149.287791,0.3436,POINT (-149.287791 68.62047099999999)
173,25167,68.620465,-149.287791,0.00035000000000000005,POINT (-149.287791 68.620465)
174,25168,68.620448,-149.287823,0.1164,POINT (-149.287823 68.620448)
175,25169,68.620435,-149.287826,0.00146,POINT (-149.287826 68.620435)
176,25170,68.620413,-149.287845,0.1789,POINT (-149.287845 68.620413)
177,25171,68.62039,-149.28785,0.25370000000000004,POINT (-149.28785 68.62039)
178,25172,68.620373,-149.287853,0.2169,POINT (-149.287853 68.620373)
179,25173,68.620356,-149.287868,0.1929,POINT (-149.287868 68.620356)
180,25174,68.620335,-149.28786599999998,0.2202,POINT (-149.287866 68.620335)
181,25175,68.620328,-149.28788799999998,0.15380000000000002,POINT (-149.287888 68.620328)
182,25176,68.620306,-149.28791299999997,0.1912,POINT (-149.287913 68.620306)
183,25177,68.6203,-149.287918,0.2158,POINT (-149.287918 68.6203)
184,25178,68.620271,-149.287928,0.4301,POINT (-149.287928 68.620271)
185,25179,68.620255,-149.287935,0.46520000000000006,POINT (-149.287935 68.620255)
186,25180,68.620233,-149.287945,0.6288,POINT (-149.287945 68.620233)
187,25181,68.620215,-149.287941,0.7570999999999999,POINT (-149.287941 68.620215)
188,25182,68.620193,-149.28798600000002,1.1540000000000001,POINT (-149.287986 68.620193)
189,25183,68.620176,-149.28796100000002,1.2,POINT (-149.287961 68.620176)
190,25184,68.620148,-149.28796499999999,1.47,POINT (-149.287965 68.620148)
191,25185,68.62014,-149.28798,1.65,POINT (-149.28798 68.62014000000001)
192,25186,68.620113,-149.288036,1.62,POINT (-149.288036 68.620113)
193,25187,68.620103,-149.288018,1.75,POINT (-149.288018 68.620103)
194,25188,68.62009499999999,-149.287991,1.3,POINT (-149.287991 68.62009499999999)
195,25189,68.62007,-149.288016,1.25,POINT (-149.288016 68.62007)
196,25190,68.620046,-149.287991,1.181,POINT (-149.287991 68.620046)
197,25191,68.620026,-149.287981,1.15,POINT (-149.287981 68.620026)
198,25192,68.62001,-149.28798799999998,1.083,POINT (-149.287988 68.62000999999999)
199,25193,68.619998,-149.288005,0.9109999999999999,POINT (-149.288005 68.619998)
200,25194,68.61999,-149.287996,0.8820001999999999,POINT (-149.287996 68.61999)
201,25195,68.619968,-149.287995,0.7264,POINT (-149.287995 68.619968)
202,25196,68.619956,-149.287996,0.5194,POINT (-149.287996 68.619956)
203,25197,68.619941,-149.28798600000002,0.3157,POINT (-149.287986 68.619941)
204,25198,68.619936,-149.288005,0.2202,POINT (-149.288005 68.619936)
205,25199,68.619928,-149.288011,0.0623,POINT (-149.288011 68.619928)
206,25200,68.619923,-149.288018,-0.00021,POINT (-149.288018 68.619923)
207,25201,68.619913,-149.28804499999998,0.00035000000000000005,POINT (-149.288045 68.619913)
208,25202,68.6199,-149.288061,-0.00021,POINT (-149.288061 68.6199)
209,25203,68.619895,-149.288096,-0.00077,POINT (-149.288096 68.619895)
210,25204,68.619876,-149.288106,-0.00021,POINT (-149.288106 68.619876)
211,25205,68.619855,-149.288106,-0.00021,POINT (-149.288106 68.619855)
212,25206,68.619843,-149.288118,0.00035000000000000005,POINT (-149.288118 68.619843)
213,25207,68.619825,-149.288128,-0.00077,POINT (-149.288128 68.61982500000001)
214,25208,68.61981,-149.288126,-0.00077,POINT (-149.288126 68.61981)
215,25209,68.61976999999999,-149.288108,0.1321,POINT (-149.288108 68.61976999999999)
216,25210,68.61976,-149.288101,0.1231,POINT (-149.288101 68.61976)
217,25211,68.619741,-149.288108,0.1265,POINT (-149.288108 68.619741)
218,25212,68.61972800000001,-149.288116,0.08460000000000001,POINT (-149.288116 68.61972800000001)
219,25213,68.619723,-149.28813,0.2526,POINT (-149.28813 68.61972299999999)
220,25214,68.61969599999999,-149.288148,0.2839,POINT (-149.288148 68.61969599999999)
221,25215,68.619675,-149.288148,0.11359999999999999,POINT (-149.288148 68.619675)
222,25216,68.619653,-149.288128,0.2615,POINT (-149.288128 68.619653)
223,25217,68.619646,-149.28813799999998,0.2576,POINT (-149.288138 68.619646)
224,25218,68.619641,-149.288135,0.10300000000000001,POINT (-149.288135 68.619641)
225,25219,68.619623,-149.28809099999998,0.1801,POINT (-149.288091 68.619623)
226,25220,68.619606,-149.288081,0.0818,POINT (-149.288081 68.619606)
227,25221,68.619591,-149.288065,0.1276,POINT (-149.288065 68.619591)
228,25222,68.61958100000001,-149.288041,0.2169,POINT (-149.288041 68.61958100000001)
229,26001,68.61690300000001,-149.298531,0.47859999999999997,POINT (-149.298531 68.61690300000001)
230,26002,68.6169,-149.298526,0.5462,POINT (-149.298526 68.6169)
231,26003,68.616883,-149.298523,0.5650999999999999,POINT (-149.298523 68.616883)
232,26004,68.616863,-149.298531,0.5171,POINT (-149.298531 68.616863)
233,26005,68.61684100000001,-149.298526,0.4982,POINT (-149.298526 68.61684100000001)
234,26006,68.616823,-149.298508,0.5774,POINT (-149.298508 68.616823)
235,26007,68.616805,-149.29851000000002,0.6232,POINT (-149.29851 68.616805)
236,26008,68.616796,-149.298501,0.5406,POINT (-149.298501 68.61679599999999)
237,26009,68.616776,-149.298498,0.6031,POINT (-149.298498 68.616776)
238,26010,68.61676,-149.2985,0.5600999999999999,POINT (-149.2985 68.61676)
239,26011,68.61675100000001,-149.298486,0.583,POINT (-149.298486 68.61675100000001)
240,26012,68.616733,-149.298483,0.6489,POINT (-149.298483 68.616733)
241,26013,68.61671,-149.298488,0.48700000000000004,POINT (-149.298488 68.61671)
242,26014,68.61669,-149.298493,0.5740999999999999,POINT (-149.298493 68.61669000000001)
243,26015,68.616665,-149.298488,0.42229999999999995,POINT (-149.298488 68.616665)
244,26016,68.616646,-149.2985,0.6254,POINT (-149.2985 68.616646)
245,26017,68.616636,-149.298486,0.6768000000000001,POINT (-149.298486 68.616636)
246,26018,68.616625,-149.298486,0.7347999000000001,POINT (-149.298486 68.616625)
247,26019,68.616621,-149.29849,0.6327,POINT (-149.29849 68.61662099999999)
248,26020,68.616603,-149.298485,0.6243,POINT (-149.298485 68.616603)
249,26021,68.616585,-149.29848,0.7593999000000001,POINT (-149.29848 68.616585)
250,26022,68.616576,-149.29847,0.8290000000000001,POINT (-149.29847 68.61657599999999)
251,26023,68.616558,-149.298478,0.8009999999999999,POINT (-149.298478 68.616558)
252,26024,68.61654,-149.298473,0.861,POINT (-149.298473 68.61654)
253,26025,68.61652,-149.298486,0.6131,POINT (-149.298486 68.61651999999999)
254,26026,68.616508,-149.298483,0.6896,POINT (-149.298483 68.616508)
255,26027,68.616491,-149.298478,0.7079999000000001,POINT (-149.298478 68.616491)
256,26028,68.61648100000001,-149.298483,0.5740999999999999,POINT (-149.298483 68.61648100000001)
257,26029,68.616463,-149.29847,0.6399,POINT (-149.29847 68.616463)
258,26030,68.616446,-149.29845,0.5105,POINT (-149.29845 68.616446)
259,26031,68.616431,-149.298458,0.5049,POINT (-149.298458 68.61643100000001)
260,26032,68.616421,-149.29845500000002,0.6673,POINT (-149.298455 68.616421)
261,26033,68.61641,-149.298463,0.5025999999999999,POINT (-149.298463 68.61641)
262,26034,68.616393,-149.29845500000002,0.5261,POINT (-149.298455 68.616393)
263,26035,68.616383,-149.298453,0.5115999999999999,POINT (-149.298453 68.616383)
264,26036,68.616361,-149.298448,0.5629,POINT (-149.298448 68.616361)
265,26037,68.616341,-149.298448,0.5674,POINT (-149.298448 68.61634100000001)
266,26038,68.616326,-149.298445,0.5836,POINT (-149.298445 68.616326)
267,26039,68.616315,-149.298426,0.6729,POINT (-149.298426 68.616315)
268,26040,68.616295,-149.298418,0.5607,POINT (-149.298418 68.61629499999999)
269,26041,68.616286,-149.298418,0.5958,POINT (-149.298418 68.616286)
270,26042,68.61627800000001,-149.298426,0.7382,POINT (-149.298426 68.61627800000001)
271,26043,68.616271,-149.298425,0.6811999,POINT (-149.298425 68.616271)
272,26044,68.61625,-149.298421,0.5518,POINT (-149.298421 68.61624999999999)
273,26045,68.61624,-149.298421,0.6756,POINT (-149.298421 68.61624)
274,26046,68.616228,-149.298425,0.5964,POINT (-149.298425 68.61622800000001)
275,26047,68.616218,-149.29842,0.6422,POINT (-149.29842 68.616218)
276,26048,68.616203,-149.298418,0.5328,POINT (-149.298418 68.616203)
277,26049,68.61619,-149.298416,0.6645,POINT (-149.298416 68.61619)
278,26050,68.616173,-149.298416,0.6901999999999999,POINT (-149.298416 68.616173)
279,26051,68.616153,-149.29841000000002,0.7103,POINT (-149.29841 68.616153)
280,26052,68.61614499999999,-149.298426,0.7570999999999999,POINT (-149.298426 68.61614499999999)
281,26053,68.61613299999999,-149.298421,0.5657,POINT (-149.298421 68.61613299999999)
282,26054,68.61611500000001,-149.29842,0.7097,POINT (-149.29842 68.61611500000001)
283,26055,68.61610300000001,-149.29841299999998,0.7236,POINT (-149.298413 68.61610300000001)
284,26056,68.616085,-149.298416,0.5808,POINT (-149.298416 68.616085)
285,26057,68.616076,-149.298426,0.6299,POINT (-149.298426 68.61607600000001)
286,26058,68.616066,-149.298408,0.5875,POINT (-149.298408 68.616066)
287,26059,68.616051,-149.298393,0.4825,POINT (-149.298393 68.616051)
288,26060,68.61604,-149.29838,0.5071,POINT (-149.29838 68.61604)
289,26061,68.61601800000001,-149.298381,0.4775,POINT (-149.298381 68.61601800000001)
290,26062,68.616001,-149.298421,0.6606000000000001,POINT (-149.298421 68.616001)
291,26063,68.615996,-149.298406,0.6544,POINT (-149.298406 68.615996)
292,26064,68.615981,-149.298398,0.6064,POINT (-149.298398 68.615981)
293,26065,68.615971,-149.298385,0.6087,POINT (-149.298385 68.615971)
294,26066,68.615948,-149.298393,0.573,POINT (-149.298393 68.615948)
295,26067,68.615935,-149.298388,0.6455,POINT (-149.298388 68.61593499999999)
296,26068,68.61591800000001,-149.29838,0.7114,POINT (-149.29838 68.61591800000001)
297,26069,68.61591,-149.29836799999998,0.7036,POINT (-149.298368 68.61591)
298,26070,68.61588499999999,-149.298356,0.7075,POINT (-149.298356 68.61588499999999)
299,26071,68.615876,-149.29834,0.669,POINT (-149.29834 68.615876)
300,27001,68.614228,-149.296933,0.5317000000000001,POINT (-149.296933 68.614228)
301,27002,68.614226,-149.296918,0.5650999999999999,POINT (-149.296918 68.614226)
302,27003,68.614216,-149.296861,0.45020000000000004,POINT (-149.296861 68.614216)
303,27004,68.6142,-149.296826,0.6455,POINT (-149.296826 68.6142)
304,27005,68.614191,-149.296831,0.6544,POINT (-149.296831 68.61419100000001)
305,27006,68.614175,-149.296768,0.5919,POINT (-149.296768 68.614175)
306,27007,68.614165,-149.296751,0.5785,POINT (-149.296751 68.614165)
307,27008,68.614135,-149.296761,0.5953,POINT (-149.296761 68.614135)
308,27009,68.614111,-149.29676,0.6059,POINT (-149.29676 68.61411099999999)
309,27010,68.61409,-149.29676,0.669,POINT (-149.29676 68.61409)
310,27011,68.614075,-149.29676,0.6059,POINT (-149.29676 68.614075)
311,27012,68.61405,-149.29675,0.6466,POINT (-149.29675 68.61405000000001)
312,27013,68.614035,-149.29673,0.66,POINT (-149.29673 68.614035)
313,27014,68.614021,-149.296741,0.6254,POINT (-149.296741 68.61402099999999)
314,27015,68.613985,-149.296743,0.6349,POINT (-149.296743 68.613985)
315,27016,68.613973,-149.296726,0.6489,POINT (-149.296726 68.613973)
316,27017,68.613938,-149.296731,0.6645,POINT (-149.296731 68.613938)
317,27018,68.613926,-149.296728,0.7058,POINT (-149.296728 68.61392600000001)
318,27019,68.613895,-149.29674,0.6031,POINT (-149.29674 68.613895)
319,27020,68.613876,-149.296736,0.7259,POINT (-149.296736 68.613876)
320,27021,68.613848,-149.296726,0.617,POINT (-149.296726 68.613848)
321,27022,68.613828,-149.296736,0.6539,POINT (-149.296736 68.613828)
322,27023,68.613801,-149.29673,0.6945999999999999,POINT (-149.29673 68.613801)
323,27024,68.613781,-149.296731,0.6232,POINT (-149.296731 68.613781)
324,27025,68.613773,-149.296726,0.7203,POINT (-149.296726 68.61377299999999)
325,27026,68.61374599999999,-149.296721,0.6126,POINT (-149.296721 68.61374599999999)
326,27027,68.613721,-149.296718,0.7058,POINT (-149.296718 68.613721)
327,27028,68.613708,-149.296716,0.6768000000000001,POINT (-149.296716 68.613708)
328,27029,68.61369499999999,-149.296703,0.6517000000000001,POINT (-149.296703 68.61369499999999)
329,27030,68.613683,-149.29671499999998,0.66,POINT (-149.296715 68.61368299999999)
330,27031,68.61367,-149.296703,0.7231000000000001,POINT (-149.296703 68.61367)
331,27032,68.61366,-149.296705,0.7036,POINT (-149.296705 68.61366)
332,27033,68.613638,-149.296695,0.5942000000000001,POINT (-149.296695 68.61363799999999)
333,27034,68.61363,-149.296693,0.631,POINT (-149.296693 68.61363)
334,27035,68.61361600000001,-149.29671100000002,0.5908,POINT (-149.296711 68.61361600000001)
335,27036,68.613606,-149.29671000000002,0.6645,POINT (-149.29671 68.613606)
336,27037,68.61359,-149.29671100000002,0.7181000000000001,POINT (-149.296711 68.61359)
337,27038,68.613576,-149.29673,0.6321,POINT (-149.29673 68.61357599999999)
338,27039,68.61355999999999,-149.296723,0.6489,POINT (-149.296723 68.61355999999999)
339,27040,68.613543,-149.296716,0.6344,POINT (-149.296716 68.61354300000001)
340,27041,68.613541,-149.296695,0.6734,POINT (-149.296695 68.613541)
341,27042,68.61353299999999,-149.296703,0.6846,POINT (-149.296703 68.61353299999999)
342,27043,68.613528,-149.29671000000002,0.6768000000000001,POINT (-149.29671 68.613528)
343,27044,68.613513,-149.29672,0.6617000000000001,POINT (-149.29672 68.613513)
344,27045,68.6135,-149.296726,0.6271,POINT (-149.296726 68.6135)
345,390155,68.61754499999999,-149.318003,0.3642,POINT (-149.318003 68.61754499999999)
346,390562,68.617535,-149.303795,0.2198,POINT (-149.303795 68.617535)
347,390626,68.617561,-149.300621,0.6277,POINT (-149.300621 68.61756099999999)
348,390852,68.616665,-149.308238,0.4832,POINT (-149.308238 68.616665)
349,391140,68.616651,-149.322791,0.5015999999999999,POINT (-149.322791 68.616651)
