,UTM_E,UTM_N,Depth_m,geometry
3691,406388,7612870.0,0.7787000000000001,POINT (406388 7612870)
3692,406390,7612870.0,0.7437999999999999,POINT (406390 7612870)
3693,406392,7612870.0,0.6252,POINT (406392 7612870)
3694,406393,7612870.0,0.5611,POINT (406393 7612870)
3695,406395,7612870.0,0.5948,POINT (406395 7612870)
3696,406397,7612870.0,0.5117,POINT (406397 7612870)
3697,406399,7612870.0,0.5318999999999999,POINT (406399 7612870)
3698,406401,7612870.0,0.6679,POINT (406401 7612870)
3699,406403,7612870.0,0.6842,POINT (406403 7612870)
3700,406405,7612870.0,0.6207,POINT (406405 7612870)
3701,406406,7612870.0,0.5364,POINT (406406 7612870)
3702,406409,7612870.0,0.49200000000000005,POINT (406409 7612870)
3703,406410,7612870.0,0.5307999999999999,POINT (406410 7612870)
3704,406411,7612870.0,0.4824,POINT (406411 7612870)
3705,406414,7612870.0,0.7354,POINT (406414 7612870)
3706,406416,7612870.0,0.6572,POINT (406416 7612870)
3707,406418,7612870.0,0.687,POINT (406418 7612870)
3708,406419,7612870.0,0.5937,POINT (406419 7612870)
3709,406421,7612860.0,0.5212,POINT (406421 7612860)
3710,406422,7612860.0,0.6437,POINT (406422 7612860)
3711,406425,7612860.0,0.7173999999999999,POINT (406425 7612860)
3712,406426,7612860.0,0.6229,POINT (406426 7612860)
3713,406429,7612860.0,0.6751999999999999,POINT (406429 7612860)
3714,406430,7612860.0,0.7359,POINT (406430 7612860)
3715,406432,7612860.0,0.6983,POINT (406432 7612860)
3716,406435,7612860.0,0.7983,POINT (406435 7612860)
3717,406436,7612860.0,0.7663,POINT (406436 7612860)
3718,406438,7612860.0,0.7365,POINT (406438 7612860)
3719,406439,7612860.0,0.6988,POINT (406439 7612860)
3720,406442,7612860.0,0.6762999999999999,POINT (406442 7612860)
3721,406443,7612860.0,0.6938,POINT (406443 7612860)
3722,406445,7612860.0,0.7898999999999999,POINT (406445 7612860)
3723,406447,7612860.0,0.6196,POINT (406447 7612860)
3724,406448,7612860.0,0.6420999999999999,POINT (406448 7612860)
3725,406451,7612860.0,0.696,POINT (406451 7612860)
3726,406453,7612860.0,0.6359,POINT (406453 7612860)
3727,406454,7612860.0,0.7073,POINT (406454 7612860)
3728,406455,7612860.0,0.7061,POINT (406455 7612860)
3729,406464,7613070.0,0.34409999999999996,POINT (406464 7613070)
3730,406464,7613070.0,0.815,POINT (406464 7613070)
3731,406462,7613070.0,0.804,POINT (406462 7613070)
3732,406460,7613070.0,0.6797,POINT (406460 7613070)
3733,406457,7613070.0,0.8759999999999999,POINT (406457 7613070)
3734,406456,7613070.0,0.867,POINT (406456 7613070)
3735,406454,7613060.0,1.022,POINT (406454 7613060)
3736,406452,7613060.0,0.9259999999999999,POINT (406452 7613060)
3737,406450,7613060.0,0.7652,POINT (406450 7613060)
3738,406448,7613060.0,0.7275,POINT (406448 7613060)
3739,406447,7613060.0,0.6342,POINT (406447 7613060)
3740,406444,7613060.0,0.669,POINT (406444 7613060)
3741,406443,7613060.0,0.833,POINT (406443 7613060)
3742,406441,7613060.0,0.93,POINT (406441 7613060)
3743,406439,7613060.0,0.866,POINT (406439 7613060)
3744,406437,7613060.0,0.75,POINT (406437 7613060)
3745,406435,7613060.0,0.8590000000000001,POINT (406435 7613060)
3746,406433,7613060.0,0.852,POINT (406433 7613060)
3747,406431,7613060.0,0.8420000000000001,POINT (406431 7613060)
3748,406429,7613060.0,0.8390000000000001,POINT (406429 7613060)
3749,406427,7613060.0,0.903,POINT (406427 7613060)
3750,406425,7613060.0,0.92,POINT (406425 7613060)
3751,406424,7613060.0,0.9259999999999999,POINT (406424 7613060)
3752,406421,7613060.0,0.975,POINT (406421 7613060)
3753,406419,7613050.0,0.983,POINT (406419 7613050)
3754,406418,7613050.0,0.945,POINT (406418 7613050)
3755,406415,7613050.0,0.9279999999999999,POINT (406415 7613050)
3756,406413,7613050.0,0.973,POINT (406413 7613050)
3757,406411,7613050.0,1.005,POINT (406411 7613050)
3758,406409,7613050.0,0.9329999999999999,POINT (406409 7613050)
3759,406408,7613050.0,0.888,POINT (406408 7613050)
3760,406406,7613050.0,0.862,POINT (406406 7613050)
3761,406403,7613050.0,0.8690000000000001,POINT (406403 7613050)
3762,406402,7613050.0,0.852,POINT (406402 7613050)
3763,406399,7613050.0,0.7814,POINT (406399 7613050)
3764,406397,7613050.0,0.6359,POINT (406397 7613050)
3765,406396,7613050.0,0.7426999999999999,POINT (406396 7613050)
3766,406394,7613050.0,0.6893,POINT (406394 7613050)
3767,406392,7613050.0,0.9109999999999999,POINT (406392 7613050)
3768,406390,7613050.0,0.7106,POINT (406390 7613050)
3769,406389,7613050.0,0.696,POINT (406389 7613050)
3770,406385,7613050.0,0.7578,POINT (406385 7613050)
3771,406384,7613050.0,0.7629,POINT (406384 7613050)
3772,406382,7613050.0,0.596,POINT (406382 7613050)
3773,406381,7613050.0,0.5566,POINT (406381 7613050)
3774,406378,7613050.0,0.5357999999999999,POINT (406378 7613050)
3775,406376,7613050.0,0.6286,POINT (406376 7613050)
3776,406373,7613050.0,0.6498999999999999,POINT (406373 7613050)
3777,406372,7613050.0,0.5397,POINT (406372 7613050)
3778,406369,7613040.0,0.6397999999999999,POINT (406369 7613040)
3779,406367,7613050.0,0.6505,POINT (406367 7613050)
3780,406365,7613040.0,0.6386,POINT (406365 7613040)
3781,406364,7613040.0,0.6415000000000001,POINT (406364 7613040)
3782,406361,7613040.0,0.5616,POINT (406361 7613040)
3783,406359,7613040.0,0.6089,POINT (406359 7613040)
3784,406357,7613040.0,0.542,POINT (406357 7613040)
3785,406355,7613040.0,0.5390999999999999,POINT (406355 7613040)
3786,406352,7613040.0,0.6093999999999999,POINT (406352 7613040)
3787,406349,7613040.0,0.7342,POINT (406349 7613040)
3788,406347,7613040.0,0.6509999999999999,POINT (406347 7613040)
3789,406344,7613040.0,0.6881,POINT (406344 7613040)
3790,406342,7613040.0,0.7145,POINT (406342 7613040)
3791,406340,7613040.0,0.5262,POINT (406340 7613040)
3792,406338,7613040.0,0.5678,POINT (406338 7613040)
3793,406336,7613040.0,0.6892,POINT (406336 7613040)
3794,406334,7613040.0,0.845,POINT (406334 7613040)
3795,406331,7613040.0,0.6201,POINT (406331 7613040)
3796,406329,7613040.0,0.6656,POINT (406329 7613040)
3797,406327,7613040.0,0.7038,POINT (406327 7613040)
3798,406324,7613040.0,0.6869,POINT (406324 7613040)
3799,406321,7613040.0,0.6167,POINT (406321 7613040)
3800,406320,7613040.0,0.4975,POINT (406320 7613040)
3801,406318,7613040.0,0.5761999999999999,POINT (406318 7613040)
3802,406315,7613040.0,0.6369,POINT (406315 7613040)
3803,406314,7613040.0,0.6459,POINT (406314 7613040)
3804,406312,7613040.0,0.6678000000000001,POINT (406312 7613040)
3805,406311,7613040.0,0.6206,POINT (406311 7613040)
3806,406310,7613040.0,0.6779000000000001,POINT (406310 7613040)
3807,406308,7613050.0,0.5532,POINT (406308 7613050)
3808,406305,7613050.0,0.5722999999999999,POINT (406305 7613050)
3809,406304,7613050.0,0.5487,POINT (406304 7613050)
3810,406302,7613050.0,0.5734,POINT (406302 7613050)
3811,406300,7613050.0,0.46270000000000006,POINT (406300 7613050)
3812,406297,7613050.0,0.4621,POINT (406297 7613050)
3813,406296,7613050.0,0.5217,POINT (406296 7613050)
3814,406295,7613060.0,0.5385,POINT (406295 7613060)
3815,406293,7613060.0,0.5981000000000001,POINT (406293 7613060)
3816,406291,7613060.0,0.5846,POINT (406291 7613060)
3817,406289,7613060.0,0.452,POINT (406289 7613060)
3818,406287,7613060.0,0.6268,POINT (406287 7613060)
3819,406286,7613060.0,0.6375,POINT (406286 7613060)
3820,406283,7613060.0,0.5251,POINT (406283 7613060)
3821,406282,7613070.0,0.5161,POINT (406282 7613070)
3822,406280,7613070.0,0.5115999999999999,POINT (406280 7613070)
3823,406278,7613070.0,0.6049,POINT (406278 7613070)
3824,406276,7613070.0,0.6088,POINT (406276 7613070)
3825,406274,7613070.0,0.5043,POINT (406274 7613070)
3826,406274,7613070.0,0.5869,POINT (406274 7613070)
3827,406271,7613070.0,0.4778,POINT (406271 7613070)
3828,406272,7613070.0,0.534,POINT (406272 7613070)
3829,406273,7613070.0,0.5532,POINT (406273 7613070)
3830,406270,7613070.0,0.5633,POINT (406270 7613070)
3831,406269,7613070.0,0.5616,POINT (406269 7613070)
3832,406265,7613070.0,0.6285000000000001,POINT (406265 7613070)
3833,406264,7613070.0,0.6858,POINT (406264 7613070)
3834,406261,7613070.0,0.5784,POINT (406261 7613070)
3835,406259,7613070.0,0.5891,POINT (406259 7613070)
3836,406257,7613070.0,0.5936,POINT (406257 7613070)
3837,406256,7613070.0,0.5772999999999999,POINT (406256 7613070)
3838,406253,7613070.0,0.5745,POINT (406253 7613070)
3839,406252,7613070.0,0.5678,POINT (406252 7613070)
3840,406249,7613070.0,0.6037,POINT (406249 7613070)
3841,406248,7613070.0,0.5402,POINT (406248 7613070)
3842,406245,7613070.0,0.5307,POINT (406245 7613070)
3843,406243,7613070.0,0.6088,POINT (406243 7613070)
3844,406241,7613070.0,0.49920000000000003,POINT (406241 7613070)
3845,406240,7613070.0,0.5379999999999999,POINT (406240 7613070)
3846,406238,7613070.0,0.5565,POINT (406238 7613070)
3847,406236,7613070.0,0.5509000000000001,POINT (406236 7613070)
3848,406234,7613070.0,0.552,POINT (406234 7613070)
3849,406231,7613070.0,0.5335,POINT (406231 7613070)
3850,406230,7613070.0,0.6318,POINT (406230 7613070)
3851,406228,7613070.0,0.5531,POINT (406228 7613070)
3852,406226,7613070.0,0.5857,POINT (406226 7613070)
3853,406224,7613070.0,0.5638000000000001,POINT (406224 7613070)
3854,406222,7613070.0,0.5908,POINT (406222 7613070)
3855,406221,7613070.0,0.6745,POINT (406221 7613070)
3856,406218,7613070.0,0.7161,POINT (406218 7613070)
3857,406216,7613070.0,0.5829,POINT (406216 7613070)
3858,406214,7613070.0,0.738,POINT (406214 7613070)
3859,406212,7613070.0,0.6127,POINT (406212 7613070)
3860,406210,7613070.0,0.6993,POINT (406210 7613070)
3861,406208,7613070.0,0.679,POINT (406208 7613070)
3862,406206,7613070.0,0.6633,POINT (406206 7613070)
3863,406204,7613080.0,0.7031999999999999,POINT (406204 7613080)
3864,406202,7613080.0,0.6004,POINT (406202 7613080)
3865,406200,7613070.0,0.6307,POINT (406200 7613070)
3866,406199,7613070.0,0.6077,POINT (406199 7613070)
3867,406196,7613070.0,0.5908,POINT (406196 7613070)
3868,406194,7613070.0,0.6717,POINT (406194 7613070)
3869,406192,7613070.0,0.6779000000000001,POINT (406192 7613070)
3870,406190,7613070.0,0.6442,POINT (406190 7613070)
3871,406188,7613070.0,0.6672,POINT (406188 7613070)
3872,406185,7613070.0,0.7071,POINT (406185 7613070)
3873,406184,7613070.0,0.647,POINT (406184 7613070)
3874,406182,7613070.0,0.6796,POINT (406182 7613070)
3875,406180,7613070.0,0.6812999999999999,POINT (406180 7613070)
3876,406178,7613080.0,0.6032,POINT (406178 7613080)
3877,406177,7613080.0,0.6386,POINT (406177 7613080)
3878,406175,7613080.0,0.6324000000000001,POINT (406175 7613080)
3879,406172,7613080.0,0.6133,POINT (406172 7613080)
3880,406171,7613070.0,0.6504000000000001,POINT (406171 7613070)
3881,406169,7613080.0,0.5914,POINT (406169 7613080)
3882,406167,7613080.0,0.624,POINT (406167 7613080)
3883,406164,7613080.0,0.6965,POINT (406164 7613080)
3884,406162,7613080.0,0.6453,POINT (406162 7613080)
3885,406161,7613080.0,0.5633,POINT (406161 7613080)
3886,406158,7613080.0,0.6779000000000001,POINT (406158 7613080)
3887,406157,7613080.0,0.5925,POINT (406157 7613080)
3888,406155,7613080.0,0.6639,POINT (406155 7613080)
3889,406153,7613080.0,0.6301,POINT (406153 7613080)
3890,406151,7613080.0,0.6639,POINT (406151 7613080)
3891,406149,7613080.0,0.6959000000000001,POINT (406149 7613080)
3892,406147,7613080.0,0.6374,POINT (406147 7613080)
3893,406146,7613080.0,0.6598999999999999,POINT (406146 7613080)
3894,406145,7613080.0,0.7437,POINT (406145 7613080)
3895,406141,7613080.0,0.7143999999999999,POINT (406141 7613080)
3896,406140,7613080.0,0.6812999999999999,POINT (406140 7613080)
3897,406138,7613080.0,0.6487,POINT (406138 7613080)
3898,406137,7613080.0,0.6285000000000001,POINT (406137 7613080)
3899,406136,7613080.0,0.6520999999999999,POINT (406136 7613080)
3900,406133,7613080.0,0.7195,POINT (406133 7613080)
3901,406131,7613080.0,0.6667000000000001,POINT (406131 7613080)
3902,406129,7613080.0,0.5138,POINT (406129 7613080)
3903,406128,7613080.0,0.5661,POINT (406128 7613080)
3904,406124,7613080.0,0.7195,POINT (406124 7613080)
3905,406123,7613080.0,0.6655,POINT (406123 7613080)
3906,406121,7613080.0,0.6487,POINT (406121 7613080)
3907,406120,7613080.0,0.7071,POINT (406120 7613080)
3908,406118,7613080.0,0.7049,POINT (406118 7613080)
3909,406116,7613080.0,0.7774,POINT (406116 7613080)
3910,406115,7613080.0,0.7229000000000001,POINT (406115 7613080)
3911,406112,7613080.0,0.579,POINT (406112 7613080)
3912,406111,7613080.0,0.6543000000000001,POINT (406111 7613080)
3913,406108,7613080.0,0.6262,POINT (406108 7613080)
3914,406107,7613080.0,0.7049,POINT (406107 7613080)
3915,406105,7613080.0,0.6346,POINT (406105 7613080)
3916,406102,7613080.0,0.7066,POINT (406102 7613080)
3917,406101,7613080.0,0.6015,POINT (406101 7613080)
3918,406099,7613080.0,0.5801,POINT (406099 7613080)
3919,406097,7613080.0,0.6847,POINT (406097 7613080)
3920,406095,7613080.0,0.5301,POINT (406095 7613080)
3921,406093,7613080.0,0.6082,POINT (406093 7613080)
3922,406091,7613080.0,0.5554,POINT (406091 7613080)
3923,406089,7613080.0,0.6543000000000001,POINT (406089 7613080)
3924,406088,7613080.0,0.5324,POINT (406088 7613080)
3925,406085,7613080.0,0.6476000000000001,POINT (406085 7613080)
3926,406084,7613080.0,0.7487,POINT (406084 7613080)
3927,406081,7613080.0,0.6875,POINT (406081 7613080)
3928,406081,7613080.0,0.67,POINT (406081 7613080)
3929,406079,7613080.0,0.6122,POINT (406079 7613080)
3930,406077,7613080.0,0.6559999999999999,POINT (406077 7613080)
3931,406076,7613080.0,0.6172,POINT (406076 7613080)
3932,406074,7613080.0,0.6577,POINT (406074 7613080)
3933,406072,7613080.0,0.7347,POINT (406072 7613080)
3934,406070,7613080.0,0.6408,POINT (406070 7613080)
3935,406068,7613080.0,0.679,POINT (406068 7613080)
3936,406066,7613080.0,0.6734,POINT (406066 7613080)
3937,406064,7613080.0,0.6768000000000001,POINT (406064 7613080)
3938,406062,7613080.0,0.6211,POINT (406062 7613080)
3939,406060,7613080.0,0.6228,POINT (406060 7613080)
3940,406059,7613080.0,0.6138,POINT (406059 7613080)
3941,406057,7613080.0,0.606,POINT (406057 7613080)
3942,406055,7613080.0,0.5998,POINT (406055 7613080)
3943,406053,7613080.0,0.46149999999999997,POINT (406053 7613080)
3944,406052,7613080.0,0.5515,POINT (406052 7613080)
3945,406049,7613080.0,0.5857,POINT (406049 7613080)
3946,406047,7613080.0,0.597,POINT (406047 7613080)
3947,406043,7613080.0,0.5666,POINT (406043 7613080)
3948,406040,7613080.0,0.679,POINT (406040 7613080)
3949,406038,7613080.0,0.5429999999999999,POINT (406038 7613080)
3950,406036,7613080.0,0.5429999999999999,POINT (406036 7613080)
3951,406035,7613080.0,0.6161,POINT (406035 7613080)
3952,406032,7613080.0,0.5829,POINT (406032 7613080)
3953,406031,7613080.0,0.5234000000000001,POINT (406031 7613080)
3954,406029,7613080.0,0.5689,POINT (406029 7613080)
3955,406027,7613080.0,0.6138,POINT (406027 7613080)
3956,406025,7613080.0,0.5144,POINT (406025 7613080)
3957,406023,7613080.0,0.5811999999999999,POINT (406023 7613080)
3958,406021,7613080.0,0.5429999999999999,POINT (406021 7613080)
3959,406020,7613080.0,0.5475,POINT (406020 7613080)
3960,406017,7613080.0,0.5925,POINT (406017 7613080)
3961,406016,7613080.0,0.5262,POINT (406016 7613080)
3962,406014,7613080.0,0.4885,POINT (406014 7613080)
3963,406012,7613080.0,0.5588000000000001,POINT (406012 7613080)
3964,406010,7613080.0,0.475,POINT (406010 7613080)
3965,406008,7613080.0,0.5086999999999999,POINT (406008 7613080)
3966,406006,7613080.0,0.5722999999999999,POINT (406006 7613080)
3967,406004,7613080.0,0.5385,POINT (406004 7613080)
3968,406002,7613080.0,0.5093,POINT (406002 7613080)
3969,405999,7613080.0,0.47609999999999997,POINT (405999 7613080)
3970,405998,7613080.0,0.5093,POINT (405998 7613080)
3971,405996,7613080.0,0.43229999999999996,POINT (405996 7613080)
3972,405994,7613080.0,0.5093,POINT (405994 7613080)
3973,405993,7613080.0,0.44299999999999995,POINT (405993 7613080)
3974,405991,7613080.0,0.4407,POINT (405991 7613080)
3975,405989,7613080.0,0.42950000000000005,POINT (405989 7613080)
3976,405988,7613080.0,0.4924,POINT (405988 7613080)
3977,405986,7613080.0,0.4391,POINT (405986 7613080)
3978,405985,7613080.0,0.48119999999999996,POINT (405985 7613080)
3979,405982,7613080.0,0.5644,POINT (405982 7613080)
3980,405981,7613080.0,0.5644,POINT (405981 7613080)
3981,405979,7613080.0,0.5025999999999999,POINT (405979 7613080)
3982,405978,7613080.0,0.4868,POINT (405978 7613080)
3983,405976,7613080.0,0.5486,POINT (405976 7613080)
3984,405974,7613080.0,0.5543,POINT (405974 7613080)
3985,405972,7613080.0,0.5301,POINT (405972 7613080)
3986,405971,7613080.0,0.5059,POINT (405971 7613080)
3987,405969,7613080.0,0.5138,POINT (405969 7613080)
3988,405967,7613080.0,0.5093,POINT (405967 7613080)
3989,405964,7613080.0,0.4885,POINT (405964 7613080)
3990,405963,7613080.0,0.5638000000000001,POINT (405963 7613080)
3991,405961,7613080.0,0.5481,POINT (405961 7613080)
3992,405958,7613080.0,0.602,POINT (405958 7613080)
3993,405957,7613080.0,0.4818,POINT (405957 7613080)
3994,405954,7613080.0,0.40979999999999994,POINT (405954 7613080)
3995,405954,7613080.0,0.4767,POINT (405954 7613080)
3996,405952,7613080.0,0.4542,POINT (405952 7613080)
3997,405950,7613080.0,0.6082,POINT (405950 7613080)
3998,405948,7613080.0,0.6217,POINT (405948 7613080)
3999,405946,7613080.0,0.5402,POINT (405946 7613080)
4000,405944,7613080.0,0.6032,POINT (405944 7613080)
4001,405942,7613080.0,0.6611,POINT (405942 7613080)
4002,405940,7613080.0,0.6509,POINT (405940 7613080)
4003,405938,7613080.0,0.7774,POINT (405938 7613080)
4004,405937,7613090.0,0.7622,POINT (405937 7613090)
4005,405935,7613080.0,0.6178,POINT (405935 7613080)
4006,405932,7613080.0,0.7217,POINT (405932 7613080)
4007,405931,7613080.0,0.7493000000000001,POINT (405931 7613080)
4008,405929,7613080.0,0.7498,POINT (405929 7613080)
4009,405927,7613080.0,0.6981,POINT (405927 7613080)
4010,405925,7613080.0,0.6936,POINT (405925 7613080)
4011,405923,7613080.0,0.76,POINT (405923 7613080)
4012,405923,7613080.0,0.6858,POINT (405923 7613080)
4013,405920,7613080.0,0.6481,POINT (405920 7613080)
4014,405919,7613090.0,0.6358,POINT (405919 7613090)
4015,405917,7613090.0,0.6217,POINT (405917 7613090)
4016,405914,7613090.0,0.561,POINT (405914 7613090)
4017,405913,7613090.0,0.6436,POINT (405913 7613090)
4018,405911,7613090.0,0.6318,POINT (405911 7613090)
4019,405909,7613090.0,0.6037,POINT (405909 7613090)
4020,405907,7613090.0,0.6453,POINT (405907 7613090)
4021,405905,7613090.0,0.7021,POINT (405905 7613090)
4022,405904,7613090.0,0.6543000000000001,POINT (405904 7613090)
4023,405902,7613090.0,0.5959,POINT (405902 7613090)
4024,405900,7613090.0,0.6049,POINT (405900 7613090)
4025,405899,7613090.0,0.6172,POINT (405899 7613090)
4026,405897,7613090.0,0.6862999999999999,POINT (405897 7613090)
4027,405895,7613090.0,0.7128,POINT (405895 7613090)
4028,405893,7613090.0,0.6812999999999999,POINT (405893 7613090)
4029,405893,7613090.0,0.665,POINT (405893 7613090)
4030,405890,7613090.0,0.6307,POINT (405890 7613090)
4031,405888,7613090.0,0.6161,POINT (405888 7613090)
4032,405886,7613090.0,0.6581999999999999,POINT (405886 7613090)
4033,405885,7613090.0,0.5772999999999999,POINT (405885 7613090)
4034,405883,7613090.0,0.6206,POINT (405883 7613090)
4035,405881,7613090.0,0.6396999999999999,POINT (405881 7613090)
4036,405880,7613090.0,0.6414,POINT (405880 7613090)
4037,405877,7613090.0,0.5059,POINT (405877 7613090)
4038,405876,7613090.0,0.5390999999999999,POINT (405876 7613090)
4039,405873,7613090.0,0.5172,POINT (405873 7613090)
4040,405872,7613090.0,0.7094,POINT (405872 7613090)
4041,405870,7613090.0,0.6492,POINT (405870 7613090)
4042,405869,7613090.0,0.7375,POINT (405869 7613090)
4043,405867,7613090.0,0.6779000000000001,POINT (405867 7613090)
4044,405864,7613090.0,0.6183,POINT (405864 7613090)
4045,405863,7613090.0,0.6509,POINT (405863 7613090)
4046,405861,7613090.0,0.6138,POINT (405861 7613090)
4047,405860,7613090.0,0.5475,POINT (405860 7613090)
4048,405857,7613090.0,0.5222,POINT (405857 7613090)
4049,405854,7613090.0,0.6605,POINT (405854 7613090)
4050,405853,7613090.0,0.6408,POINT (405853 7613090)
4051,405851,7613090.0,0.7026,POINT (405851 7613090)
4052,405849,7613090.0,0.6115999999999999,POINT (405849 7613090)
4053,405847,7613090.0,0.8270000000000001,POINT (405847 7613090)
4054,405846,7613090.0,0.6566,POINT (405846 7613090)
4055,405844,7613090.0,0.7116,POINT (405844 7613090)
4056,405842,7613090.0,0.6914,POINT (405842 7613090)
4057,405840,7613090.0,0.6448,POINT (405840 7613090)
4058,405838,7613090.0,0.5543,POINT (405838 7613090)
4059,405836,7613090.0,0.5981000000000001,POINT (405836 7613090)
4060,405835,7613090.0,0.6082,POINT (405835 7613090)
4061,405833,7613090.0,0.6886,POINT (405833 7613090)
4062,405831,7613090.0,0.6554000000000001,POINT (405831 7613090)
4063,405829,7613090.0,0.76,POINT (405829 7613090)
4064,405827,7613090.0,0.7015,POINT (405827 7613090)
4065,405825,7613090.0,0.7173,POINT (405825 7613090)
4066,405823,7613090.0,0.7409,POINT (405823 7613090)
4067,405821,7613090.0,0.804,POINT (405821 7613090)
4068,405820,7613090.0,0.7256999999999999,POINT (405820 7613090)
4069,405817,7613090.0,0.7295999999999999,POINT (405817 7613090)
4070,405817,7613090.0,0.6464,POINT (405817 7613090)
4071,405815,7613090.0,0.7229000000000001,POINT (405815 7613090)
4072,405813,7613090.0,0.792,POINT (405813 7613090)
4073,405811,7613090.0,0.6829999999999999,POINT (405811 7613090)
4074,405808,7613090.0,0.6965,POINT (405808 7613090)
4075,405807,7613090.0,0.6661,POINT (405807 7613090)
4076,405804,7613090.0,0.5824,POINT (405804 7613090)
4077,405803,7613090.0,0.6594,POINT (405803 7613090)
4078,405800,7613090.0,0.7273999999999999,POINT (405800 7613090)
4079,405799,7613090.0,0.6577,POINT (405799 7613090)
4080,405797,7613090.0,0.6981999999999999,POINT (405797 7613090)
4081,405795,7613090.0,0.7027,POINT (405795 7613090)
4082,405793,7613090.0,0.823,POINT (405793 7613090)
4083,405791,7613090.0,0.7791,POINT (405791 7613090)
4084,405789,7613090.0,0.7308,POINT (405789 7613090)
4085,405787,7613090.0,0.7583,POINT (405787 7613090)
4086,405784,7613090.0,0.7993000000000001,POINT (405784 7613090)
4087,405783,7613090.0,0.804,POINT (405783 7613090)
4088,405782,7613090.0,0.862,POINT (405782 7613090)
4089,405780,7613090.0,0.8290000000000001,POINT (405780 7613090)
4090,405778,7613090.0,0.7903,POINT (405778 7613090)
4091,405776,7613090.0,0.858,POINT (405776 7613090)
4092,405773,7613090.0,0.862,POINT (405773 7613090)
4093,405772,7613090.0,0.909,POINT (405772 7613090)
4094,405770,7613090.0,0.6307,POINT (405770 7613090)
4095,405769,7613090.0,0.831,POINT (405769 7613090)
4096,405766,7613090.0,0.863,POINT (405766 7613090)
4097,405765,7613090.0,0.871,POINT (405765 7613090)
4098,405762,7613090.0,0.9420000000000001,POINT (405762 7613090)
4099,405762,7613090.0,0.831,POINT (405762 7613090)
4100,405760,7613090.0,0.833,POINT (405760 7613090)
4101,405759,7613090.0,0.7881,POINT (405759 7613090)
4102,405756,7613090.0,0.875,POINT (405756 7613090)
4103,405754,7613090.0,0.8759999999999999,POINT (405754 7613090)
4104,405753,7613090.0,0.972,POINT (405753 7613090)
4105,405751,7613090.0,0.7785,POINT (405751 7613090)
4106,405749,7613090.0,0.866,POINT (405749 7613090)
4107,405747,7613090.0,0.853,POINT (405747 7613090)
4108,405745,7613090.0,0.8240000000000001,POINT (405745 7613090)
4109,405742,7613090.0,0.851,POINT (405742 7613090)
4110,405740,7613090.0,0.7892,POINT (405740 7613090)
4111,405739,7613090.0,0.972,POINT (405739 7613090)
4112,405738,7613090.0,0.9109999999999999,POINT (405738 7613090)
4113,405736,7613090.0,0.953,POINT (405736 7613090)
4114,405733,7613090.0,0.924,POINT (405733 7613090)
4115,405731,7613090.0,0.961,POINT (405731 7613090)
4116,405729,7613090.0,0.915,POINT (405729 7613090)
4117,405727,7613090.0,0.7887000000000001,POINT (405727 7613090)
4118,405724,7613090.0,0.7763,POINT (405724 7613090)
4119,405722,7613090.0,0.7970999999999999,POINT (405722 7613090)
4120,405721,7613090.0,0.821,POINT (405721 7613090)
4121,405720,7613090.0,0.856,POINT (405720 7613090)
4122,405718,7613090.0,0.825,POINT (405718 7613090)
4123,405716,7613090.0,0.848,POINT (405716 7613090)
4124,405714,7613090.0,0.7273999999999999,POINT (405714 7613090)
4125,405712,7613090.0,0.7831,POINT (405712 7613090)
4126,405710,7613090.0,0.9159999999999999,POINT (405710 7613090)
4127,405709,7613090.0,0.83,POINT (405709 7613090)
4128,405705,7613090.0,0.992,POINT (405705 7613090)
4129,405703,7613090.0,0.912,POINT (405703 7613090)
4130,405702,7613090.0,0.804,POINT (405702 7613090)
4131,405700,7613090.0,0.9420000000000001,POINT (405700 7613090)
4132,405698,7613090.0,0.917,POINT (405698 7613090)
4133,405695,7613090.0,1.178,POINT (405695 7613090)
4134,405693,7613090.0,1.055,POINT (405693 7613090)
4135,405692,7613090.0,0.8270000000000001,POINT (405692 7613090)
4136,405690,7613090.0,0.899,POINT (405690 7613090)
4137,405687,7613090.0,0.971,POINT (405687 7613090)
4138,405685,7613090.0,0.998,POINT (405685 7613090)
4139,405683,7613090.0,0.9990000000000001,POINT (405683 7613090)
4140,405682,7613090.0,1.016,POINT (405682 7613090)
4141,405680,7613090.0,0.983,POINT (405680 7613090)
4142,405678,7613090.0,0.892,POINT (405678 7613090)
4143,405677,7613090.0,0.7724,POINT (405677 7613090)
4144,405675,7613090.0,0.7487999999999999,POINT (405675 7613090)
4145,405673,7613090.0,0.7117,POINT (405673 7613090)
4146,405671,7613100.0,0.6859000000000001,POINT (405671 7613100)
4147,405670,7613100.0,0.7775,POINT (405670 7613100)
4148,405668,7613100.0,0.861,POINT (405668 7613100)
4149,405667,7613100.0,0.88,POINT (405667 7613100)
4150,405664,7613100.0,0.7706999999999999,POINT (405664 7613100)
4151,405662,7613100.0,0.7920999999999999,POINT (405662 7613100)
4152,405660,7613100.0,0.7589,POINT (405660 7613100)
4153,405659,7613100.0,0.7415,POINT (405659 7613100)
4154,405657,7613100.0,0.7476999999999999,POINT (405657 7613100)
4155,405655,7613100.0,0.7308,POINT (405655 7613100)
4156,405653,7613100.0,0.6195,POINT (405653 7613100)
4157,405651,7613100.0,0.6779999999999999,POINT (405651 7613100)
4158,405649,7613100.0,0.7398,POINT (405649 7613100)
