,UTM_E,UTM_N,Depth_m,geometry
971,405925,7612790.0,0.83,POINT (405925 7612790)
972,405924,7612790.0,0.8909999999999999,POINT (405924 7612790)
973,405923,7612790.0,0.7611,POINT (405923 7612790)
974,405922,7612790.0,0.7859999999999999,POINT (405922 7612790)
975,405922,7612790.0,0.7877,POINT (405922 7612790)
976,405921,7612790.0,0.6883,POINT (405921 7612790)
977,405921,7612790.0,0.7322,POINT (405921 7612790)
978,405920,7612790.0,0.8220000000000001,POINT (405920 7612790)
979,405920,7612790.0,0.7794,POINT (405920 7612790)
980,405919,7612790.0,0.852,POINT (405919 7612790)
981,405918,7612790.0,0.8059999999999999,POINT (405918 7612790)
982,405917,7612790.0,0.735,POINT (405917 7612790)
983,405917,7612790.0,0.7211,POINT (405917 7612790)
984,405917,7612790.0,0.7977,POINT (405917 7612790)
985,405917,7612790.0,0.7783,POINT (405917 7612790)
986,405917,7612790.0,0.7648999999999999,POINT (405917 7612790)
987,405916,7612790.0,0.7533,POINT (405916 7612790)
988,405916,7612790.0,0.7676999999999999,POINT (405916 7612790)
989,405916,7612790.0,0.7,POINT (405916 7612790)
990,405916,7612790.0,0.7659999999999999,POINT (405916 7612790)
991,405915,7612790.0,0.7365999999999999,POINT (405915 7612790)
992,405914,7612790.0,0.7755,POINT (405914 7612790)
993,405914,7612790.0,0.7343999999999999,POINT (405914 7612790)
994,405914,7612790.0,0.8059999999999999,POINT (405914 7612790)
995,405914,7612800.0,0.7465999999999999,POINT (405914 7612800)
996,405914,7612800.0,0.7326999999999999,POINT (405914 7612800)
997,405914,7612800.0,0.6473,POINT (405914 7612800)
998,405914,7612800.0,0.6267,POINT (405914 7612800)
999,405913,7612800.0,0.7277,POINT (405913 7612800)
1000,405914,7612800.0,0.6778,POINT (405914 7612800)
1001,405913,7612800.0,0.7394,POINT (405913 7612800)
1002,405913,7612800.0,0.7472,POINT (405913 7612800)
1003,405913,7612800.0,0.7216,POINT (405913 7612800)
1004,405913,7612800.0,0.6960999999999999,POINT (405913 7612800)
1005,405913,7612800.0,0.6911,POINT (405913 7612800)
1006,405913,7612800.0,0.7182999999999999,POINT (405913 7612800)
1007,405913,7612800.0,0.7304999999999999,POINT (405913 7612800)
1008,405914,7612800.0,0.6756,POINT (405914 7612800)
1009,405915,7612800.0,0.7777,POINT (405915 7612800)
1010,405916,7612810.0,0.8420000000000001,POINT (405916 7612810)
1011,405917,7612810.0,0.7254999999999999,POINT (405917 7612810)
1012,405918,7612810.0,0.5861999999999999,POINT (405918 7612810)
1013,405918,7612810.0,0.6345000000000001,POINT (405918 7612810)
1014,405918,7612810.0,0.6128,POINT (405918 7612810)
1015,405918,7612810.0,0.6389,POINT (405918 7612810)
1016,405919,7612810.0,0.6389,POINT (405919 7612810)
1017,405919,7612810.0,0.7161,POINT (405919 7612810)
1018,405920,7612810.0,0.66,POINT (405920 7612810)
1019,405920,7612810.0,0.49570000000000003,POINT (405920 7612810)
1020,405921,7612810.0,0.6772,POINT (405921 7612810)
1021,405922,7612810.0,0.7066,POINT (405922 7612810)
1022,405922,7612810.0,0.7737999999999999,POINT (405922 7612810)
1023,405923,7612810.0,0.7633,POINT (405923 7612810)
1024,405924,7612810.0,0.7676999999999999,POINT (405924 7612810)
1025,405925,7612810.0,0.6828,POINT (405925 7612810)
1026,405926,7612810.0,0.836,POINT (405926 7612810)
1027,405926,7612810.0,0.7959999999999999,POINT (405926 7612810)
1028,405927,7612810.0,0.8690000000000001,POINT (405927 7612810)
1029,405927,7612810.0,0.815,POINT (405927 7612810)
1030,405928,7612810.0,0.865,POINT (405928 7612810)
1031,405928,7612810.0,0.7565999999999999,POINT (405928 7612810)
1032,405929,7612810.0,0.8,POINT (405929 7612810)
1033,405929,7612800.0,0.865,POINT (405929 7612800)
1034,405930,7612800.0,0.884,POINT (405930 7612800)
1035,405931,7612800.0,0.6972,POINT (405931 7612800)
1036,405931,7612800.0,0.7870999999999999,POINT (405931 7612800)
1037,405932,7612800.0,0.7421,POINT (405932 7612800)
1038,405934,7612800.0,0.7793000000000001,POINT (405934 7612800)
1039,405934,7612800.0,0.7338,POINT (405934 7612800)
1040,405935,7612800.0,0.6456000000000001,POINT (405935 7612800)
1041,405934,7612800.0,0.7121999999999999,POINT (405934 7612800)
1042,405935,7612800.0,0.7021999999999999,POINT (405935 7612800)
1043,405935,7612800.0,0.6383,POINT (405935 7612800)
1044,405936,7612800.0,0.7049,POINT (405936 7612800)
1045,405936,7612800.0,0.7716,POINT (405936 7612800)
1046,405936,7612800.0,0.6883,POINT (405936 7612800)
1047,405937,7612800.0,0.6672,POINT (405937 7612800)
1048,405936,7612800.0,0.721,POINT (405936 7612800)
1049,405937,7612800.0,0.7249,POINT (405937 7612800)
1050,405938,7612800.0,0.7465999999999999,POINT (405938 7612800)
1051,405938,7612800.0,0.7770999999999999,POINT (405938 7612800)
1052,405939,7612800.0,0.7404999999999999,POINT (405939 7612800)
1053,405939,7612800.0,0.7288,POINT (405939 7612800)
1054,405939,7612800.0,0.7765000000000001,POINT (405939 7612800)
1055,405939,7612800.0,0.7094,POINT (405939 7612800)
1056,405939,7612800.0,0.7493000000000001,POINT (405939 7612800)
1057,405939,7612800.0,0.7704000000000001,POINT (405939 7612800)
1058,405940,7612790.0,0.7720999999999999,POINT (405940 7612790)
1059,405940,7612790.0,0.7604000000000001,POINT (405940 7612790)
1060,405939,7612790.0,0.6849,POINT (405939 7612790)
1061,405939,7612790.0,0.5123,POINT (405939 7612790)
1062,405939,7612790.0,0.6770999999999999,POINT (405939 7612790)
1063,405938,7612790.0,0.6905,POINT (405938 7612790)
1064,405938,7612790.0,0.7781999999999999,POINT (405938 7612790)
1065,405937,7612790.0,0.741,POINT (405937 7612790)
1066,405936,7612790.0,0.6283,POINT (405936 7612790)
1067,405937,7612790.0,0.6222,POINT (405937 7612790)
1068,405936,7612790.0,0.5972,POINT (405936 7612790)
1069,405936,7612790.0,0.6970999999999999,POINT (405936 7612790)
1070,405936,7612790.0,0.6365999999999999,POINT (405936 7612790)
1071,405935,7612790.0,0.7271,POINT (405935 7612790)
1072,405935,7612780.0,0.6838,POINT (405935 7612780)
1073,405934,7612780.0,0.7998000000000001,POINT (405934 7612780)
1074,405934,7612780.0,0.7055,POINT (405934 7612780)
1075,405933,7612780.0,0.6627,POINT (405933 7612780)
1076,405932,7612780.0,0.7931,POINT (405932 7612780)
1077,405931,7612780.0,0.6844,POINT (405931 7612780)
1078,405930,7612780.0,0.6476999999999999,POINT (405930 7612780)
1079,405929,7612780.0,0.5395,POINT (405929 7612780)
1080,405928,7612780.0,0.6461,POINT (405928 7612780)
1081,405927,7612780.0,0.7704000000000001,POINT (405927 7612780)
1082,405926,7612780.0,0.7609999999999999,POINT (405926 7612780)
1083,405926,7612780.0,0.7748,POINT (405926 7612780)
1084,405926,7612780.0,0.7804000000000001,POINT (405926 7612780)
1085,405925,7612780.0,0.7482,POINT (405925 7612780)
1086,405924,7612780.0,0.915,POINT (405924 7612780)
1087,405924,7612780.0,0.937,POINT (405924 7612780)
1088,405923,7612780.0,0.8640000000000001,POINT (405923 7612780)
1089,405922,7612780.0,0.816,POINT (405922 7612780)
1090,405921,7612780.0,0.8140000000000001,POINT (405921 7612780)
1091,405920,7612780.0,0.7798,POINT (405920 7612780)
1092,405920,7612780.0,0.7349,POINT (405920 7612780)
1093,405919,7612780.0,0.7992,POINT (405919 7612780)
1094,405917,7612780.0,0.7254,POINT (405917 7612780)
1095,405917,7612780.0,0.7826000000000001,POINT (405917 7612780)
1096,405916,7612780.0,0.9229999999999999,POINT (405916 7612780)
1097,405915,7612780.0,0.7881,POINT (405915 7612780)
1098,405915,7612780.0,0.856,POINT (405915 7612780)
1099,405914,7612790.0,0.805,POINT (405914 7612790)
1100,405914,7612790.0,0.7898000000000001,POINT (405914 7612790)
1101,405914,7612790.0,0.7781,POINT (405914 7612790)
1102,405914,7612790.0,0.6781999999999999,POINT (405914 7612790)
1103,405914,7612790.0,0.7948000000000001,POINT (405914 7612790)
1104,405914,7612790.0,0.7898000000000001,POINT (405914 7612790)
1105,405913,7612790.0,0.7804000000000001,POINT (405913 7612790)
1106,405912,7612790.0,0.7426,POINT (405912 7612790)
1107,405912,7612790.0,0.826,POINT (405912 7612790)
1108,405912,7612790.0,0.7776000000000001,POINT (405912 7612790)
1109,405912,7612790.0,0.8029999999999999,POINT (405912 7612790)
1110,405912,7612790.0,0.816,POINT (405912 7612790)
1111,405912,7612790.0,0.7365,POINT (405912 7612790)
1112,405911,7612790.0,0.7659,POINT (405911 7612790)
1113,405911,7612790.0,0.7931,POINT (405911 7612790)
1114,405911,7612800.0,0.6877,POINT (405911 7612800)
1115,405911,7612800.0,0.7387,POINT (405911 7612800)
1116,405911,7612800.0,0.7371,POINT (405911 7612800)
1117,405912,7612800.0,0.7554000000000001,POINT (405912 7612800)
1118,405913,7612800.0,0.7465,POINT (405913 7612800)
1119,405913,7612800.0,0.691,POINT (405913 7612800)
1120,405914,7612800.0,0.6727,POINT (405914 7612800)
1121,405914,7612800.0,0.6759999999999999,POINT (405914 7612800)
1122,405914,7612800.0,0.7093,POINT (405914 7612800)
1123,405914,7612800.0,0.5317000000000001,POINT (405914 7612800)
1124,405914,7612800.0,0.6916,POINT (405914 7612800)
1125,405915,7612800.0,0.8390000000000001,POINT (405915 7612800)
1126,405915,7612800.0,0.7004,POINT (405915 7612800)
1127,405916,7612800.0,0.6954,POINT (405916 7612800)
1128,405917,7612800.0,0.6720999999999999,POINT (405917 7612800)
1129,405917,7612810.0,0.6870999999999999,POINT (405917 7612810)
1130,405918,7612810.0,0.691,POINT (405918 7612810)
1131,405919,7612810.0,0.6033,POINT (405919 7612810)
1132,405920,7612810.0,0.7204,POINT (405920 7612810)
1133,405920,7612810.0,0.6227,POINT (405920 7612810)
1134,405921,7612810.0,0.4851,POINT (405921 7612810)
1135,405921,7612810.0,0.5978,POINT (405921 7612810)
1136,405922,7612810.0,0.6831999999999999,POINT (405922 7612810)
1137,405922,7612810.0,0.7476,POINT (405922 7612810)
1138,405924,7612810.0,0.7498,POINT (405924 7612810)
1139,405925,7612810.0,0.7887000000000001,POINT (405925 7612810)
1140,405925,7612810.0,0.7282,POINT (405925 7612810)
1141,405925,7612810.0,0.7909,POINT (405925 7612810)
1142,405926,7612810.0,0.737,POINT (405926 7612810)
1143,405926,7612810.0,0.7193,POINT (405926 7612810)
1144,405927,7612810.0,0.7903,POINT (405927 7612810)
1145,405928,7612810.0,0.7187,POINT (405928 7612810)
1146,405929,7612810.0,0.7531,POINT (405929 7612810)
1147,405929,7612810.0,0.7537,POINT (405929 7612810)
1148,405930,7612810.0,0.7654000000000001,POINT (405930 7612810)
1149,405930,7612810.0,0.7803,POINT (405930 7612810)
1150,405931,7612810.0,0.7365,POINT (405931 7612810)
1151,405931,7612810.0,0.7354,POINT (405931 7612810)
1152,405932,7612810.0,0.8059999999999999,POINT (405932 7612810)
1153,405933,7612810.0,0.772,POINT (405933 7612810)
1154,405934,7612810.0,0.7576,POINT (405934 7612810)
1155,405934,7612810.0,0.6999,POINT (405934 7612810)
1156,405935,7612810.0,0.6804000000000001,POINT (405935 7612810)
1157,405935,7612810.0,0.6849,POINT (405935 7612810)
1158,405936,7612800.0,0.7254,POINT (405936 7612800)
1159,405936,7612800.0,0.6677,POINT (405936 7612800)
1160,405937,7612800.0,0.7187,POINT (405937 7612800)
1161,405938,7612800.0,0.7021,POINT (405938 7612800)
1162,405938,7612800.0,0.6938,POINT (405938 7612800)
1163,405938,7612800.0,0.6431999999999999,POINT (405938 7612800)
1164,405939,7612800.0,0.6899,POINT (405939 7612800)
1165,405939,7612800.0,0.7382,POINT (405939 7612800)
1166,405939,7612800.0,0.7825,POINT (405939 7612800)
1167,405939,7612800.0,0.7737,POINT (405939 7612800)
1168,405939,7612800.0,0.7792,POINT (405939 7612800)
1169,405940,7612800.0,0.7376,POINT (405940 7612800)
1170,405940,7612800.0,0.6859999999999999,POINT (405940 7612800)
1171,405940,7612800.0,0.7098,POINT (405940 7612800)
1172,405940,7612800.0,0.7787000000000001,POINT (405940 7612800)
1173,405940,7612800.0,0.7481,POINT (405940 7612800)
1174,405940,7612800.0,0.7959,POINT (405940 7612800)
1175,405940,7612800.0,0.7864,POINT (405940 7612800)
1176,405940,7612800.0,0.762,POINT (405940 7612800)
1177,405940,7612800.0,0.7803,POINT (405940 7612800)
1178,405940,7612800.0,0.7492,POINT (405940 7612800)
1179,405940,7612790.0,0.7381,POINT (405940 7612790)
1180,405940,7612790.0,0.696,POINT (405940 7612790)
1181,405940,7612790.0,0.6826000000000001,POINT (405940 7612790)
1182,405940,7612790.0,0.6759999999999999,POINT (405940 7612790)
1183,405939,7612790.0,0.7265,POINT (405939 7612790)
1184,405939,7612790.0,0.7554000000000001,POINT (405939 7612790)
1185,405940,7612790.0,0.7343000000000001,POINT (405940 7612790)
1186,405939,7612790.0,0.6954,POINT (405939 7612790)
1187,405939,7612790.0,0.6965,POINT (405939 7612790)
1188,405938,7612790.0,0.7076,POINT (405938 7612790)
1189,405938,7612790.0,0.7132,POINT (405938 7612790)
1190,405937,7612790.0,0.6654000000000001,POINT (405937 7612790)
1191,405936,7612790.0,0.7037,POINT (405936 7612790)
1192,405936,7612790.0,0.7315,POINT (405936 7612790)
1193,405936,7612780.0,0.6527,POINT (405936 7612780)
1194,405936,7612780.0,0.6631999999999999,POINT (405936 7612780)
1195,405935,7612780.0,0.7259,POINT (405935 7612780)
1196,405935,7612780.0,0.7348,POINT (405935 7612780)
1197,405935,7612780.0,0.706,POINT (405935 7612780)
1198,405934,7612780.0,0.7348,POINT (405934 7612780)
1199,405933,7612780.0,0.5472,POINT (405933 7612780)
1200,405933,7612780.0,0.696,POINT (405933 7612780)
1201,405933,7612780.0,0.696,POINT (405933 7612780)
1202,405932,7612780.0,0.5633,POINT (405932 7612780)
1203,405931,7612780.0,0.5678,POINT (405931 7612780)
1204,405931,7612780.0,0.6099,POINT (405931 7612780)
1205,405929,7612780.0,0.6466,POINT (405929 7612780)
1206,405929,7612780.0,0.5572,POINT (405929 7612780)
1207,405929,7612780.0,0.7087,POINT (405929 7612780)
1208,405928,7612780.0,0.7598,POINT (405928 7612780)
1209,405927,7612780.0,0.6970999999999999,POINT (405927 7612780)
1210,405927,7612780.0,0.7726000000000001,POINT (405927 7612780)
1211,405926,7612780.0,0.7248,POINT (405926 7612780)
1212,405926,7612780.0,0.7226,POINT (405926 7612780)
1213,405925,7612780.0,0.7359,POINT (405925 7612780)
1214,405924,7612780.0,0.7837000000000001,POINT (405924 7612780)
1215,405923,7612780.0,0.7637,POINT (405923 7612780)
1216,405923,7612780.0,0.7248,POINT (405923 7612780)
1217,405922,7612780.0,0.7837000000000001,POINT (405922 7612780)
1218,405921,7612780.0,0.767,POINT (405921 7612780)
1219,405921,7612780.0,0.6520999999999999,POINT (405921 7612780)
1220,405920,7612780.0,0.7232,POINT (405920 7612780)
1221,405919,7612780.0,0.6831999999999999,POINT (405919 7612780)
1222,405919,7612780.0,0.7487,POINT (405919 7612780)
1223,405918,7612780.0,0.7886,POINT (405918 7612780)
1224,405917,7612780.0,0.847,POINT (405917 7612780)
1225,405917,7612780.0,0.841,POINT (405917 7612780)
1226,405916,7612780.0,0.7714,POINT (405916 7612780)
1227,405916,7612780.0,0.9109999999999999,POINT (405916 7612780)
1228,405916,7612780.0,0.85,POINT (405916 7612780)
1229,405916,7612780.0,0.87,POINT (405916 7612780)
1230,405915,7612780.0,0.8590000000000001,POINT (405915 7612780)
1231,405914,7612780.0,0.8390000000000001,POINT (405914 7612780)
1232,405914,7612780.0,0.7709,POINT (405914 7612780)
1233,405914,7612780.0,0.7526,POINT (405914 7612780)
1234,405913,7612790.0,0.8140000000000001,POINT (405913 7612790)
1235,405912,7612780.0,0.85,POINT (405912 7612780)
1236,405912,7612790.0,0.7503,POINT (405912 7612790)
1237,405911,7612790.0,0.7226,POINT (405911 7612790)
1238,405911,7612790.0,0.7603,POINT (405911 7612790)
1239,405912,7612790.0,0.732,POINT (405912 7612790)
1240,405912,7612790.0,0.7526,POINT (405912 7612790)
1241,405911,7612790.0,0.732,POINT (405911 7612790)
1242,405910,7612790.0,0.7925,POINT (405910 7612790)
1243,405910,7612790.0,0.7836,POINT (405910 7612790)
1244,405910,7612790.0,0.7653,POINT (405910 7612790)
1245,405911,7612790.0,0.809,POINT (405911 7612790)
1246,405911,7612790.0,0.6815000000000001,POINT (405911 7612790)
1247,405911,7612790.0,0.6943,POINT (405911 7612790)
1248,405910,7612790.0,0.6820999999999999,POINT (405910 7612790)
1249,405910,7612790.0,0.6677,POINT (405910 7612790)
1250,405910,7612790.0,0.5789,POINT (405910 7612790)
1251,405910,7612800.0,0.6448999999999999,POINT (405910 7612800)
1252,405910,7612800.0,0.6831999999999999,POINT (405910 7612800)
1253,405911,7612800.0,0.7104,POINT (405911 7612800)
1254,405911,7612800.0,0.7182,POINT (405911 7612800)
1255,405911,7612800.0,0.7809,POINT (405911 7612800)
1256,405911,7612800.0,0.7603,POINT (405911 7612800)
1257,405911,7612800.0,0.7193,POINT (405911 7612800)
1258,405912,7612800.0,0.7343000000000001,POINT (405912 7612800)
1259,405912,7612800.0,0.6365999999999999,POINT (405912 7612800)
1260,405913,7612800.0,0.6022,POINT (405913 7612800)
1261,405913,7612800.0,0.5739,POINT (405913 7612800)
1262,405913,7612800.0,0.5805,POINT (405913 7612800)
1263,405914,7612800.0,0.5544,POINT (405914 7612800)
1264,405914,7612800.0,0.6904,POINT (405914 7612800)
1265,405914,7612800.0,0.7365,POINT (405914 7612800)
1266,405915,7612800.0,0.6965,POINT (405915 7612800)
1267,405916,7612800.0,0.6104999999999999,POINT (405916 7612800)
1268,405917,7612810.0,0.6670999999999999,POINT (405917 7612810)
1269,405918,7612800.0,0.6615000000000001,POINT (405918 7612800)
1270,405919,7612810.0,0.6227,POINT (405919 7612810)
1271,405919,7612810.0,0.6559999999999999,POINT (405919 7612810)
1272,405920,7612810.0,0.6887000000000001,POINT (405920 7612810)
1273,405920,7612810.0,0.6876000000000001,POINT (405920 7612810)
1274,405921,7612810.0,0.6015999999999999,POINT (405921 7612810)
1275,405921,7612810.0,0.5821999999999999,POINT (405921 7612810)
1276,405922,7612810.0,0.6677,POINT (405922 7612810)
1277,405923,7612810.0,0.6820999999999999,POINT (405923 7612810)
1278,405924,7612810.0,0.6937000000000001,POINT (405924 7612810)
1279,405925,7612810.0,0.6793,POINT (405925 7612810)
1280,405925,7612810.0,0.7503,POINT (405925 7612810)
1281,405926,7612810.0,0.7043,POINT (405926 7612810)
1282,405926,7612810.0,0.7065,POINT (405926 7612810)
1283,405926,7612810.0,0.7431,POINT (405926 7612810)
1284,405928,7612810.0,0.7737,POINT (405928 7612810)
1285,405928,7612810.0,0.84,POINT (405928 7612810)
1286,405928,7612810.0,0.7748,POINT (405928 7612810)
1287,405929,7612810.0,0.7848,POINT (405929 7612810)
1288,405929,7612810.0,0.797,POINT (405929 7612810)
1289,405929,7612800.0,0.7886,POINT (405929 7612800)
1290,405930,7612800.0,0.7787000000000001,POINT (405930 7612800)
1291,405930,7612800.0,0.8079999999999999,POINT (405930 7612800)
1292,405931,7612800.0,0.8,POINT (405931 7612800)
1293,405931,7612800.0,0.7598,POINT (405931 7612800)
1294,405932,7612800.0,0.853,POINT (405932 7612800)
1295,405932,7612800.0,0.8009999999999999,POINT (405932 7612800)
1296,405934,7612800.0,0.7886,POINT (405934 7612800)
1297,405934,7612800.0,0.7193,POINT (405934 7612800)
1298,405935,7612800.0,0.7143,POINT (405935 7612800)
1299,405935,7612800.0,0.6709999999999999,POINT (405935 7612800)
1300,405936,7612800.0,0.6976,POINT (405936 7612800)
1301,405937,7612800.0,0.7609,POINT (405937 7612800)
1302,405937,7612800.0,0.7598,POINT (405937 7612800)
1303,405938,7612800.0,0.6931999999999999,POINT (405938 7612800)
1304,405938,7612800.0,0.6443000000000001,POINT (405938 7612800)
1305,405939,7612800.0,0.7487,POINT (405939 7612800)
1306,405939,7612800.0,0.7853,POINT (405939 7612800)
1307,405939,7612800.0,0.7365,POINT (405939 7612800)
1308,405940,7612800.0,0.7931,POINT (405940 7612800)
1309,405940,7612800.0,0.742,POINT (405940 7612800)
1310,405940,7612800.0,0.7265,POINT (405940 7612800)
1311,405940,7612800.0,0.7964,POINT (405940 7612800)
1312,405940,7612800.0,0.7243,POINT (405940 7612800)
1313,405486,7613500.0,0.632,POINT (405486 7613500)
1314,405487,7613500.0,0.4299,POINT (405487 7613500)
1315,405488,7613500.0,0.38880000000000003,POINT (405488 7613500)
1316,405489,7613500.0,0.4153,POINT (405489 7613500)
1317,405491,7613500.0,0.3201,POINT (405491 7613500)
1318,405494,7613500.0,0.1805,POINT (405494 7613500)
1319,405495,7613500.0,0.4057,POINT (405495 7613500)
1320,405496,7613500.0,0.5853,POINT (405496 7613500)
1321,405498,7613500.0,0.5143,POINT (405498 7613500)
1322,405500,7613500.0,0.5616,POINT (405500 7613500)
1323,405502,7613500.0,0.5864,POINT (405502 7613500)
1324,405504,7613500.0,0.5408,POINT (405504 7613500)
1325,405506,7613500.0,0.556,POINT (405506 7613500)
1326,405508,7613500.0,0.4524,POINT (405508 7613500)
1327,405510,7613500.0,0.6043999999999999,POINT (405510 7613500)
1328,405512,7613500.0,0.8370000000000001,POINT (405512 7613500)
1329,405513,7613500.0,0.6382,POINT (405513 7613500)
1330,405514,7613500.0,0.5172,POINT (405514 7613500)
1331,405515,7613500.0,0.6483,POINT (405515 7613500)
1332,405518,7613500.0,0.7221,POINT (405518 7613500)
1333,405519,7613500.0,0.4372,POINT (405519 7613500)
1334,405521,7613500.0,0.3691,POINT (405521 7613500)
1335,405523,7613500.0,0.3922,POINT (405523 7613500)
1336,405524,7613500.0,0.4108,POINT (405524 7613500)
1337,405526,7613500.0,0.5915,POINT (405526 7613500)
1338,405528,7613500.0,0.695,POINT (405528 7613500)
1339,405530,7613500.0,0.953,POINT (405530 7613500)
1340,405533,7613500.0,0.893,POINT (405533 7613500)
1341,405535,7613500.0,0.821,POINT (405535 7613500)
1342,405536,7613500.0,0.7395,POINT (405536 7613500)
1343,405537,7613500.0,0.7474,POINT (405537 7613500)
1344,405540,7613500.0,0.4946,POINT (405540 7613500)
1345,405542,7613500.0,0.3804,POINT (405542 7613500)
1346,405543,7613500.0,0.40340000000000004,POINT (405543 7613500)
1347,405545,7613500.0,0.5886,POINT (405545 7613500)
1348,405548,7613500.0,0.6579,POINT (405548 7613500)
1349,405549,7613500.0,0.7609,POINT (405549 7613500)
1350,405551,7613500.0,0.659,POINT (405551 7613500)
1351,405553,7613500.0,0.6054999999999999,POINT (405553 7613500)
1352,405555,7613500.0,0.6511,POINT (405555 7613500)
1353,405557,7613500.0,0.6877,POINT (405557 7613500)
1354,405559,7613500.0,0.846,POINT (405559 7613500)
1355,405560,7613500.0,0.81,POINT (405560 7613500)
1356,405562,7613500.0,0.6314,POINT (405562 7613500)
1357,405564,7613500.0,0.5205,POINT (405564 7613500)
1358,405565,7613500.0,0.4411,POINT (405565 7613500)
1359,405568,7613500.0,0.7828,POINT (405568 7613500)
1360,405569,7613500.0,0.9279999999999999,POINT (405569 7613500)
1361,405570,7613500.0,0.903,POINT (405570 7613500)
1362,405573,7613500.0,1.087,POINT (405573 7613500)
1363,405574,7613500.0,0.833,POINT (405574 7613500)
1364,405576,7613500.0,0.7975,POINT (405576 7613500)
1365,405577,7613500.0,0.8009999999999999,POINT (405577 7613500)
1366,405580,7613500.0,0.9490000000000001,POINT (405580 7613500)
1367,405581,7613500.0,0.9690000000000001,POINT (405581 7613500)
1368,405583,7613500.0,1.043,POINT (405583 7613500)
1369,405586,7613500.0,1.022,POINT (405586 7613500)
1370,405587,7613500.0,1.146,POINT (405587 7613500)
1371,405588,7613500.0,1.02,POINT (405588 7613500)
1372,405591,7613500.0,1.055,POINT (405591 7613500)
1373,405592,7613500.0,1.078,POINT (405592 7613500)
1374,405594,7613500.0,1.014,POINT (405594 7613500)
1375,405595,7613500.0,0.938,POINT (405595 7613500)
1376,405598,7613500.0,0.902,POINT (405598 7613500)
1377,405599,7613500.0,0.982,POINT (405599 7613500)
1378,405602,7613500.0,0.9179999999999999,POINT (405602 7613500)
1379,405604,7613500.0,0.9890000000000001,POINT (405604 7613500)
1380,405605,7613500.0,0.965,POINT (405605 7613500)
1381,405607,7613500.0,0.846,POINT (405607 7613500)
1382,405608,7613500.0,0.873,POINT (405608 7613500)
1383,405609,7613500.0,0.8029999999999999,POINT (405609 7613500)
1384,405610,7613500.0,0.7547,POINT (405610 7613500)
1385,405611,7613500.0,0.8740000000000001,POINT (405611 7613500)
1386,405612,7613500.0,0.858,POINT (405612 7613500)
1387,405615,7613500.0,0.813,POINT (405615 7613500)
1388,405616,7613500.0,0.87,POINT (405616 7613500)
1389,405618,7613500.0,0.895,POINT (405618 7613500)
1390,405618,7613500.0,0.7811,POINT (405618 7613500)
1391,405619,7613500.0,0.889,POINT (405619 7613500)
1392,405620,7613500.0,0.96,POINT (405620 7613500)
1393,405622,7613500.0,1.119,POINT (405622 7613500)
1394,405623,7613500.0,0.95,POINT (405623 7613500)
1395,405624,7613500.0,0.965,POINT (405624 7613500)
1396,405626,7613500.0,0.903,POINT (405626 7613500)
1397,405626,7613500.0,0.836,POINT (405626 7613500)
1398,405628,7613500.0,0.9079999999999999,POINT (405628 7613500)
1399,405630,7613500.0,0.9740000000000001,POINT (405630 7613500)
1400,405630,7613500.0,0.897,POINT (405630 7613500)
1401,405632,7613500.0,0.8540000000000001,POINT (405632 7613500)
1402,405633,7613500.0,0.851,POINT (405633 7613500)
1403,405634,7613500.0,0.8809999999999999,POINT (405634 7613500)
1404,405635,7613500.0,0.7603,POINT (405635 7613500)
1405,405637,7613500.0,0.7384000000000001,POINT (405637 7613500)
1406,405639,7613500.0,0.922,POINT (405639 7613500)
1407,405641,7613500.0,0.7648,POINT (405641 7613500)
1408,405642,7613500.0,0.7879,POINT (405642 7613500)
1409,405643,7613500.0,0.7592,POINT (405643 7613500)
1410,405644,7613500.0,0.863,POINT (405644 7613500)
1411,405646,7613500.0,0.7158,POINT (405646 7613500)
1412,405647,7613500.0,0.7186,POINT (405647 7613500)
1413,405648,7613500.0,0.6522,POINT (405648 7613500)
1414,405650,7613500.0,1.046,POINT (405650 7613500)
1415,405652,7613500.0,0.7406,POINT (405652 7613500)
1416,405653,7613500.0,0.9109999999999999,POINT (405653 7613500)
1417,405654,7613500.0,0.914,POINT (405654 7613500)
1418,405655,7613500.0,0.9079999999999999,POINT (405655 7613500)
1419,405656,7613500.0,0.8420000000000001,POINT (405656 7613500)
1420,405658,7613500.0,0.84,POINT (405658 7613500)
1421,405659,7613500.0,0.7524,POINT (405659 7613500)
1422,405662,7613500.0,0.6787000000000001,POINT (405662 7613500)
1423,405663,7613500.0,0.5858,POINT (405663 7613500)
1424,405664,7613500.0,0.84,POINT (405664 7613500)
1425,405666,7613500.0,0.838,POINT (405666 7613500)
1426,405668,7613500.0,0.7581,POINT (405668 7613500)
1427,405669,7613500.0,0.7614,POINT (405669 7613500)
1428,405670,7613500.0,0.7631,POINT (405670 7613500)
1429,405672,7613500.0,0.935,POINT (405672 7613500)
1430,405675,7613500.0,1.047,POINT (405675 7613500)
1431,405676,7613500.0,0.9179999999999999,POINT (405676 7613500)
1432,405678,7613500.0,1.03,POINT (405678 7613500)
1433,405679,7613500.0,0.7716,POINT (405679 7613500)
1434,405681,7613500.0,0.858,POINT (405681 7613500)
1435,405683,7613500.0,0.8079999999999999,POINT (405683 7613500)
1436,405685,7613500.0,0.9470000000000001,POINT (405685 7613500)
1437,405686,7613500.0,0.973,POINT (405686 7613500)
