,LongitudeDDDDD,LatitudeDDDDD,DepthCm,UTM_E,UTM_N,Depth_m,geometry
3293,-149.31,68.6128,40.04,405996.63,7612957.9,0.4004,POINT (405996.63 7612957.9)
3294,-149.31,68.6128,44.25,405997.69,7612957.3,0.4425,POINT (405997.69 7612957.3)
3295,-149.31,68.6128,50.35,405998.81,7612956.5,0.5035000000000001,POINT (405998.81 7612956.5)
3296,-149.31,68.6128,48.8,405999.41,7612956.1,0.488,POINT (405999.41 7612956.1)
3297,-149.31,68.6128,46.36,405999.89,7612954.2,0.4636,POINT (405999.89 7612954.2)
3298,-149.31,68.6128,42.92,406000.39,7612953.3,0.4292,POINT (406000.39 7612953.3)
3299,-149.31,68.6128,46.19,406001.1,7612952.3,0.4619,POINT (406001.1 7612952.3)
3300,-149.31,68.6128,55.67,406001.69,7612951.8,0.5567,POINT (406001.69 7612951.8)
3301,-149.31,68.6128,38.59,406002.84,7612949.8,0.3859,POINT (406002.84 7612949.8)
3302,-149.31,68.6128,40.04,406002.71,7612949.9,0.4004,POINT (406002.71 7612949.9)
3303,-149.31,68.6128,55.73,406003.93,7612948.1,0.5573,POINT (406003.93 7612948.1)
3304,-149.31,68.6128,43.81,406004.63,7612946.8,0.43810000000000004,POINT (406004.63 7612946.8)
3305,-149.31,68.6127,49.69,406005.54,7612945.8,0.49689999999999995,POINT (406005.54 7612945.8)
3306,-149.31,68.6127,43.75,406005.71,7612944.9,0.4375,POINT (406005.71 7612944.9)
3307,-149.31,68.6127,49.35,406007.16,7612943.7,0.4935,POINT (406007.16 7612943.7)
3308,-149.31,68.6127,42.14,406007.93,7612942.6,0.4214,POINT (406007.93 7612942.6)
3309,-149.31,68.6127,48.74,406008.61,7612942.6,0.4874,POINT (406008.61 7612942.6)
3310,-149.31,68.6127,42.92,406008.92,7612941.8,0.4292,POINT (406008.92 7612941.8)
3311,-149.31,68.6127,40.98,406010.31,7612940.8,0.40979999999999994,POINT (406010.31 7612940.8)
3312,-149.31,68.6127,37.15,406011.31,7612940.4,0.3715,POINT (406011.31 7612940.4)
3313,-149.31,68.6127,42.86,406012.03,7612939.6,0.4286,POINT (406012.03 7612939.6)
3314,-149.31,68.6127,41.53,406013.27,7612938.3,0.4153,POINT (406013.27 7612938.3)
3315,-149.31,68.6127,42.98,406013.51,7612937.4,0.42979999999999996,POINT (406013.51 7612937.4)
3316,-149.31,68.6127,39.32,406014.49,7612936.4,0.3932,POINT (406014.49 7612936.4)
3317,-149.31,68.6126,25.01,406014.96,7612934.5,0.2501,POINT (406014.96 7612934.5)
3318,-149.31,68.6126,45.03,406015.53,7612933.4,0.45030000000000003,POINT (406015.53 7612933.4)
3319,-149.31,68.6126,48.58,406016.33,7612933.0,0.4858,POINT (406016.33 7612933)
3320,-149.31,68.6126,52.96,406017.05,7612932.4,0.5296,POINT (406017.05 7612932.4)
3321,-149.31,68.6126,59.78,406017.98,7612931.6,0.5978,POINT (406017.98 7612931.6)
3322,-149.31,68.6126,59.56,406018.88,7612930.5,0.5956,POINT (406018.88 7612930.5)
3323,-149.31,68.6126,58.72,406019.92,7612929.1,0.5871999999999999,POINT (406019.92 7612929.1)
3324,-149.31,68.6126,50.52,406020.21,7612928.0,0.5052,POINT (406020.21 7612928)
3325,-149.31,68.6126,56.06,406021.19,7612926.8,0.5606,POINT (406021.19 7612926.8)
3326,-149.31,68.6126,56.12,406022.28,7612926.8,0.5611999999999999,POINT (406022.28 7612926.8)
3327,-149.31,68.6126,53.46,406023.4,7612926.0,0.5346,POINT (406023.4 7612926)
3328,-149.31,68.6126,52.9,406025.36,7612923.9,0.529,POINT (406025.36 7612923.9)
3329,-149.31,68.6126,48.47,406025.37,7612924.3,0.48469999999999996,POINT (406025.37 7612924.3)
3330,-149.31,68.6126,41.64,406026.03,7612923.7,0.4164,POINT (406026.03 7612923.7)
3331,-149.31,68.6125,48.19,406026.15,7612921.6,0.4819,POINT (406026.15 7612921.6)
3332,-149.31,68.6125,40.98,406027.4,7612920.5,0.40979999999999994,POINT (406027.4 7612920.5)
3333,-149.31,68.6125,49.41,406027.64,7612919.7,0.4941,POINT (406027.64 7612919.7)
3334,-149.309,68.6125,46.75,406028.5,7612918.9,0.4675,POINT (406028.5 7612918.9)
3335,-149.309,68.6125,48.96,406029.68,7612917.8,0.48960000000000004,POINT (406029.68 7612917.8)
3336,-149.309,68.6125,49.24,406030.17,7612916.5,0.4924,POINT (406030.17 7612916.5)
3337,-149.309,68.6125,46.25,406031.5,7612915.9,0.4625,POINT (406031.5 7612915.9)
3338,-149.309,68.6125,52.79,406031.48,7612915.3,0.5279,POINT (406031.48 7612915.3)
3339,-149.309,68.6125,63.1,406033.49,7612914.7,0.631,POINT (406033.49 7612914.7)
3340,-149.309,68.6125,51.24,406033.86,7612913.5,0.5124,POINT (406033.86 7612913.5)
3341,-149.309,68.6125,54.07,406033.89,7612912.6,0.5407,POINT (406033.89 7612912.6)
3342,-149.309,68.6124,45.91,406035.22,7612911.8,0.45909999999999995,POINT (406035.22 7612911.8)
3343,-149.309,68.6124,42.2,406035.45,7612910.7,0.42200000000000004,POINT (406035.45 7612910.7)
3344,-149.309,68.6124,48.58,406036.57,7612909.9,0.4858,POINT (406036.57 7612909.9)
3345,-149.309,68.6124,49.35,406039.25,7612908.9,0.4935,POINT (406039.25 7612908.9)
3346,-149.309,68.6124,47.69,406039.39,7612909.0,0.4769,POINT (406039.39 7612909)
3347,-149.309,68.6124,47.8,406040.04,7612908.3,0.478,POINT (406040.04 7612908.3)
3348,-149.309,68.6124,44.47,406040.32,7612906.8,0.4447,POINT (406040.32 7612906.8)
3349,-149.309,68.6124,51.96,406040.98,7612906.0,0.5196000000000001,POINT (406040.98 7612906)
3350,-149.309,68.6124,49.91,406041.55,7612905.1,0.4991,POINT (406041.55 7612905.1)
3351,-149.309,68.6124,51.52,406042.47,7612904.3,0.5152,POINT (406042.47 7612904.3)
3352,-149.309,68.6124,47.63,406043.6,7612903.7,0.4763,POINT (406043.6 7612903.7)
3353,-149.309,68.6124,61.44,406044.97,7612902.1,0.6144,POINT (406044.97 7612902.1)
3354,-149.309,68.6124,51.57,406046.09,7612901.2,0.5157,POINT (406046.09 7612901.2)
3355,-149.309,68.6123,50.91,406046.19,7612900.2,0.5091,POINT (406046.19 7612900.2)
3356,-149.309,68.6123,51.35,406046.9,7612899.3,0.5135000000000001,POINT (406046.9 7612899.3)
3357,-149.309,68.6123,42.98,406047.74,7612898.1,0.42979999999999996,POINT (406047.74 7612898.1)
3358,-149.309,68.6123,48.24,406048.45,7612897.2,0.4824,POINT (406048.45 7612897.2)
3359,-149.309,68.6123,47.69,406049.05,7612896.8,0.4769,POINT (406049.05 7612896.8)
3360,-149.309,68.6123,43.42,406049.45,7612896.6,0.43420000000000003,POINT (406049.45 7612896.6)
3361,-149.309,68.6123,45.25,406049.82,7612895.6,0.4525,POINT (406049.82 7612895.6)
3362,-149.309,68.6123,59.0,406051.16,7612895.2,0.59,POINT (406051.16 7612895.2)
3363,-149.309,68.6123,59.33,406051.78,7612893.7,0.5932999999999999,POINT (406051.78 7612893.7)
3364,-149.309,68.6123,56.28,406053.0,7612893.5,0.5628,POINT (406053 7612893.5)
3365,-149.309,68.6123,55.12,406055.05,7612892.1,0.5512,POINT (406055.05 7612892.1)
3366,-149.309,68.6123,48.02,406055.51,7612891.7,0.4802,POINT (406055.51 7612891.7)
3367,-149.309,68.6123,38.1,406057.45,7612890.9,0.381,POINT (406057.45 7612890.9)
3368,-149.309,68.6123,49.52,406057.28,7612890.0,0.49520000000000003,POINT (406057.28 7612890)
3369,-149.309,68.6122,27.84,406057.97,7612888.6,0.2784,POINT (406057.97 7612888.6)
3370,-149.309,68.6122,41.53,406058.71,7612888.2,0.4153,POINT (406058.71 7612888.2)
3371,-149.309,68.6122,51.9,406059.35,7612887.5,0.519,POINT (406059.35 7612887.5)
3372,-149.309,68.6122,62.49,406060.33,7612886.3,0.6249,POINT (406060.33 7612886.3)
3373,-149.309,68.6122,49.8,406061.11,7612885.5,0.498,POINT (406061.11 7612885.5)
3374,-149.309,68.6122,54.84,406061.56,7612884.6,0.5484,POINT (406061.56 7612884.6)
3375,-149.309,68.6122,55.95,406062.26,7612883.5,0.5595,POINT (406062.26 7612883.5)
3376,-149.309,68.6122,45.14,406062.9,7612882.5,0.4514,POINT (406062.9 7612882.5)
3377,-149.309,68.6122,35.82,406064.38,7612882.1,0.3582,POINT (406064.38 7612882.1)
3378,-149.309,68.6122,54.62,406064.16,7612881.5,0.5462,POINT (406064.16 7612881.5)
3379,-149.309,68.6122,55.17,406065.22,7612881.1,0.5517,POINT (406065.22 7612881.1)
3380,-149.309,68.6122,45.25,406066.19,7612879.6,0.4525,POINT (406066.19 7612879.6)
3381,-149.309,68.6122,28.78,406067.03,7612878.4,0.2878,POINT (406067.03 7612878.4)
3382,-149.308,68.6122,43.7,406068.01,7612877.5,0.43700000000000006,POINT (406068.01 7612877.5)
3383,-149.308,68.6121,43.64,406068.3,7612876.2,0.4364,POINT (406068.3 7612876.2)
3384,-149.308,68.6121,40.48,406068.46,7612875.0,0.4048,POINT (406068.46 7612875)
3385,-149.308,68.6121,50.35,406069.4,7612874.6,0.5035000000000001,POINT (406069.4 7612874.6)
3386,-149.308,68.6121,46.03,406071.18,7612873.3,0.4603,POINT (406071.18 7612873.3)
3387,-149.308,68.6121,33.71,406071.06,7612872.0,0.3371,POINT (406071.06 7612872)
3388,-149.308,68.6121,50.3,406072.48,7612871.9,0.503,POINT (406072.48 7612871.9)
3389,-149.308,68.6121,30.28,406073.23,7612870.2,0.3028,POINT (406073.23 7612870.2)
3390,-149.308,68.6121,52.62,406074.07,7612868.9,0.5262,POINT (406074.07 7612868.9)
3391,-149.308,68.6121,38.32,406074.87,7612868.5,0.3832,POINT (406074.87 7612868.5)
3392,-149.308,68.6121,42.75,406075.46,7612868.1,0.4275,POINT (406075.46 7612868.1)
3393,-149.308,68.6121,46.86,406076.58,7612867.1,0.4686,POINT (406076.58 7612867.1)
3394,-149.308,68.6121,49.19,406077.23,7612866.3,0.4919,POINT (406077.23 7612866.3)
3395,-149.308,68.612,56.84,406078.41,7612865.2,0.5684,POINT (406078.41 7612865.2)
3396,-149.308,68.612,52.51,406079.2,7612864.4,0.5251,POINT (406079.2 7612864.4)
3397,-149.308,68.612,50.52,406079.22,7612865.0,0.5052,POINT (406079.22 7612865)
3398,-149.308,68.612,53.34,406080.25,7612863.6,0.5334,POINT (406080.25 7612863.6)
3399,-149.308,68.612,37.98,406081.97,7612862.3,0.37979999999999997,POINT (406081.97 7612862.3)
3400,-149.308,68.612,42.92,406082.77,7612861.9,0.4292,POINT (406082.77 7612861.9)
3401,-149.308,68.612,41.2,406083.81,7612860.7,0.41200000000000003,POINT (406083.81 7612860.7)
3402,-149.308,68.612,45.75,406084.68,7612860.5,0.4575,POINT (406084.68 7612860.5)
3403,-149.308,68.612,48.13,406085.45,7612859.3,0.4813,POINT (406085.45 7612859.3)
3404,-149.308,68.612,40.81,406087.26,7612858.5,0.4081,POINT (406087.26 7612858.5)
3405,-149.308,68.612,50.35,406089.25,7612857.5,0.5035000000000001,POINT (406089.25 7612857.5)
3406,-149.308,68.612,46.8,406089.28,7612856.4,0.46799999999999997,POINT (406089.28 7612856.4)
3407,-149.308,68.612,48.35,406089.42,7612856.6,0.48350000000000004,POINT (406089.42 7612856.6)
3408,-149.308,68.612,59.89,406089.56,7612854.7,0.5989,POINT (406089.56 7612854.7)
3409,-149.308,68.6119,57.34,406091.09,7612853.9,0.5734,POINT (406091.09 7612853.9)
3410,-149.308,68.6119,52.01,406091.59,7612852.8,0.5201,POINT (406091.59 7612852.8)
3411,-149.308,68.6119,61.0,406093.24,7612851.6,0.61,POINT (406093.24 7612851.6)
3412,-149.308,68.6119,59.33,406093.24,7612851.6,0.5932999999999999,POINT (406093.24 7612851.6)
3413,-149.308,68.6119,67.71,406093.77,7612849.5,0.6770999999999999,POINT (406093.77 7612849.5)
3414,-149.308,68.6119,68.15,406095.1,7612848.7,0.6815000000000001,POINT (406095.1 7612848.7)
3415,-149.308,68.6119,68.04,406095.88,7612847.8,0.6804000000000001,POINT (406095.88 7612847.8)
3416,-149.308,68.6119,56.95,406096.65,7612846.6,0.5695,POINT (406096.65 7612846.6)
3417,-149.308,68.6119,65.99,406097.55,7612845.3,0.6598999999999999,POINT (406097.55 7612845.3)
3418,-149.308,68.6119,56.12,406098.23,7612845.1,0.5611999999999999,POINT (406098.23 7612845.1)
3419,-149.308,68.6119,54.9,406098.4,7612844.3,0.5489999999999999,POINT (406098.4 7612844.3)
3420,-149.308,68.6119,48.69,406099.43,7612843.0,0.4869,POINT (406099.43 7612843)
3421,-149.308,68.6118,51.24,406101.72,7612840.5,0.5124,POINT (406101.72 7612840.5)
3422,-149.308,68.6118,65.05,406101.83,7612839.9,0.6505,POINT (406101.83 7612839.9)
3423,-149.308,68.6118,55.45,406102.59,7612838.4,0.5545,POINT (406102.59 7612838.4)
3424,-149.308,68.6118,41.7,406103.87,7612836.5,0.41700000000000004,POINT (406103.87 7612836.5)
3425,-149.308,68.6118,41.2,406105.01,7612835.9,0.41200000000000003,POINT (406105.01 7612835.9)
3426,-149.30700000000002,68.6118,52.24,406106.85,7612834.4,0.5224,POINT (406106.85 7612834.4)
3427,-149.30700000000002,68.6118,53.79,406106.86,7612834.7,0.5379,POINT (406106.86 7612834.7)
3428,-149.30700000000002,68.6118,52.51,406107.82,7612833.2,0.5251,POINT (406107.82 7612833.2)
3429,-149.30700000000002,68.6118,54.29,406107.93,7612832.3,0.5428999999999999,POINT (406107.93 7612832.3)
3430,-149.30700000000002,68.6118,53.23,406109.73,7612831.5,0.5323,POINT (406109.73 7612831.5)
3431,-149.30700000000002,68.6117,44.03,406110.09,7612830.3,0.4403,POINT (406110.09 7612830.3)
3432,-149.30700000000002,68.6117,50.41,406110.99,7612829.0,0.5041,POINT (406110.99 7612829)
3433,-149.30700000000002,68.6117,50.85,406110.97,7612828.4,0.5085000000000001,POINT (406110.97 7612828.4)
3434,-149.30700000000002,68.6117,38.37,406112.08,7612827.3,0.3837,POINT (406112.08 7612827.3)
3435,-149.30700000000002,68.6117,37.6,406112.04,7612826.2,0.376,POINT (406112.04 7612826.2)
3436,-149.30700000000002,68.6117,33.05,406113.04,7612825.6,0.33049999999999996,POINT (406113.04 7612825.6)
3437,-149.30700000000002,68.6117,35.49,406112.89,7612825.2,0.3549,POINT (406112.89 7612825.2)
3438,-149.30700000000002,68.6117,41.26,406114.51,7612823.1,0.41259999999999997,POINT (406114.51 7612823.1)
3439,-149.30700000000002,68.6117,42.42,406115.55,7612821.9,0.4242,POINT (406115.55 7612821.9)
3440,-149.30700000000002,68.6117,47.86,406115.97,7612820.4,0.47859999999999997,POINT (406115.97 7612820.4)
3441,-149.30700000000002,68.6117,35.54,406116.37,7612820.4,0.3554,POINT (406116.37 7612820.4)
3442,-149.30700000000002,68.6116,49.02,406116.54,7612819.3,0.4902,POINT (406116.54 7612819.3)
3443,-149.30700000000002,68.6116,40.59,406117.46,7612818.7,0.40590000000000004,POINT (406117.46 7612818.7)
3444,-149.30700000000002,68.6116,36.49,406117.69,7612817.6,0.3649,POINT (406117.69 7612817.6)
3445,-149.30700000000002,68.6116,30.17,406118.28,7612816.8,0.3017,POINT (406118.28 7612816.8)
3446,-149.30700000000002,68.6116,43.81,406118.2,7612814.8,0.43810000000000004,POINT (406118.2 7612814.8)
3447,-149.30700000000002,68.6116,41.7,406119.53,7612814.0,0.41700000000000004,POINT (406119.53 7612814)
3448,-149.30700000000002,68.6116,48.47,406119.97,7612813.0,0.48469999999999996,POINT (406119.97 7612813)
3449,-149.30700000000002,68.6116,33.22,406120.19,7612811.7,0.3322,POINT (406120.19 7612811.7)
3450,-149.30700000000002,68.6116,48.24,406121.06,7612811.5,0.4824,POINT (406121.06 7612811.5)
3451,-149.30700000000002,68.6116,39.09,406121.83,7612810.2,0.3909,POINT (406121.83 7612810.2)
3452,-149.30700000000002,68.6116,41.2,406122.01,7612809.6,0.41200000000000003,POINT (406122.01 7612809.6)
3453,-149.30700000000002,68.6116,37.76,406123.75,7612808.8,0.3776,POINT (406123.75 7612808.8)
3454,-149.30700000000002,68.6115,43.97,406124.72,7612807.6,0.4397,POINT (406124.72 7612807.6)
3455,-149.30700000000002,68.6115,37.82,406125.83,7612806.5,0.3782,POINT (406125.83 7612806.5)
3456,-149.30700000000002,68.6115,40.26,406126.6,7612805.3,0.40259999999999996,POINT (406126.6 7612805.3)
3457,-149.30700000000002,68.6115,40.92,406126.45,7612805.0,0.4092,POINT (406126.45 7612805)
3458,-149.30700000000002,68.6115,40.09,406127.97,7612803.8,0.40090000000000003,POINT (406127.97 7612803.8)
3459,-149.30700000000002,68.6115,45.25,406127.99,7612804.4,0.4525,POINT (406127.99 7612804.4)
3460,-149.30700000000002,68.6115,36.65,406128.38,7612803.8,0.3665,POINT (406128.38 7612803.8)
3461,-149.30700000000002,68.6115,42.64,406128.93,7612802.3,0.4264,POINT (406128.93 7612802.3)
3462,-149.30700000000002,68.6115,49.46,406129.35,7612800.8,0.4946,POINT (406129.35 7612800.8)
3463,-149.30700000000002,68.6115,49.8,406131.01,7612799.8,0.498,POINT (406131.01 7612799.8)
3464,-149.30700000000002,68.6115,57.06,406132.12,7612798.6,0.5706,POINT (406132.12 7612798.6)
3465,-149.30700000000002,68.6115,51.57,406133.55,7612796.9,0.5157,POINT (406133.55 7612796.9)
3466,-149.30700000000002,68.6114,48.63,406134.01,7612796.5,0.4863,POINT (406134.01 7612796.5)
3467,-149.30700000000002,68.6114,55.62,406133.77,7612795.4,0.5562,POINT (406133.77 7612795.4)
3468,-149.30700000000002,68.6114,45.25,406134.24,7612793.7,0.4525,POINT (406134.24 7612793.7)
3469,-149.30700000000002,68.6114,52.74,406134.47,7612792.6,0.5274,POINT (406134.47 7612792.6)
3470,-149.30700000000002,68.6114,41.37,406135.79,7612791.6,0.41369999999999996,POINT (406135.79 7612791.6)
3471,-149.30700000000002,68.6114,52.29,406136.29,7612790.3,0.5229,POINT (406136.29 7612790.3)
3472,-149.30700000000002,68.6114,49.19,406137.53,7612788.9,0.4919,POINT (406137.53 7612788.9)
3473,-149.30700000000002,68.6114,40.04,406138.44,7612787.8,0.4004,POINT (406138.44 7612787.8)
3474,-149.30700000000002,68.6114,48.69,406139.08,7612786.8,0.4869,POINT (406139.08 7612786.8)
3475,-149.30700000000002,68.6114,50.96,406140.18,7612785.5,0.5096,POINT (406140.18 7612785.5)
3476,-149.30700000000002,68.6113,41.48,406141.34,7612783.8,0.41479999999999995,POINT (406141.34 7612783.8)
3477,-149.30700000000002,68.6113,62.99,406141.73,7612783.2,0.6299,POINT (406141.73 7612783.2)
3478,-149.30700000000002,68.6113,58.78,406142.68,7612781.5,0.5878,POINT (406142.68 7612781.5)
3479,-149.30700000000002,68.6113,45.53,406143.18,7612780.4,0.45530000000000004,POINT (406143.18 7612780.4)
3480,-149.30700000000002,68.6113,50.91,406144.11,7612779.8,0.5091,POINT (406144.11 7612779.8)
3481,-149.30700000000002,68.6113,52.9,406145.0,7612778.2,0.529,POINT (406145 7612778.2)
3482,-149.306,68.6113,45.03,406146.81,7612777.6,0.45030000000000003,POINT (406146.81 7612777.6)
3483,-149.306,68.6113,51.29,406147.85,7612776.3,0.5129,POINT (406147.85 7612776.3)
3484,-149.306,68.6113,40.92,406148.1,7612775.9,0.4092,POINT (406148.1 7612775.9)
3485,-149.306,68.6113,24.73,406149.06,7612774.2,0.2473,POINT (406149.06 7612774.2)
3486,-149.306,68.6113,44.47,406149.41,7612774.5,0.4447,POINT (406149.41 7612774.5)
3487,-149.306,68.6112,44.53,406150.31,7612773.2,0.44530000000000003,POINT (406150.31 7612773.2)
3488,-149.306,68.6112,37.82,406150.77,7612772.8,0.3782,POINT (406150.77 7612772.8)
3489,-149.306,68.6112,35.71,406151.66,7612771.1,0.35710000000000003,POINT (406151.66 7612771.1)
3490,-149.306,68.6112,38.26,406152.32,7612770.7,0.3826,POINT (406152.32 7612770.7)
3491,-149.306,68.6112,37.93,406153.74,7612768.6,0.37929999999999997,POINT (406153.74 7612768.6)
3492,-149.306,68.6112,51.74,406155.0,7612767.8,0.5174,POINT (406155 7612767.8)
3493,-149.306,68.6112,45.36,406157.07,7612765.1,0.4536,POINT (406157.07 7612765.1)
3494,-149.306,68.6112,37.98,406156.28,7612764.1,0.37979999999999997,POINT (406156.28 7612764.1)
3495,-149.306,68.6112,53.4,406156.05,7612763.3,0.534,POINT (406156.05 7612763.3)
3496,-149.306,68.6112,34.77,406156.43,7612762.6,0.3477,POINT (406156.43 7612762.6)
3497,-149.306,68.6111,35.6,406157.3,7612762.2,0.35600000000000004,POINT (406157.3 7612762.2)
3498,-149.306,68.6111,42.25,406157.63,7612762.0,0.4225,POINT (406157.63 7612762)
3499,-149.306,68.6111,36.6,406159.83,7612760.8,0.366,POINT (406159.83 7612760.8)
3500,-149.306,68.6111,45.3,406160.53,7612759.6,0.45299999999999996,POINT (406160.53 7612759.6)
3501,-149.306,68.6111,34.6,406161.44,7612758.7,0.34600000000000003,POINT (406161.44 7612758.7)
3502,-149.306,68.6111,60.11,406162.99,7612756.6,0.6011,POINT (406162.99 7612756.6)
3503,-149.306,68.6111,48.52,406163.18,7612756.2,0.4852,POINT (406163.18 7612756.2)
3504,-149.306,68.6111,50.02,406164.21,7612754.6,0.5002,POINT (406164.21 7612754.6)
3505,-149.306,68.6111,47.08,406166.06,7612753.1,0.4708,POINT (406166.06 7612753.1)
3506,-149.306,68.6111,53.79,406167.17,7612752.1,0.5379,POINT (406167.17 7612752.1)
3507,-149.306,68.6111,40.98,406168.34,7612750.8,0.40979999999999994,POINT (406168.34 7612750.8)
3508,-149.306,68.611,41.42,406168.39,7612750.2,0.4142,POINT (406168.39 7612750.2)
3509,-149.306,68.611,35.66,406169.45,7612749.6,0.3566,POINT (406169.45 7612749.6)
3510,-149.306,68.611,37.71,406170.11,7612749.0,0.3771,POINT (406170.11 7612749)
3511,-149.306,68.611,35.66,406170.74,7612747.7,0.3566,POINT (406170.74 7612747.7)
3512,-149.306,68.611,38.87,406171.12,7612746.9,0.3887,POINT (406171.12 7612746.9)
3513,-149.306,68.611,38.43,406171.97,7612746.2,0.3843,POINT (406171.97 7612746.2)
3514,-149.306,68.611,49.8,406172.02,7612745.6,0.498,POINT (406172.02 7612745.6)
3515,-149.306,68.611,35.6,406172.39,7612744.7,0.35600000000000004,POINT (406172.39 7612744.7)
3516,-149.306,68.611,27.28,406173.43,7612743.3,0.2728,POINT (406173.43 7612743.3)
3517,-149.306,68.611,35.93,406174.34,7612742.2,0.3593,POINT (406174.34 7612742.2)
3518,-149.306,68.611,43.97,406174.78,7612741.4,0.4397,POINT (406174.78 7612741.4)
3519,-149.306,68.611,48.13,406175.89,7612740.3,0.4813,POINT (406175.89 7612740.3)
3520,-149.306,68.6109,50.63,406176.8,7612739.1,0.5063,POINT (406176.8 7612739.1)
3521,-149.306,68.6109,52.57,406177.53,7612738.5,0.5257000000000001,POINT (406177.53 7612738.5)
3522,-149.306,68.6109,50.91,406178.44,7612737.6,0.5091,POINT (406178.44 7612737.6)
3523,-149.306,68.6109,50.3,406179.3,7612737.0,0.503,POINT (406179.3 7612737)
3524,-149.306,68.6109,38.82,406180.2,7612735.6,0.3882,POINT (406180.2 7612735.6)
3525,-149.306,68.6109,47.19,406180.7,7612734.5,0.4719,POINT (406180.7 7612734.5)
3526,-149.306,68.6109,44.97,406181.91,7612734.1,0.4497,POINT (406181.91 7612734.1)
3527,-149.306,68.6109,41.15,406182.35,7612733.1,0.4115,POINT (406182.35 7612733.1)
3528,-149.306,68.6109,23.9,406183.34,7612732.5,0.239,POINT (406183.34 7612732.5)
3529,-149.306,68.6109,43.7,406183.96,7612730.8,0.43700000000000006,POINT (406183.96 7612730.8)
3530,-149.305,68.6109,20.24,406185.94,7612729.5,0.2024,POINT (406185.94 7612729.5)
3531,-149.305,68.6109,35.21,406185.72,7612728.9,0.3521,POINT (406185.72 7612728.9)
3532,-149.305,68.6108,29.39,406186.75,7612727.6,0.2939,POINT (406186.75 7612727.6)
3533,-149.305,68.6108,32.66,406187.06,7612726.6,0.32659999999999995,POINT (406187.06 7612726.6)
3534,-149.305,68.6108,29.33,406188.23,7612725.3,0.2933,POINT (406188.23 7612725.3)
3535,-149.305,68.6108,21.02,406188.65,7612724.0,0.2102,POINT (406188.65 7612724)
3536,-149.305,68.6108,20.52,406189.58,7612723.2,0.2052,POINT (406189.58 7612723.2)
3537,-149.305,68.6108,40.92,406190.49,7612722.2,0.4092,POINT (406190.49 7612722.2)
3538,-149.305,68.6108,29.28,406191.55,7612721.4,0.2928,POINT (406191.55 7612721.4)
3539,-149.305,68.6108,27.89,406191.61,7612719.6,0.2789,POINT (406191.61 7612719.6)
3540,-149.305,68.6108,32.33,406192.27,7612718.8,0.3233,POINT (406192.27 7612718.8)
3541,-149.305,68.6108,26.89,406193.77,7612717.3,0.26890000000000003,POINT (406193.77 7612717.3)
3542,-149.305,68.6108,28.28,406194.43,7612716.9,0.2828,POINT (406194.43 7612716.9)
3543,-149.305,68.6107,42.14,406196.01,7612715.5,0.4214,POINT (406196.01 7612715.5)
3544,-149.305,68.6107,25.51,406196.99,7612714.4,0.2551,POINT (406196.99 7612714.4)
3545,-149.305,68.6107,40.2,406198.1,7612713.2,0.402,POINT (406198.1 7612713.2)
3546,-149.305,68.6107,41.64,406199.02,7612712.4,0.4164,POINT (406199.02 7612712.4)
3547,-149.305,68.6107,35.43,406200.1,7612710.5,0.3543,POINT (406200.1 7612710.5)
3548,-149.305,68.6107,42.92,406200.28,7612710.0,0.4292,POINT (406200.28 7612710)
3549,-149.305,68.6107,43.25,406201.25,7612708.6,0.4325,POINT (406201.25 7612708.6)
3550,-149.305,68.6107,42.81,406202.52,7612708.0,0.42810000000000004,POINT (406202.52 7612708)
3551,-149.305,68.6107,29.28,406203.83,7612706.9,0.2928,POINT (406203.83 7612706.9)
3552,-149.305,68.6107,22.74,406203.96,7612706.7,0.2274,POINT (406203.96 7612706.7)
3553,-149.305,68.6107,34.99,406205.29,7612706.1,0.34990000000000004,POINT (406205.29 7612706.1)
3554,-149.305,68.6107,31.94,406206.16,7612705.5,0.3194,POINT (406206.16 7612705.5)
3555,-149.305,68.6106,24.62,406206.92,7612704.1,0.2462,POINT (406206.92 7612704.1)
3556,-149.305,68.6106,31.83,406207.09,7612703.2,0.31829999999999997,POINT (406207.09 7612703.2)
3557,-149.305,68.6106,38.1,406207.55,7612702.6,0.381,POINT (406207.55 7612702.6)
3558,-149.305,68.6106,45.8,406208.04,7612701.5,0.45799999999999996,POINT (406208.04 7612701.5)
3559,-149.305,68.6106,33.27,406209.48,7612699.9,0.33270000000000005,POINT (406209.48 7612699.9)
3560,-149.305,68.6106,31.72,406210.47,7612699.2,0.3172,POINT (406210.47 7612699.2)
3561,-149.305,68.6106,33.05,406210.97,7612698.0,0.33049999999999996,POINT (406210.97 7612698)
3562,-149.305,68.6106,34.55,406211.78,7612697.8,0.3455,POINT (406211.78 7612697.8)
3563,-149.305,68.6106,18.85,406212.47,7612696.5,0.1885,POINT (406212.47 7612696.5)
3564,-149.305,68.6106,34.82,406213.61,7612695.9,0.3482,POINT (406213.61 7612695.9)
3565,-149.305,68.6106,23.07,406214.84,7612694.5,0.23070000000000002,POINT (406214.84 7612694.5)
3566,-149.305,68.6106,31.33,406214.99,7612694.7,0.31329999999999997,POINT (406214.99 7612694.7)
3567,-149.305,68.6105,32.61,406215.39,7612692.8,0.3261,POINT (406215.39 7612692.8)
3568,-149.305,68.6105,28.06,406216.38,7612692.1,0.28059999999999996,POINT (406216.38 7612692.1)
