,LongitudeDDDDD,LatitudeDDDDD,DepthCm,UTM_E,UTM_N,Depth_m,geometry
1038,-149.319,68.6085,89.2,405624.37,7612492.1,0.892,POINT (405624.37 7612492.1)
1039,-149.319,68.6085,97.1,405624.91,7612491.9,0.971,POINT (405624.91 7612491.9)
1040,-149.319,68.6085,102.9,405625.84,7612491.3,1.0290000000000001,POINT (405625.84 7612491.3)
1041,-149.319,68.6085,87.0,405626.17,7612491.1,0.87,POINT (405626.17 7612491.1)
1042,-149.319,68.6085,107.8,405626.85,7612491.0,1.078,POINT (405626.85 7612491)
1043,-149.319,68.6085,108.4,405627.94,7612491.4,1.084,POINT (405627.94 7612491.4)
1044,-149.319,68.6085,104.2,405628.75,7612491.2,1.042,POINT (405628.75 7612491.2)
1045,-149.319,68.6085,105.8,405629.62,7612490.8,1.058,POINT (405629.62 7612490.8)
1046,-149.319,68.6085,105.2,405631.44,7612490.5,1.052,POINT (405631.44 7612490.5)
1047,-149.319,68.6085,90.6,405632.03,7612489.9,0.9059999999999999,POINT (405632.03 7612489.9)
1048,-149.319,68.6085,87.8,405632.25,7612490.3,0.878,POINT (405632.25 7612490.3)
1049,-149.319,68.6085,103.9,405633.12,7612490.1,1.0390000000000001,POINT (405633.12 7612490.1)
1050,-149.319,68.6085,104.5,405634.21,7612490.2,1.045,POINT (405634.21 7612490.2)
1051,-149.319,68.6085,106.6,405634.7,7612490.4,1.0659999999999998,POINT (405634.7 7612490.4)
1052,-149.319,68.6085,107.7,405636.58,7612489.9,1.077,POINT (405636.58 7612489.9)
1053,-149.319,68.6085,107.4,405637.6,7612489.9,1.074,POINT (405637.6 7612489.9)
1054,-149.319,68.6085,111.8,405638.15,7612490.1,1.1179999999999999,POINT (405638.15 7612490.1)
1055,-149.319,68.6085,108.5,405637.99,7612491.2,1.085,POINT (405637.99 7612491.2)
1056,-149.319,68.6085,110.0,405640.15,7612490.9,1.1,POINT (405640.15 7612490.9)
1057,-149.319,68.6085,95.7,405640.9,7612491.1,0.9570000000000001,POINT (405640.9 7612491.1)
1058,-149.319,68.6085,110.8,405641.12,7612491.4,1.1079999999999999,POINT (405641.12 7612491.4)
1059,-149.319,68.6085,104.3,405643.33,7612490.6,1.043,POINT (405643.33 7612490.6)
1060,-149.319,68.6086,99.7,405643.71,7612491.7,0.997,POINT (405643.71 7612491.7)
1061,-149.319,68.6085,74.15,405643.82,7612491.1,0.7415,POINT (405643.82 7612491.1)
1062,-149.319,68.6085,76.03,405643.82,7612491.1,0.7603,POINT (405643.82 7612491.1)
1063,-149.319,68.6085,77.87,405644.14,7612490.4,0.7787000000000001,POINT (405644.14 7612490.4)
1064,-149.319,68.6085,77.81,405645.4,7612491.5,0.7781,POINT (405645.4 7612491.5)
1065,-149.31799999999998,68.6085,74.2,405646.75,7612491.4,0.742,POINT (405646.75 7612491.4)
1066,-149.31799999999998,68.6085,106.5,405647.59,7612490.1,1.065,POINT (405647.59 7612490.1)
1067,-149.31799999999998,68.6085,112.4,405648.42,7612490.6,1.124,POINT (405648.42 7612490.6)
1068,-149.31799999999998,68.6085,107.9,405649.59,7612490.9,1.079,POINT (405649.59 7612490.9)
1069,-149.31799999999998,68.6085,107.0,405649.99,7612490.7,1.07,POINT (405649.99 7612490.7)
1070,-149.31799999999998,68.6085,112.5,405650.94,7612489.0,1.125,POINT (405650.94 7612489)
1071,-149.31799999999998,68.6085,114.3,405651.03,7612489.6,1.143,POINT (405651.03 7612489.6)
1072,-149.31799999999998,68.6085,109.7,405651.96,7612489.0,1.097,POINT (405651.96 7612489)
1073,-149.31799999999998,68.6085,115.5,405653.54,7612489.7,1.155,POINT (405653.54 7612489.7)
1074,-149.31799999999998,68.6085,113.7,405653.84,7612490.2,1.137,POINT (405653.84 7612490.2)
1075,-149.31799999999998,68.6085,112.7,405655.24,7612489.6,1.127,POINT (405655.24 7612489.6)
1076,-149.31799999999998,68.6085,115.0,405656.38,7612489.2,1.15,POINT (405656.38 7612489.2)
1077,-149.31799999999998,68.6085,111.9,405656.12,7612489.6,1.119,POINT (405656.12 7612489.6)
1078,-149.31799999999998,68.6085,115.9,405656.67,7612489.7,1.159,POINT (405656.67 7612489.7)
1079,-149.31799999999998,68.6085,117.2,405657.34,7612489.5,1.172,POINT (405657.34 7612489.5)
1080,-149.31799999999998,68.6085,115.7,405658.45,7612490.2,1.157,POINT (405658.45 7612490.2)
1081,-149.31799999999998,68.6085,117.4,405659.46,7612490.0,1.1740000000000002,POINT (405659.46 7612490)
1082,-149.31799999999998,68.6085,113.1,405660.23,7612490.3,1.131,POINT (405660.23 7612490.3)
1083,-149.31799999999998,68.6085,112.9,405661.03,7612490.1,1.129,POINT (405661.03 7612490.1)
1084,-149.31799999999998,68.6085,111.4,405661.12,7612490.7,1.114,POINT (405661.12 7612490.7)
1085,-149.31799999999998,68.6085,112.5,405661.23,7612489.9,1.125,POINT (405661.23 7612489.9)
1086,-149.31799999999998,68.6085,109.4,405663.13,7612490.0,1.094,POINT (405663.13 7612490)
1087,-149.31799999999998,68.6085,114.6,405665.11,7612490.2,1.146,POINT (405665.11 7612490.2)
1088,-149.31799999999998,68.6085,119.9,405664.98,7612490.3,1.199,POINT (405664.98 7612490.3)
1089,-149.31799999999998,68.6086,19.37,405663.44,7612491.0,0.1937,POINT (405663.44 7612491)
1090,-149.31799999999998,68.6086,119.9,405664.01,7612491.9,1.199,POINT (405664.01 7612491.9)
1091,-149.31799999999998,68.6086,120.0,405666.77,7612491.0,1.2,POINT (405666.77 7612491)
1092,-149.31799999999998,68.6086,118.6,405667.79,7612491.2,1.186,POINT (405667.79 7612491.2)
1093,-149.31799999999998,68.6085,117.8,405669.04,7612490.2,1.178,POINT (405669.04 7612490.2)
1094,-149.31799999999998,68.6085,119.9,405669.73,7612490.4,1.199,POINT (405669.73 7612490.4)
1095,-149.31799999999998,68.6086,116.7,405670.23,7612490.9,1.167,POINT (405670.23 7612490.9)
1096,-149.31799999999998,68.6086,120.0,405670.72,7612491.4,1.2,POINT (405670.72 7612491.4)
1097,-149.31799999999998,68.6086,119.9,405670.44,7612491.3,1.199,POINT (405670.44 7612491.3)
1098,-149.31799999999998,68.6086,119.9,405670.71,7612491.2,1.199,POINT (405670.71 7612491.2)
1099,-149.31799999999998,68.6086,119.8,405671.47,7612491.4,1.198,POINT (405671.47 7612491.4)
1100,-149.31799999999998,68.6086,119.9,405672.51,7612492.1,1.199,POINT (405672.51 7612492.1)
1101,-149.31799999999998,68.6086,119.9,405674.06,7612491.7,1.199,POINT (405674.06 7612491.7)
1102,-149.31799999999998,68.6086,119.9,405675.07,7612491.5,1.199,POINT (405675.07 7612491.5)
1103,-149.31799999999998,68.6086,120.0,405676.15,7612491.2,1.2,POINT (405676.15 7612491.2)
1104,-149.31799999999998,68.6085,119.9,405676.56,7612489.7,1.199,POINT (405676.56 7612489.7)
1105,-149.31799999999998,68.6086,120.0,405677.77,7612491.0,1.2,POINT (405677.77 7612491)
1106,-149.31799999999998,68.6086,117.4,405678.65,7612490.9,1.1740000000000002,POINT (405678.65 7612490.9)
1107,-149.31799999999998,68.6086,119.9,405680.87,7612490.5,1.199,POINT (405680.87 7612490.5)
1108,-149.31799999999998,68.6086,118.0,405681.64,7612491.0,1.18,POINT (405681.64 7612491)
1109,-149.31799999999998,68.6086,119.8,405680.88,7612490.7,1.198,POINT (405680.88 7612490.7)
1110,-149.31799999999998,68.6086,111.0,405682.78,7612490.8,1.11,POINT (405682.78 7612490.8)
1111,-149.31799999999998,68.6086,112.6,405683.53,7612491.0,1.126,POINT (405683.53 7612491)
1112,-149.31799999999998,68.6086,106.1,405684.08,7612490.9,1.061,POINT (405684.08 7612490.9)
1113,-149.31799999999998,68.6086,117.4,405684.96,7612491.1,1.1740000000000002,POINT (405684.96 7612491.1)
1114,-149.31799999999998,68.6086,109.4,405685.45,7612491.4,1.094,POINT (405685.45 7612491.4)
1115,-149.31799999999998,68.6086,107.9,405685.89,7612492.2,1.079,POINT (405685.89 7612492.2)
1116,-149.317,68.6086,103.7,405686.95,7612491.6,1.037,POINT (405686.95 7612491.6)
1117,-149.317,68.6086,101.7,405687.78,7612490.2,1.0170000000000001,POINT (405687.78 7612490.2)
1118,-149.317,68.6086,110.9,405689.35,7612490.2,1.109,POINT (405689.35 7612490.2)
1119,-149.317,68.6086,110.1,405689.83,7612490.5,1.101,POINT (405689.83 7612490.5)
1120,-149.317,68.6086,104.8,405691.39,7612490.5,1.048,POINT (405691.39 7612490.5)
1121,-149.317,68.6086,97.0,405691.33,7612490.7,0.97,POINT (405691.33 7612490.7)
1122,-149.317,68.6086,100.0,405691.87,7612490.6,1.0,POINT (405691.87 7612490.6)
1123,-149.317,68.6086,99.4,405692.48,7612490.4,0.9940000000000001,POINT (405692.48 7612490.4)
1124,-149.317,68.6086,99.2,405693.36,7612490.4,0.992,POINT (405693.36 7612490.4)
1125,-149.317,68.6086,95.9,405694.23,7612490.2,0.9590000000000001,POINT (405694.23 7612490.2)
1126,-149.317,68.6086,92.6,405695.55,7612490.9,0.9259999999999999,POINT (405695.55 7612490.9)
1127,-149.317,68.6086,92.0,405696.13,7612491.8,0.92,POINT (405696.13 7612491.8)
1128,-149.317,68.6086,86.1,405696.24,7612491.2,0.861,POINT (405696.24 7612491.2)
1129,-149.317,68.6086,87.0,405696.43,7612490.8,0.87,POINT (405696.43 7612490.8)
1130,-149.317,68.6086,95.3,405696.15,7612490.7,0.953,POINT (405696.15 7612490.7)
1131,-149.317,68.6086,93.8,405697.77,7612490.4,0.938,POINT (405697.77 7612490.4)
1132,-149.317,68.6086,106.4,405699.01,7612490.9,1.064,POINT (405699.01 7612490.9)
1133,-149.317,68.6086,100.1,405698.96,7612491.1,1.001,POINT (405698.96 7612491.1)
1134,-149.317,68.6086,94.4,405697.94,7612491.2,0.9440000000000001,POINT (405697.94 7612491.2)
1135,-149.317,68.6086,100.3,405699.63,7612491.1,1.003,POINT (405699.63 7612491.1)
1136,-149.317,68.6086,99.4,405702.22,7612491.2,0.9940000000000001,POINT (405702.22 7612491.2)
1137,-149.317,68.6086,104.2,405703.68,7612490.6,1.042,POINT (405703.68 7612490.6)
1138,-149.317,68.6086,106.2,405704.08,7612490.2,1.062,POINT (405704.08 7612490.2)
1139,-149.317,68.6086,101.3,405705.68,7612491.2,1.013,POINT (405705.68 7612491.2)
1140,-149.317,68.6086,102.0,405704.96,7612490.1,1.02,POINT (405704.96 7612490.1)
1141,-149.317,68.6086,94.8,405706.1,7612489.7,0.948,POINT (405706.1 7612489.7)
1142,-149.317,68.6086,101.8,405707.05,7612489.7,1.018,POINT (405707.05 7612489.7)
1143,-149.317,68.6086,100.7,405708.28,7612490.0,1.0070000000000001,POINT (405708.28 7612490)
1144,-149.317,68.6086,95.7,405708.87,7612489.3,0.9570000000000001,POINT (405708.87 7612489.3)
1145,-149.317,68.6085,94.7,405709.99,7612488.5,0.9470000000000001,POINT (405709.99 7612488.5)
1146,-149.317,68.6085,99.2,405710.92,7612487.9,0.992,POINT (405710.92 7612487.9)
1147,-149.317,68.6085,92.3,405711.5,7612489.0,0.9229999999999999,POINT (405711.5 7612489)
1148,-149.317,68.6085,100.3,405711.69,7612488.6,1.003,POINT (405711.69 7612488.6)
1149,-149.317,68.6085,91.2,405712.42,7612488.0,0.912,POINT (405712.42 7612488)
1150,-149.317,68.6085,92.1,405713.83,7612487.8,0.9209999999999999,POINT (405713.83 7612487.8)
1151,-149.317,68.6085,93.3,405714.46,7612488.3,0.9329999999999999,POINT (405714.46 7612488.3)
1152,-149.317,68.6085,99.6,405715.97,7612488.6,0.996,POINT (405715.97 7612488.6)
1153,-149.317,68.6085,98.6,405716.25,7612487.1,0.986,POINT (405716.25 7612487.1)
1154,-149.317,68.6085,100.6,405716.53,7612487.3,1.006,POINT (405716.53 7612487.3)
1155,-149.317,68.6085,106.6,405717.37,7612487.8,1.0659999999999998,POINT (405717.37 7612487.8)
1156,-149.317,68.6085,94.7,405720.17,7612488.3,0.9470000000000001,POINT (405720.17 7612488.3)
1157,-149.317,68.6085,91.3,405720.9,7612488.1,0.9129999999999999,POINT (405720.9 7612488.1)
1158,-149.317,68.6085,101.8,405722.26,7612488.0,1.018,POINT (405722.26 7612488)
1159,-149.317,68.6085,89.5,405722.54,7612488.4,0.895,POINT (405722.54 7612488.4)
1160,-149.317,68.6085,90.8,405723.5,7612488.3,0.9079999999999999,POINT (405723.5 7612488.3)
1161,-149.317,68.6085,87.9,405723.62,7612488.1,0.879,POINT (405723.62 7612488.1)
1162,-149.317,68.6085,98.6,405724.21,7612487.4,0.986,POINT (405724.21 7612487.4)
1163,-149.317,68.6085,107.2,405725.57,7612487.5,1.072,POINT (405725.57 7612487.5)
1164,-149.316,68.6085,94.5,405727.29,7612488.2,0.945,POINT (405727.29 7612488.2)
1165,-149.316,68.6085,96.8,405728.38,7612488.1,0.968,POINT (405728.38 7612488.1)
1166,-149.316,68.6085,100.9,405728.72,7612488.3,1.0090000000000001,POINT (405728.72 7612488.3)
1167,-149.316,68.6086,96.0,405729.29,7612489.0,0.96,POINT (405729.29 7612489)
1168,-149.316,68.6086,99.5,405730.37,7612488.8,0.995,POINT (405730.37 7612488.8)
1169,-149.316,68.6085,100.7,405731.27,7612487.5,1.0070000000000001,POINT (405731.27 7612487.5)
1170,-149.316,68.6086,108.9,405732.05,7612488.4,1.089,POINT (405732.05 7612488.4)
1171,-149.316,68.6085,105.4,405732.04,7612488.0,1.054,POINT (405732.04 7612488)
1172,-149.316,68.6085,108.5,405733.6,7612487.9,1.085,POINT (405733.6 7612487.9)
1173,-149.316,68.6086,106.6,405735.26,7612488.8,1.0659999999999998,POINT (405735.26 7612488.8)
1174,-149.316,68.6086,108.4,405736.82,7612488.8,1.084,POINT (405736.82 7612488.8)
1175,-149.316,68.6086,103.4,405738.91,7612488.5,1.034,POINT (405738.91 7612488.5)
1176,-149.316,68.6085,106.7,405740.18,7612487.7,1.067,POINT (405740.18 7612487.7)
1177,-149.316,68.6085,104.7,405741.12,7612487.5,1.047,POINT (405741.12 7612487.5)
1178,-149.316,68.6086,98.7,405742.84,7612488.2,0.987,POINT (405742.84 7612488.2)
1179,-149.316,68.6085,89.0,405743.64,7612487.8,0.89,POINT (405743.64 7612487.8)
1180,-149.316,68.6086,100.8,405744.74,7612488.3,1.008,POINT (405744.74 7612488.3)
1181,-149.316,68.6085,101.3,405745.8,7612487.5,1.013,POINT (405745.8 7612487.5)
1182,-149.316,68.6085,101.2,405746.34,7612487.3,1.012,POINT (405746.34 7612487.3)
1183,-149.316,68.6086,107.3,405746.92,7612488.2,1.073,POINT (405746.92 7612488.2)
1184,-149.316,68.6086,101.3,405748.28,7612488.5,1.013,POINT (405748.28 7612488.5)
1185,-149.316,68.6086,92.2,405748.98,7612489.0,0.922,POINT (405748.98 7612489)
1186,-149.316,68.6086,98.7,405750.35,7612489.2,0.987,POINT (405750.35 7612489.2)
1187,-149.316,68.6086,105.6,405751.86,7612487.8,1.056,POINT (405751.86 7612487.8)
1188,-149.316,68.6086,95.0,405751.61,7612488.6,0.95,POINT (405751.61 7612488.6)
1189,-149.316,68.6086,90.0,405752.41,7612488.2,0.9,POINT (405752.41 7612488.2)
1190,-149.316,68.6086,93.6,405754.44,7612487.9,0.9359999999999999,POINT (405754.44 7612487.9)
1191,-149.316,68.6086,94.1,405755.93,7612487.9,0.941,POINT (405755.93 7612487.9)
1192,-149.316,68.6086,91.0,405755.73,7612488.0,0.91,POINT (405755.73 7612488)
1193,-149.316,68.6086,92.1,405757.01,7612487.6,0.9209999999999999,POINT (405757.01 7612487.6)
1194,-149.316,68.6085,89.2,405757.25,7612486.9,0.892,POINT (405757.25 7612486.9)
1195,-149.316,68.6085,94.2,405757.86,7612486.7,0.9420000000000001,POINT (405757.86 7612486.7)
1196,-149.316,68.6085,89.1,405758.93,7612486.3,0.8909999999999999,POINT (405758.93 7612486.3)
1197,-149.316,68.6085,91.7,405760.04,7612487.0,0.917,POINT (405760.04 7612487)
1198,-149.316,68.6085,77.58,405760.43,7612486.6,0.7757999999999999,POINT (405760.43 7612486.6)
1199,-149.316,68.6086,91.6,405761.14,7612487.3,0.9159999999999999,POINT (405761.14 7612487.3)
1200,-149.316,68.6086,85.5,405761.98,7612488.0,0.855,POINT (405761.98 7612488)
1201,-149.316,68.6086,84.6,405763.05,7612487.6,0.846,POINT (405763.05 7612487.6)
1202,-149.316,68.6086,90.3,405762.93,7612488.0,0.903,POINT (405762.93 7612488)
1203,-149.316,68.6086,90.0,405764.48,7612487.7,0.9,POINT (405764.48 7612487.7)
1204,-149.316,68.6086,75.53,405765.7,7612487.7,0.7553,POINT (405765.7 7612487.7)
1205,-149.316,68.6086,96.5,405767.39,7612487.4,0.965,POINT (405767.39 7612487.4)
1206,-149.315,68.6086,88.6,405768.06,7612487.0,0.8859999999999999,POINT (405768.06 7612487)
1207,-149.315,68.6085,99.0,405767.83,7612486.5,0.99,POINT (405767.83 7612486.5)
1208,-149.315,68.6085,94.9,405769.94,7612486.8,0.9490000000000001,POINT (405769.94 7612486.8)
1209,-149.315,68.6085,90.6,405770.69,7612486.6,0.9059999999999999,POINT (405770.69 7612486.6)
1210,-149.315,68.6085,94.3,405770.52,7612485.8,0.943,POINT (405770.52 7612485.8)
1211,-149.315,68.6085,93.9,405771.88,7612485.8,0.9390000000000001,POINT (405771.88 7612485.8)
1212,-149.315,68.6085,88.0,405773.39,7612486.3,0.88,POINT (405773.39 7612486.3)
1213,-149.315,68.6085,86.5,405774.38,7612485.7,0.865,POINT (405774.38 7612485.7)
1214,-149.315,68.6086,85.8,405775.6,7612487.1,0.858,POINT (405775.6 7612487.1)
1215,-149.315,68.6086,88.4,405777.15,7612487.1,0.884,POINT (405777.15 7612487.1)
1216,-149.315,68.6086,93.1,405778.18,7612487.2,0.9309999999999999,POINT (405778.18 7612487.2)
1217,-149.315,68.6085,84.0,405779.22,7612486.0,0.84,POINT (405779.22 7612486)
1218,-149.315,68.6086,74.75,405780.06,7612486.8,0.7475,POINT (405780.06 7612486.8)
1219,-149.315,68.6086,100.9,405780.67,7612486.5,1.0090000000000001,POINT (405780.67 7612486.5)
1220,-149.315,68.6085,91.2,405782.34,7612486.1,0.912,POINT (405782.34 7612486.1)
1221,-149.315,68.6085,103.7,405783.02,7612486.1,1.037,POINT (405783.02 7612486.1)
1222,-149.315,68.6085,94.1,405783.75,7612485.5,0.941,POINT (405783.75 7612485.5)
1223,-149.315,68.6085,86.7,405786.67,7612485.6,0.867,POINT (405786.67 7612485.6)
1224,-149.315,68.6085,92.8,405787.16,7612485.9,0.9279999999999999,POINT (405787.16 7612485.9)
1225,-149.315,68.6085,89.0,405788.31,7612485.9,0.89,POINT (405788.31 7612485.9)
1226,-149.315,68.6085,82.1,405789.13,7612485.9,0.821,POINT (405789.13 7612485.9)
1227,-149.315,68.6085,80.0,405789.81,7612486.0,0.8,POINT (405789.81 7612486)
1228,-149.315,68.6086,86.5,405791.11,7612486.3,0.865,POINT (405791.11 7612486.3)
1229,-149.315,68.6086,89.3,405792.19,7612486.1,0.893,POINT (405792.19 7612486.1)
1230,-149.315,68.6085,88.8,405793.59,7612485.3,0.888,POINT (405793.59 7612485.3)
1231,-149.315,68.6085,89.2,405793.87,7612485.5,0.892,POINT (405793.87 7612485.5)
1232,-149.315,68.6085,89.0,405794.55,7612485.7,0.89,POINT (405794.55 7612485.7)
1233,-149.315,68.6085,86.6,405795.48,7612485.1,0.866,POINT (405795.48 7612485.1)
1234,-149.315,68.6085,94.0,405797.44,7612484.8,0.94,POINT (405797.44 7612484.8)
1235,-149.315,68.6085,94.7,405799.23,7612485.7,0.9470000000000001,POINT (405799.23 7612485.7)
1236,-149.315,68.6085,108.7,405799.3,7612485.7,1.087,POINT (405799.3 7612485.7)
1237,-149.315,68.6086,101.2,405801.28,7612486.0,1.012,POINT (405801.28 7612486)
1238,-149.315,68.6085,105.5,405802.07,7612485.2,1.055,POINT (405802.07 7612485.2)
1239,-149.315,68.6085,109.4,405802.26,7612484.8,1.094,POINT (405802.26 7612484.8)
1240,-149.315,68.6085,96.7,405803.4,7612484.4,0.9670000000000001,POINT (405803.4 7612484.4)
1241,-149.315,68.6085,88.6,405803.35,7612485.0,0.8859999999999999,POINT (405803.35 7612485)
1242,-149.315,68.6085,86.8,405805.03,7612484.3,0.868,POINT (405805.03 7612484.3)
1243,-149.315,68.6085,82.9,405805.86,7612484.9,0.8290000000000001,POINT (405805.86 7612484.9)
1244,-149.315,68.6086,82.1,405806.98,7612485.7,0.821,POINT (405806.98 7612485.7)
1245,-149.314,68.6085,76.58,405808.46,7612485.3,0.7658,POINT (405808.46 7612485.3)
1246,-149.314,68.6085,75.63,405809.47,7612485.3,0.7563,POINT (405809.47 7612485.3)
1247,-149.314,68.6086,62.26,405810.22,7612485.4,0.6225999999999999,POINT (405810.22 7612485.4)
1248,-149.314,68.6085,70.31,405810.69,7612485.2,0.7031000000000001,POINT (405810.69 7612485.2)
1249,-149.314,68.6085,53.49,405811.83,7612484.8,0.5349,POINT (405811.83 7612484.8)
1250,-149.314,68.6085,56.1,405811.98,7612485.0,0.561,POINT (405811.98 7612485)
1251,-149.314,68.6085,53.22,405813.39,7612484.8,0.5322,POINT (405813.39 7612484.8)
1252,-149.314,68.6085,49.72,405814.49,7612485.1,0.4972,POINT (405814.49 7612485.1)
1253,-149.314,68.6085,49.66,405816.23,7612484.5,0.4966,POINT (405816.23 7612484.5)
1254,-149.314,68.6085,50.11,405817.47,7612485.0,0.5011,POINT (405817.47 7612485)
1255,-149.314,68.6086,50.16,405817.69,7612485.3,0.5015999999999999,POINT (405817.69 7612485.3)
1256,-149.314,68.6085,46.83,405817.73,7612484.6,0.4683,POINT (405817.73 7612484.6)
1257,-149.314,68.6086,50.16,405818.5,7612485.1,0.5015999999999999,POINT (405818.5 7612485.1)
1258,-149.314,68.6086,47.28,405820.07,7612485.4,0.4728,POINT (405820.07 7612485.4)
1259,-149.314,68.6086,41.9,405821.31,7612485.8,0.419,POINT (405821.31 7612485.8)
1260,-149.314,68.6086,41.28,405822.76,7612486.5,0.4128,POINT (405822.76 7612486.5)
1261,-149.314,68.6086,41.34,405823.73,7612487.0,0.41340000000000005,POINT (405823.73 7612487)
1262,-149.314,68.6086,49.44,405824.34,7612487.0,0.49439999999999995,POINT (405824.34 7612487)
1263,-149.314,68.6086,51.11,405824.46,7612486.6,0.5111,POINT (405824.46 7612486.6)
1264,-149.314,68.6086,51.05,405824.86,7612486.4,0.5105,POINT (405824.86 7612486.4)
1265,-149.314,68.6086,53.6,405825.73,7612486.2,0.536,POINT (405825.73 7612486.2)
1266,-149.314,68.6086,59.93,405826.59,7612485.4,0.5992999999999999,POINT (405826.59 7612485.4)
1267,-149.314,68.6086,57.54,405827.32,7612485.0,0.5754,POINT (405827.32 7612485)
1268,-149.314,68.6086,59.76,405828.35,7612485.3,0.5976,POINT (405828.35 7612485.3)
1269,-149.314,68.6086,60.15,405829.36,7612485.3,0.6015,POINT (405829.36 7612485.3)
1270,-149.314,68.6086,58.43,405830.38,7612485.2,0.5843,POINT (405830.38 7612485.2)
1271,-149.314,68.6086,63.31,405831.06,7612485.2,0.6331,POINT (405831.06 7612485.2)
1272,-149.314,68.6086,65.2,405831.68,7612485.4,0.652,POINT (405831.68 7612485.4)
1273,-149.314,68.6086,56.6,405833.37,7612485.1,0.5660000000000001,POINT (405833.37 7612485.1)
1274,-149.314,68.6086,55.49,405833.85,7612485.5,0.5549000000000001,POINT (405833.85 7612485.5)
1275,-149.314,68.6086,61.65,405834.34,7612485.6,0.6164999999999999,POINT (405834.34 7612485.6)
1276,-149.314,68.6086,58.99,405835.76,7612485.6,0.5899,POINT (405835.76 7612485.6)
1277,-149.314,68.6086,53.16,405836.77,7612485.4,0.5316,POINT (405836.77 7612485.4)
1278,-149.314,68.6086,58.99,405836.91,7612485.5,0.5899,POINT (405836.91 7612485.5)
1279,-149.314,68.6086,30.8,405837.98,7612485.0,0.308,POINT (405837.98 7612485)
1280,-149.314,68.6086,33.85,405838.8,7612485.1,0.3385,POINT (405838.8 7612485.1)
1281,-149.314,68.6086,51.55,405840.17,7612485.4,0.5155,POINT (405840.17 7612485.4)
1282,-149.314,68.6086,57.99,405841.34,7612485.9,0.5799,POINT (405841.34 7612485.9)
1283,-149.314,68.6086,61.98,405843.15,7612485.3,0.6198,POINT (405843.15 7612485.3)
1284,-149.314,68.6086,50.05,405844.58,7612485.3,0.5005,POINT (405844.58 7612485.3)
1285,-149.314,68.6086,60.21,405844.78,7612485.3,0.6021,POINT (405844.78 7612485.3)
1286,-149.314,68.6086,64.76,405845.4,7612485.6,0.6476000000000001,POINT (405845.4 7612485.6)
1287,-149.314,68.6086,65.81,405845.8,7612485.2,0.6581,POINT (405845.8 7612485.2)
1288,-149.314,68.6086,53.6,405847.0,7612484.8,0.536,POINT (405847 7612484.8)
1289,-149.314,68.6086,57.1,405848.02,7612484.8,0.5710000000000001,POINT (405848.02 7612484.8)
1290,-149.313,68.6086,52.83,405849.3,7612484.5,0.5283,POINT (405849.3 7612484.5)
1291,-149.313,68.6085,59.54,405850.22,7612483.6,0.5954,POINT (405850.22 7612483.6)
1292,-149.313,68.6085,57.65,405850.62,7612483.5,0.5765,POINT (405850.62 7612483.5)
1293,-149.313,68.6085,53.71,405851.44,7612483.5,0.5371,POINT (405851.44 7612483.5)
1294,-149.313,68.6086,52.38,405852.12,7612483.9,0.5238,POINT (405852.12 7612483.9)
1295,-149.313,68.6085,61.93,405853.07,7612483.6,0.6193,POINT (405853.07 7612483.6)
1296,-149.313,68.6085,67.53,405854.14,7612483.4,0.6753,POINT (405854.14 7612483.4)
1297,-149.313,68.6086,56.1,405855.79,7612483.7,0.561,POINT (405855.79 7612483.7)
1298,-149.313,68.6086,54.88,405856.68,7612484.1,0.5488000000000001,POINT (405856.68 7612484.1)
1299,-149.313,68.6086,60.48,405857.55,7612483.7,0.6048,POINT (405857.55 7612483.7)
1300,-149.313,68.6085,52.44,405858.33,7612482.7,0.5244,POINT (405858.33 7612482.7)
1301,-149.313,68.6085,51.44,405859.14,7612482.7,0.5144,POINT (405859.14 7612482.7)
1302,-149.313,68.6085,59.54,405860.57,7612482.6,0.5954,POINT (405860.57 7612482.6)
1303,-149.313,68.6085,66.31,405860.75,7612482.0,0.6631,POINT (405860.75 7612482)
1304,-149.313,68.6085,63.81,405861.98,7612482.4,0.6381,POINT (405861.98 7612482.4)
1305,-149.313,68.6085,55.88,405863.03,7612483.1,0.5588000000000001,POINT (405863.03 7612483.1)
1306,-149.313,68.6085,59.6,405863.37,7612483.3,0.596,POINT (405863.37 7612483.3)
1307,-149.313,68.6086,55.99,405864.61,7612483.6,0.5599000000000001,POINT (405864.61 7612483.6)
1308,-149.313,68.6085,65.15,405866.14,7612482.8,0.6515000000000001,POINT (405866.14 7612482.8)
1309,-149.313,68.6085,62.09,405866.68,7612482.8,0.6209,POINT (405866.68 7612482.8)
1310,-149.313,68.6085,69.58,405868.09,7612482.1,0.6958,POINT (405868.09 7612482.1)
1311,-149.313,68.6085,69.86,405868.76,7612482.1,0.6986,POINT (405868.76 7612482.1)
1312,-149.313,68.6085,68.42,405869.04,7612482.3,0.6842,POINT (405869.04 7612482.3)
1313,-149.313,68.6085,65.76,405869.46,7612482.6,0.6576000000000001,POINT (405869.46 7612482.6)
1314,-149.313,68.6085,63.09,405870.47,7612482.2,0.6309,POINT (405870.47 7612482.2)
1315,-149.313,68.6085,56.99,405872.21,7612481.8,0.5699000000000001,POINT (405872.21 7612481.8)
1316,-149.313,68.6085,53.21,405873.62,7612481.4,0.5321,POINT (405873.62 7612481.4)
