,Counter_,Depth_m,Latitude,Longitude,geometry
3798,5200845,0.7058,68.618583,-149.31821000000002,POINT (405699.5003846758 7613610.113142159)
3799,5200846,0.7326,68.61859,-149.31821499999998,POINT (405699.3264795877 7613610.900833255)
3800,5200847,0.7209,68.618611,-149.318228,POINT (405698.8860886903 7613613.260841)
3801,5200848,0.775,68.61862099999999,-149.31823300000002,POINT (405698.7247859747 7613614.382829462)
3802,5200849,0.863,68.618638,-149.31823500000002,POINT (405698.7148731618 7613616.280246584)
3803,5200850,0.855,68.61865999999999,-149.318251,POINT (405698.156699718 7613618.756285354)
3804,5200851,0.878,68.618673,-149.31825600000002,POINT (405698.0079998946 7613620.212571193)
3805,5200852,0.8620002,68.618686,-149.31826999999998,POINT (405697.493345349 7613621.682652515)
3806,5200853,0.86,68.618716,-149.318246,POINT (405698.5952448901 7613624.988837939)
3807,5200854,0.1745,68.620305,-149.31846299999998,POINT (405696.4471781316 7613802.387617612)
3808,5200855,0.2169,68.620313,-149.31845800000002,POINT (405696.6840804382 7613803.271412855)
3809,5200856,0.1834,68.620323,-149.318465,POINT (405696.4414804447 7613804.396467379)
3810,5200857,-0.00077,68.620336,-149.31845,POINT (405697.1059747645 7613805.822096258)
3811,5200858,0.3486,68.620343,-149.31845800000002,POINT (405696.810113012 7613806.614386264)
3812,5200859,0.3475,68.620361,-149.318455,POINT (405697.0077084425 7613808.615571734)
3813,5200860,0.3369,68.620375,-149.318465,POINT (405696.6599375971 7613810.19095461)
3814,5200861,0.3296,68.620386,-149.31848100000002,POINT (405696.055612442 7613811.441237431)
3815,5200862,0.3017,68.6204,-149.31849499999998,POINT (405695.5452085168 7613813.022751975)
3816,5200863,0.3441,68.620406,-149.31850500000002,POINT (405695.1638300293 7613813.706675505)
3817,5200864,0.396,68.62042,-149.318526,POINT (405694.3688176238 7613815.298920535)
3818,5200865,0.4759,68.62043100000001,-149.318556,POINT (405693.1952760902 7613816.570664763)
3819,5200866,0.7024,68.62044499999999,-149.318575,POINT (405692.4815829003 7613818.159844564)
3820,5200867,0.7114,68.62046600000001,-149.318571,POINT (405692.7324439576 7613820.493794115)
3821,5200868,0.7047,68.62048100000001,-149.31858,POINT (405692.4295377416 7613822.179077128)
3822,5200869,0.3335,68.620508,-149.31858799999998,POINT (405692.2177063175 7613825.200016539)
3823,5200870,-0.00077,68.620506,-149.31859599999999,POINT (405691.8840367965 7613824.989415182)
3824,5200871,-0.00077,68.620515,-149.3186,POINT (405691.7592154978 7613825.998438925)
3825,5200872,0.4133,68.620541,-149.318616,POINT (405691.217917854 7613828.92020958)
3826,5200873,0.6701,68.620548,-149.318611,POINT (405691.4506189119 7613829.692571897)
3827,5200874,0.4055,68.62057,-149.31861,POINT (405691.5837072882 7613832.14255264)
3828,5200875,0.3118,68.620583,-149.318621,POINT (405691.1910846737 7613833.608036841)
3829,5200876,0.3653,68.620598,-149.318636,POINT (405690.6442326406 7613835.302517843)
3830,5200877,0.5088,68.620613,-149.318651,POINT (405690.0973814341 7613836.996998969)
3831,5200878,0.2314,68.620628,-149.31865,POINT (405690.2010612293 7613838.66695258)
3832,5200879,0.2459,68.62064000000001,-149.318646,POINT (405690.4141109978 7613839.998009972)
3833,5200880,0.3079,68.620661,-149.318651,POINT (405690.2990507687 7613842.345756048)
3834,5200881,0.3413,68.620681,-149.318663,POINT (405689.8951831976 7613844.592800523)
3835,5200882,0.352,68.620696,-149.318676,POINT (405689.4296510485 7613846.284215863)
3836,5200883,0.28,68.620711,-149.318676,POINT (405689.4926734241 7613847.95570244)
3837,5200884,0.3709,68.620733,-149.31869,POINT (405689.0158950194 7613850.42867792)
3838,5200885,0.4066,68.620745,-149.31868799999998,POINT (405689.1476290848 7613851.762801194)
3839,5200886,0.4256,68.620756,-149.31869,POINT (405689.1125299395 7613852.991623997)
3840,5200887,0.396,68.62077099999999,-149.318698,POINT (405688.8502897118 7613854.675374513)
3841,5200888,0.3274,68.620786,-149.3187,POINT (405688.831997021 7613856.349927075)
3842,5200889,0.3196,68.620806,-149.318711,POINT (405688.46879184 7613858.595438821)
3843,5200890,0.4591,68.620826,-149.318723,POINT (405688.0649296954 7613860.842483633)
3844,5200891,0.4479,68.62084300000001,-149.318735,POINT (405687.648463627 7613862.75523121)
3845,5200892,0.4468,68.620848,-149.318731,POINT (405687.8321025838 7613863.306261336)
3846,5200893,0.4251,68.620858,-149.31873000000002,POINT (405687.9147762588 7613864.419052692)
3847,5200894,0.4686,68.620871,-149.318751,POINT (405687.1155854099 7613865.89986775)
3848,5200895,0.4312,68.620878,-149.318756,POINT (405686.9417084318 7613866.687559934)
3849,5200896,0.381,68.62089499999999,-149.31876100000002,POINT (405686.8098480938 7613868.589576485)
3850,5200897,0.3866,68.62091099999999,-149.31876599999998,POINT (405686.6737864151 7613870.380160612)
3851,5200898,0.3771,68.620923,-149.318775,POINT (405686.358287954 7613871.731147152)
3852,5200899,0.2855,68.62093,-149.318776,POINT (405686.3470421094 7613872.512707238)
3853,5200900,0.3994,68.62095500000001,-149.318781,POINT (405686.2487964007 7613875.306183313)
3854,5200901,0.4412,68.62096600000001,-149.31876100000002,POINT (405687.1081654086 7613876.50127945)
3855,5200902,0.2984,68.620976,-149.31876599999998,POINT (405686.9468944294 7613877.623268948)
3856,5200903,0.458,68.620981,-149.318768,POINT (405686.8865877537 7613878.18349719)
3857,5200904,0.3402,68.62100000000001,-149.318781,POINT (405686.4378724473 7613880.320642909)
3858,5200905,0.3112,68.621011,-149.318793,POINT (405685.9962017728 7613881.564796187)
3859,5200906,0.2119,68.621025,-149.318805,POINT (405685.5671367876 7613883.14324685)
3860,5200907,0.2035,68.621038,-149.318811,POINT (405685.3778150023 7613884.601066818)
3861,5200908,0.2654,68.621048,-149.318815,POINT (405685.2572029774 7613885.721523385)
3862,5200909,0.2024,68.621066,-149.318823,POINT (405685.0075758338 7613887.739571669)
3863,5200910,0.3464,68.621083,-149.318826,POINT (405684.9570339793 7613889.638522235)
3864,5200911,0.4775,68.621096,-149.318833,POINT (405684.7270560591 7613891.097875324)
3865,5200912,0.5395,68.621113,-149.318846,POINT (405684.2699421571 7613893.0121566)
3866,5200913,0.5445,68.621131,-149.318856,POINT (405683.9390025658 7613895.033271159)
3867,5200914,0.7566,68.621155,-149.31884,POINT (405684.6903613367 7613897.683120391)
3868,5200915,0.7114,68.621158,-149.318838,POINT (405684.7842810859 7613898.014351559)
3869,5200916,0.4312,68.62116800000001,-149.318848,POINT (405684.419727535 7613899.144006587)
3870,5200917,0.5746,68.621183,-149.31884499999998,POINT (405684.6047261712 7613900.810893885)
3871,5200918,0.6193,68.621193,-149.318846,POINT (405684.6060871818 7613901.926751293)
3872,5200919,0.6232,68.621206,-149.318838,POINT (405684.9859674455 7613903.363108414)
3873,5200920,0.6533,68.621216,-149.318848,POINT (405684.6214147782 7613904.492763418)
3874,5200921,0.669,68.62123100000001,-149.318855,POINT (405684.3998427783 7613906.174981426)
3875,5200922,0.5194,68.621251,-149.318856,POINT (405684.4432224096 7613908.405163181)
3876,5200923,0.4139,68.621263,-149.31886,POINT (405684.3310164922 7613909.74848468)
3877,5200924,0.5518,68.621273,-149.318856,POINT (405684.5356627599 7613910.856676736)
3878,5200925,0.6332,68.621298,-149.318863,POINT (405684.3561102043 7613913.653219099)
3879,5200926,0.6064,68.621313,-149.31886599999999,POINT (405684.2971672539 7613915.329304841)
3880,5200927,0.808,68.621328,-149.31885,POINT (405685.0107048789 7613916.976262251)
3881,5200928,0.6695,68.621336,-149.318848,POINT (405685.1256331797 7613917.864655606)
3882,5200929,0.5199,68.62134300000001,-149.318851,POINT (405685.0330754238 7613918.649281845)
3883,5200930,0.5942,68.621351,-149.318851,POINT (405685.0666900439 7613919.540741331)
3884,5200931,0.6053,68.621365,-149.31884499999998,POINT (405685.3694564138 7613921.091597067)
3885,5200932,0.6957,68.62137299999999,-149.31885,POINT (405685.1997870401 7613921.990721851)
3886,5200933,0.6064,68.621388,-149.318846,POINT (405685.4254414602 7613923.656076157)
3887,5200934,0.6332,68.621403,-149.31884,POINT (405685.7324091271 7613925.318364375)
3888,5200935,0.7108,68.621413,-149.31884499999998,POINT (405685.5711436716 7613926.440354014)
3889,5200936,0.631,68.62142,-149.31884499999998,POINT (405685.6005564022 7613927.220381069)
3890,5200937,0.7292,68.621425,-149.318848,POINT (405685.499595432 7613927.78214242)
3891,5200938,0.6483,68.621436,-149.31884499999998,POINT (405685.6677855065 7613929.003300059)
3892,5200939,0.6332,68.621445,-149.318853,POINT (405685.3803486665 7613930.01845644)
3893,5200940,0.5757,68.621463,-149.318861,POINT (405685.1307287312 7613932.036504785)
3894,5200941,0.4284,68.62148,-149.31886799999998,POINT (405684.9175640535 7613933.941587654)
3895,5200942,0.4496,68.621483,-149.318865,POINT (405685.0521393872 7613934.271285765)
3896,5200943,0.405,68.621501,-149.318861,POINT (405685.2903990147 7613936.270937371)
3897,5200944,0.362,68.621523,-149.31887,POINT (405685.0169311333 7613938.736248545)
3898,5200945,0.4245,68.621526,-149.31886599999999,POINT (405685.1921627537 7613939.064413599)
3899,5200946,0.3475,68.62154100000001,-149.318875,POINT (405684.889282359 7613940.749697735)
3900,5200947,0.2978,68.621548,-149.318875,POINT (405684.9186954963 7613941.52972479)
3901,5200948,0.3832,68.62156,-149.318878,POINT (405684.8471486917 7613942.871513229)
3902,5200949,0.3581,68.621575,-149.318878,POINT (405684.9101769346 7613944.542999778)
3903,5200950,0.3586,68.621581,-149.318881,POINT (405684.8134190201 7613945.216193601)
3904,5200951,0.3475,68.621595,-149.318881,POINT (405684.8722454645 7613946.776247713)
3905,5200952,0.3263,68.621606,-149.31888999999998,POINT (405684.5525590135 7613948.015802155)
3906,5200953,0.2772,68.621611,-149.3189,POINT (405684.1670050408 7613948.588295109)
3907,5200954,0.2281,68.621625,-149.318896,POINT (405684.3884572784 7613950.142216895)
3908,5200955,0.2794,68.621636,-149.318888,POINT (405684.7599288083 7613951.355709102)
3909,5200956,0.2348,68.621641,-149.31888999999998,POINT (405684.6996257316 7613951.915937428)
3910,5200957,0.2928,68.621666,-149.318901,POINT (405684.3574546548 7613954.718612164)
3911,5200958,0.2984,68.621673,-149.318903,POINT (405684.3055556719 7613955.501705376)
3912,5200959,0.2437,68.621685,-149.318905,POINT (405684.274666418 7613956.841960767)
3913,5200960,0.3436,68.621691,-149.318898,POINT (405684.5844714643 7613957.499823847)
3914,5200961,0.4145,68.6217,-149.318901,POINT (405684.5003202033 7613958.507315003)
3915,5200962,0.3408,68.621713,-149.318893,POINT (405684.8801945964 7613959.943672097)
3916,5200963,0.3871,68.62173,-149.318888,POINT (405685.1549078166 7613961.830358196)
3917,5200964,0.3815,68.62174,-149.318895,POINT (405684.9123340595 7613962.955414045)
3918,5200965,0.2041,68.62174499999999,-149.3189,POINT (405684.7300631165 7613963.520241585)
3919,5200966,0.3,68.62177,-149.318893,POINT (405685.1197037574 7613966.295321037)
3920,5200967,0.3073,68.621776,-149.31888999999998,POINT (405685.2668834074 7613966.959316466)
3921,5200968,0.4256,68.62179499999999,-149.318883,POINT (405685.6313118322 7613969.065801366)
3922,5200969,0.3575,68.621801,-149.31888999999998,POINT (405685.3719311834 7613969.745127424)
3923,5200970,0.3787,68.621813,-149.318896,POINT (405685.1784182171 7613971.091515069)
3924,5200971,0.3955,68.62182800000001,-149.318908,POINT (405684.7535755794 7613972.781398474)
3925,5200972,0.3134,68.621836,-149.31891299999998,POINT (405684.5839114299 7613973.680523346)
3926,5200973,0.3324,68.621851,-149.318911,POINT (405684.7282525725 7613975.348943761)
3927,5200974,0.3547,68.62185500000001,-149.318906,POINT (405684.9483399155 7613975.787008153)
3928,5200975,0.4837,68.621861,-149.318916,POINT (405684.5669925999 7613976.470933512)
3929,5200976,0.5021,68.621881,-149.31892,POINT (405684.48840837 7613978.705714571)
3930,5200977,0.2883,68.621893,-149.31891299999998,POINT (405684.8234228606 7613980.032172297)
3931,5200978,0.4022,68.62190600000001,-149.31888600000002,POINT (405685.9757553027 7613981.439401292)
3932,5200979,0.4541,68.621915,-149.318881,POINT (405686.2168514669 7613982.434627989)
3933,5200980,0.3363,68.62191999999999,-149.31888,POINT (405686.2785167499 7613982.990257138)
3934,5200981,0.3877,68.621933,-149.318881,POINT (405686.2924856431 7613984.440411915)
3935,5200982,0.4558,68.621945,-149.31888,POINT (405686.3835641778 7613985.77606815)
3936,5200983,0.4982,68.621953,-149.31887,POINT (405686.8237366661 7613986.652197235)
3937,5200984,0.4139,68.62195600000001,-149.318871,POINT (405686.7956865794 7613986.988027601)
3938,5200985,0.429,68.621966,-149.318873,POINT (405686.7563939819 7613988.105418093)
3939,5200986,0.4033,68.62198000000001,-149.318876,POINT (405686.6932533354 7613989.670071399)
3940,5200987,0.362,68.62199100000001,-149.318878,POINT (405686.6581628157 7613990.898894338)
3941,5200988,0.3056,68.621996,-149.318878,POINT (405686.679172292 7613991.456056543)
3942,5200989,0.3776,68.622008,-149.31888500000002,POINT (405686.4450056211 7613992.803977154)
3943,5200990,0.2476,68.622023,-149.318893,POINT (405686.1827894215 7613994.487728166)
3944,5200991,0.3397,68.622031,-149.318903,POINT (405685.8098489186 7613995.394518242)
3945,5200992,0.3374,68.62204100000001,-149.3189,POINT (405685.9738350484 7613996.504243475)
3946,5200993,0.1488,68.622061,-149.318896,POINT (405686.2204959236 7613998.726760073)
3947,5200994,0.2448,68.622073,-149.318903,POINT (405685.9863304938 7614000.074680739)
3948,5200995,0.2894,68.62208100000001,-149.31891000000002,POINT (405685.7353575503 7614000.976871668)
3949,5200996,0.3408,68.62209,-149.318908,POINT (405685.8544861176 7614001.976697511)
3950,5200997,0.3179,68.622105,-149.318921,POINT (405685.3889944992 7614003.668113922)
3951,5200998,0.4809,68.62212,-149.31892,POINT (405685.4926795752 7614005.338067455)
3952,5200999,0.3799,68.622128,-149.31892,POINT (405685.5262953767 7614006.229526981)
3953,5201000,0.3832,68.62214,-149.318916,POINT (405685.739340646 7614007.560584015)
3954,5201001,0.3977,68.622148,-149.318921,POINT (405685.5696795125 7614008.459708849)
3955,5201002,0.2186,68.622155,-149.318923,POINT (405685.517782628 7614009.24280206)
3956,5201011,0.5406,68.621725,-149.32946,POINT (405255.3183292514 7613977.517710979)
3957,5201012,0.617,68.621713,-149.32947099999998,POINT (405254.8204611741 7613976.197469735)
3958,5201013,0.583,68.621701,-149.329473,POINT (405254.6884962913 7613974.863367977)
3959,5201014,0.5964,68.6217,-149.329475,POINT (405254.602963278 7613974.755016282)
3960,5201015,0.5618,68.62168299999999,-149.329483,POINT (405254.2059568424 7613972.872995839)
3961,5201016,1.096,68.621658,-149.329506,POINT (405253.1653403996 7613970.122622142)
3962,5201017,1.128,68.621643,-149.32953999999998,POINT (405251.7197169937 7613968.503508257)
3963,5201018,1.197,68.621625,-149.329575,POINT (405250.2207718791 7613966.551639883)
3964,5201019,1.197,68.62159799999999,-149.329621,POINT (405248.2366149466 7613963.613827875)
3965,5201020,1.197,68.621578,-149.329698,POINT (405245.0216619668 7613961.503786612)
3966,5201021,1.149,68.621553,-149.329725,POINT (405243.8184066867 7613958.759577618)
3967,5201022,0.8870002,68.62154,-149.32976100000002,POINT (405242.2999017588 7613957.366413209)
3968,5201023,0.898,68.621535,-149.329743,POINT (405243.0106064036 7613956.781529528)
3969,5201024,0.8220002,68.62150799999999,-149.32974099999998,POINT (405242.9779367076 7613953.769790258)
3970,5201025,0.7549,68.621495,-149.329738,POINT (405243.0450253824 7613952.316556027)
3971,5201026,0.803,68.621473,-149.329745,POINT (405242.6675565363 7613949.875838082)
3972,5201027,0.939,68.621466,-149.329746,POINT (405242.5973491689 7613949.097355706)
3973,5201028,0.939,68.621453,-149.329753,POINT (405242.2578739034 7613947.659524072)
3974,5201029,0.984,68.621421,-149.32976100000002,POINT (405241.7975315408 7613944.106028478)
3975,5201030,1.014,68.621411,-149.329753,POINT (405242.080567436 7613942.979388287)
3976,5201031,0.903,68.62139599999999,-149.329756,POINT (405241.8952741812 7613941.312532033)
3977,5201032,0.7783,68.621381,-149.329755,POINT (405241.8726069176 7613939.639514707)
3978,5201033,0.7281,68.621368,-149.329756,POINT (405241.7770697584 7613938.192441531)
3979,5201034,0.6829,68.62136,-149.329771,POINT (405241.1334484472 7613937.324091248)
3980,5201035,0.6645,68.621336,-149.329775,POINT (405240.8695032689 7613934.655889126)
3981,5201036,0.6254,68.621326,-149.32978300000002,POINT (405240.5020339849 7613933.553893415)
3982,5201037,0.602,68.621306,-149.329776,POINT (405240.7021980223 7613931.314475359)
3983,5201038,0.5501,68.62129300000001,-149.329778,POINT (405240.5660035654 7613929.868942517)
3984,5201039,0.4759,68.621286,-149.329775,POINT (405240.6584223252 7613929.08429904)
3985,5201040,0.4608,68.621276,-149.329775,POINT (405240.6162061451 7613927.969981026)
3986,5201041,0.4636,68.62125999999999,-149.329758,POINT (405241.2398251155 7613926.160887374)
3987,5201042,0.4033,68.62125,-149.329758,POINT (405241.1976092512 7613925.046569353)
3988,5201043,0.3575,68.621235,-149.32976299999999,POINT (405240.9310014544 7613923.382793733)
3989,5201044,0.3224,68.621216,-149.329745,POINT (405241.5826142025 7613921.237864492)
3990,5201045,0.2917,68.621206,-149.329731,POINT (405242.1095945487 7613920.101982707)
3991,5201046,0.4468,68.621195,-149.329728,POINT (405242.1851282776 7613918.871612083)
3992,5201047,0.3118,68.621175,-149.32971,POINT (405242.8325220745 7613916.615251384)
3993,5201048,0.3352,68.621165,-149.329713,POINT (405242.6683363165 7613915.505554102)
3994,5201049,0.352,68.621156,-149.329711,POINT (405242.7116566887 7613914.499587362)
3995,5201050,0.2872,68.62114100000001,-149.32969,POINT (405243.5021306493 7613912.795765111)
3996,5201051,0.2325,68.621133,-149.329686,POINT (405243.6309869215 7613911.898149712)
3997,5201052,0.2805,68.62111800000001,-149.329678,POINT (405243.8929212594 7613910.214350749)
3998,5201053,0.5065,68.621098,-149.329681,POINT (405243.6865213622 7613907.990335355)
3999,5201054,0.7259,68.621085,-149.329678,POINT (405243.7536138384 7613906.537101183)
4000,5201055,0.746,68.62108,-149.32967,POINT (405244.057763329 7613905.967620291)
4001,5201056,0.6957,68.621053,-149.32966000000002,POINT (405244.3503562794 7613902.94355926)
4002,5201057,0.6756,68.621043,-149.329656,POINT (405244.4707708576 7613901.823080304)
4003,5201058,0.5361,68.621031,-149.32966299999998,POINT (405244.1355139035 7613900.496680225)
4004,5201059,0.4111,68.621015,-149.329655,POINT (405244.3932289996 7613898.701449525)
4005,5201060,0.4022,68.62100500000001,-149.329653,POINT (405244.4323295142 7613897.584051023)
4006,5201061,0.4876,68.620998,-149.329643,POINT (405244.8093521241 7613896.788626173)
4007,5201062,0.4122,68.62098,-149.329626,POINT (405245.4245409831 7613894.756670043)
4008,5201063,0.304,68.620968,-149.32961799999998,POINT (405245.6991432195 7613893.40716672)
4009,5201064,0.4066,68.620948,-149.329611,POINT (405245.8993180082 7613891.167749167)
4010,5201065,0.3687,68.620933,-149.329616,POINT (405245.6327115876 7613889.503973071)
4011,5201066,0.2961,68.620913,-149.329598,POINT (405246.2801181827 7613887.247613357)
4012,5201067,0.3218,68.620906,-149.329598,POINT (405246.2505691777 7613886.467590705)
4013,5201068,0.2883,68.620891,-149.3296,POINT (405246.1059350306 7613884.799193983)
4014,5201069,0.3369,68.62088299999999,-149.32960500000002,POINT (405245.868877502 7613883.915440513)
4015,5201070,0.3525,68.620871,-149.329593,POINT (405246.3061114968 7613882.559776477)
4016,5201071,0.4016,68.62086500000001,-149.32958,POINT (405246.809331021 7613881.871163189)
4017,5201072,0.4636,68.620853,-149.329573,POINT (405247.0432784739 7613880.523200216)
4018,5201073,0.458,68.62084,-149.329555,POINT (405247.7202377462 7613879.046863563)
4019,5201074,0.5741,68.620825,-149.32955,POINT (405247.8602073942 7613877.367685585)
4020,5201075,0.5216,68.620813,-149.329548,POINT (405247.8908681747 7613876.027423543)
4021,5201076,0.4591,68.62080300000001,-149.32953500000002,POINT (405248.3772048987 7613874.893083342)
4022,5201077,0.3832,68.620786,-149.329526,POINT (405248.6713636066 7613872.984881173)
4023,5201078,0.3307,68.62077099999999,-149.329523,POINT (405248.730019265 7613871.308783557)
4024,5201079,0.3419,68.62076,-149.329511,POINT (405249.1714786615 7613870.064551868)
4025,5201080,0.3776,68.62075300000001,-149.329508,POINT (405249.2639038307 7613869.279908759)
4026,5201081,0.4189,68.62074799999999,-149.329483,POINT (405250.2592404714 7613868.684246332)
4027,5201082,0.3676,68.620743,-149.329473,POINT (405250.6447120938 7613868.111686039)
4028,5201083,0.5049,68.620731,-149.329495,POINT (405249.6995895852 7613866.808387102)
4029,5201084,0.4251,68.620728,-149.3295,POINT (405249.4836376738 7613866.481792352)
4030,5201085,0.333,68.620713,-149.329485,POINT (405250.0301874169 7613864.787213165)
4031,5201086,0.3659,68.620703,-149.329473,POINT (405250.4758699139 7613863.654413527)
4032,5201087,0.4463,68.620696,-149.32946299999998,POINT (405250.8529003795 7613862.858989643)
4033,5201088,0.3341,68.61817099999999,-149.324101,POINT (405458.2267527813 7613573.244311042)
4034,5201089,0.3358,68.618166,-149.324101,POINT (405458.2056965472 7613572.687150564)
4035,5201090,0.2504,68.618153,-149.324106,POINT (405457.9476378163 7613571.246216918)
4036,5201091,0.2615,68.618151,-149.32411100000002,POINT (405457.7359027611 7613571.031036349)
4037,5201092,0.4133,68.618143,-149.324105,POINT (405457.9461877869 7613570.130359243)
4038,5201093,0.1466,68.618131,-149.32411100000002,POINT (405457.6516774785 7613568.802394448)
4039,5201094,0.2643,68.61811800000001,-149.324103,POINT (405457.9222315996 7613567.341483412)
4040,5201095,0.2721,68.618103,-149.324096,POINT (405458.1437010397 7613565.659244936)
4041,5201096,0.3916,68.618098,-149.324096,POINT (405458.1226448608 7613565.102084459)
4042,5201097,0.3363,68.618083,-149.324095,POINT (405458.1001389609 7613563.429066306)
4043,5201098,0.2202,68.61806800000001,-149.324083,POINT (405458.5249223765 7613561.739144285)
4044,5201099,0.4401,68.61806,-149.324083,POINT (405458.4912326873 7613560.847687519)
4045,5201100,0.3229,68.618043,-149.324096,POINT (405457.8910269415 7613558.97331922)
4046,5201101,0.2041,68.61803,-149.32411100000002,POINT (405457.2263399797 7613557.547752907)
4047,5201102,0.2934,68.618016,-149.324123,POINT (405456.6794292936 7613556.006144444)
4048,5201103,0.2543,68.618011,-149.32412,POINT (405456.7803611686 7613555.444373754)
4049,5201104,0.2504,68.617998,-149.32411299999998,POINT (405457.0102540762 7613553.984999378)
4050,5201105,0.2727,68.617985,-149.324123,POINT (405456.5488795587 7613552.551749563)
4051,5201106,0.2889,68.61797299999999,-149.324128,POINT (405456.2950300299 7613551.222248181)
4052,5201107,0.4206,68.61796600000001,-149.32413300000002,POINT (405456.0622367825 7613550.449907282)
4053,5201108,0.2325,68.617951,-149.324128,POINT (405456.2023816564 7613548.770742154)
4054,5201109,0.3168,68.617936,-149.324128,POINT (405456.1392123189 7613547.099260774)
4055,5201110,0.4686,68.617926,-149.324118,POINT (405456.5037285922 7613545.969572388)
4056,5201111,0.4569,68.61791,-149.324121,POINT (405456.3143594325 7613544.191269146)
4057,5201112,0.4424,68.617896,-149.32413300000002,POINT (405455.7674459324 7613542.649660876)
4058,5201113,0.4055,68.61789,-149.324135,POINT (405455.6608521905 7613541.984141842)
4059,5201114,0.3966,68.617876,-149.324128,POINT (405455.8865350347 7613540.41333528)
4060,5201115,0.4401,68.617861,-149.324128,POINT (405455.8233657301 7613538.741853915)
4061,5201116,0.5674,68.61784300000001,-149.324141,POINT (405455.2189427128 7613536.756054148)
4062,5201117,0.5757,68.617838,-149.32414599999998,POINT (405454.9945707901 7613536.206577525)
4063,5201118,0.5506,68.617828,-149.324121,POINT (405455.9690349394 7613535.053837645)
4064,5201119,0.5953,68.61782,-149.32413,POINT (405455.5693767825 7613534.176211706)
4065,5201120,0.6455,68.617806,-149.324135,POINT (405455.3071030696 7613532.623846242)
4066,5201121,0.5942,68.617795,-149.324145,POINT (405454.8541472651 7613531.413460908)
4067,5201122,0.4892,68.617786,-149.32413799999998,POINT (405455.100887612 7613530.399814732)
4068,5201123,0.5004,68.617773,-149.324131,POINT (405455.3307830299 7613528.940440227)
4069,5201124,0.5311,68.61776,-149.324141,POINT (405454.8694041012 7613527.507190709)
4070,5201125,0.4859,68.617746,-149.32414599999998,POINT (405454.6071295936 7613525.954825315)
4071,5201126,0.4848,68.617735,-149.32414599999998,POINT (405454.5608051191 7613524.729072341)
4072,5201127,0.4837,68.61771999999999,-149.32413799999998,POINT (405454.8229416985 7613523.045296843)
4073,5201128,0.3252,68.617703,-149.32413300000002,POINT (405454.9546661868 7613521.143267495)
4074,5201129,0.3564,68.617688,-149.324131,POINT (405454.9728235175 7613519.468712629)
4075,5201130,0.4401,68.61768000000001,-149.32414,POINT (405454.5731629675 7613518.591086842)
4076,5201131,0.4496,68.61766300000001,-149.324143,POINT (405454.3795806412 7613516.701351666)
4077,5201132,0.3944,68.617648,-149.324131,POINT (405454.8043720553 7613515.011429081)
4078,5201133,0.3508,68.617621,-149.324125,POINT (405454.9346481559 7613511.993542088)
4079,5201134,0.3307,68.617611,-149.324135,POINT (405454.4859005475 7613510.894588901)
4080,5201135,0.319,68.61759599999999,-149.32414,POINT (405454.2194136006 7613509.23079146)
4081,5201136,0.3988,68.61758,-149.324141,POINT (405454.1113692495 7613507.449414843)
4082,5201137,0.2928,68.617565,-149.324145,POINT (405453.8855454428 7613505.78408066)
4083,5201138,0.3051,68.61755,-149.32414,POINT (405454.0256937966 7613504.104915455)
4084,5201139,0.4005,68.617536,-149.324148,POINT (405453.6414266297 7613502.557160505)
4085,5201140,0.4167,68.617518,-149.32416,POINT (405453.0776591362 7613500.569824448)
4086,5201141,0.2727,68.617503,-149.32416,POINT (405453.0144891187 7613498.898343167)
4087,5201142,0.3497,68.61749,-149.324161,POINT (405452.9190780701 7613497.451262859)
4088,5201143,0.2587,68.617475,-149.324165,POINT (405452.6932531088 7613495.785928779)
4089,5201144,0.3453,68.617465,-149.324176,POINT (405452.2038384321 7613494.68851279)
4090,5201145,0.4044,68.61744300000001,-149.324181,POINT (405451.9078695211 7613492.244691006)
4091,5201146,0.4468,68.61742,-149.324196,POINT (405451.2010505346 7613489.704805383)
4092,5201147,0.4943,68.617406,-149.3242,POINT (405450.9794355524 7613488.150903542)
4093,5201148,0.5942,68.617395,-149.32421499999998,POINT (405450.3231519667 7613486.948203143)
4094,5201149,0.3921,68.61737600000001,-149.324218,POINT (405450.1211430541 7613484.835604134)
4095,5201150,0.4647,68.61737099999999,-149.32421100000002,POINT (405450.3847333129 7613484.267685855)
4096,5201151,0.5462,68.617365,-149.324208,POINT (405450.48145657 7613483.594482862)
4097,5201152,0.5484,68.61734799999999,-149.324195,POINT (405450.9384939824 7613481.680158667)
4098,5201153,0.4714,68.61734,-149.324205,POINT (405450.4981630761 7613480.804070334)
4099,5201154,0.5054,68.617336,-149.324195,POINT (405450.8879572666 7613480.342973693)
4100,5201155,0.5663,68.617325,-149.324176,POINT (405451.6142480162 7613479.088021163)
4101,5201156,0.5417,68.617303,-149.32417,POINT (405451.7655824082 7613476.627294461)
4102,5201157,0.4401,68.617296,-149.324173,POINT (405451.6141108131 7613475.851880332)
4103,5201158,0.3693,68.617285,-149.324178,POINT (405451.364465565 7613474.633811521)
4104,5201159,0.3704,68.617276,-149.324173,POINT (405451.5298837833 7613473.623238692)
4105,5201160,0.2928,68.617263,-149.324168,POINT (405451.6784568022 7613472.166937543)
4106,5201161,0.3095,68.61725,-149.324178,POINT (405451.2170679645 7613470.733688668)
4107,5201162,0.4133,68.617238,-149.324183,POINT (405450.9632108449 7613469.404187817)
