Study Area,sd_slope_STATISTICSMAXIMUM,sd_slope_STATISTICSMEAN,sd_slope_STATISTICSMINIMUM,sd_slope_STATISTICSSTDDEV,hillshade_az315_STATISTICSMAXIMUM,hillshade_az315_STATISTICSMEAN,hillshade_az315_STATISTICSMINIMUM,hillshade_az315_STATISTICSSTDDEV,hillshade_az135_STATISTICSMAXIMUM,hillshade_az135_STATISTICSMEAN,hillshade_az135_STATISTICSMINIMUM,hillshade_az135_STATISTICSSTDDEV,area_ratio_STATISTICSMAXIMUM,area_ratio_STATISTICSMEAN,area_ratio_STATISTICSMINIMUM,area_ratio_STATISTICSSTDDEV,hillshade_az45_STATISTICSMAXIMUM,hillshade_az45_STATISTICSMEAN,hillshade_az45_STATISTICSMINIMUM,hillshade_az45_STATISTICSSTDDEV,roughness_STATISTICSMAXIMUM,roughness_STATISTICSMEAN,roughness_STATISTICSMINIMUM,roughness_STATISTICSSTDDEV,hillshade_az225_STATISTICSMAXIMUM,hillshade_az225_STATISTICSMEAN,hillshade_az225_STATISTICSMINIMUM,hillshade_az225_STATISTICSSTDDEV,curve_STATISTICSMAXIMUM,curve_STATISTICSMEAN,curve_STATISTICSMINIMUM,curve_STATISTICSSTDDEV,TPI_STATISTICSMAXIMUM,TPI_STATISTICSMEAN,TPI_STATISTICSMINIMUM,TPI_STATISTICSSTDDEV,slope_variance_STATISTICSMAXIMUM,slope_variance_STATISTICSMEAN,slope_variance_STATISTICSMINIMUM,slope_variance_STATISTICSSTDDEV,sd_curve_STATISTICSMAXIMUM,sd_curve_STATISTICSMEAN,sd_curve_STATISTICSMINIMUM,sd_curve_STATISTICSSTDDEV,TRI_STATISTICSMAXIMUM,TRI_STATISTICSMEAN,TRI_STATISTICSMINIMUM,TRI_STATISTICSSTDDEV,sd_dem_STATISTICSMAXIMUM,sd_dem_STATISTICSMEAN,sd_dem_STATISTICSMINIMUM,sd_dem_STATISTICSSTDDEV,slope_STATISTICSMAXIMUM,slope_STATISTICSMEAN,slope_STATISTICSMINIMUM,slope_STATISTICSSTDDEV,sd_slope_CV,hillshade_az315_CV,hillshade_az135_CV,area_ratio_CV,hillshade_az45_CV,roughness_CV,hillshade_az225_CV,curve_CV,TP_CV,slope_variance_CV,sd_curve_CV,TR_CV,sd_dem_CV,slope_CV
Price,5015.33984375,220.4273249935,0.10618517547846,962.19644970441,255.0,134.95959328593,1.0,79.823319089795,255.0,171.26277598781,1.0,68.442754910849,6.3924326896667,1.2242893914843,1.000000834465,0.61626891509259,255.0,156.90447330711,1.0,50.512822365909,31.7099609375,3.9813072303543,0.104736328125,2.8176964458862,255.0,147.5414061573,1.0,67.126958610613,0.21625548601151,-0.016578599888785,-0.20763069391251,0.11470705937574,7.389892578125,0.00058564692271886,-6.93359375,0.50342779729426,25153632.0,973689.65829446,-1.4939093589783,4495391.919366,0.17371951043606,0.063334236463966,0.0047411024570465,0.036645950279342,10.379699707031,1.2219671779546,0.037750244140625,0.89565036091773,17.233688354492,2.959996679717,0.0,1.9919337275503,77.220611572266,24.476434942671,0.07464025914669,14.011593319221,4.365141434859691,0.5914608746684543,0.39963590754666134,0.5033686637972414,0.32193360266434196,0.7077314768384381,0.45497030534632543,-6.918983517621196,859.6097371383794,4.6168631668947215,0.5786120165858745,0.732957788945626,0.6729513384929693,0.5724523751943092
