Study Area,TRI_STATISTICSMAXIMUM,TRI_STATISTICSMEAN,TRI_STATISTICSMINIMUM,TRI_STATISTICSSTDDEV,hillshade_az135_STATISTICSMAXIMUM,hillshade_az135_STATISTICSMEAN,hillshade_az135_STATISTICSMINIMUM,hillshade_az135_STATISTICSSTDDEV,sd_dem_STATISTICSMAXIMUM,sd_dem_STATISTICSMEAN,sd_dem_STATISTICSMINIMUM,sd_dem_STATISTICSSTDDEV,slope_variance_STATISTICSMAXIMUM,slope_variance_STATISTICSMEAN,slope_variance_STATISTICSMINIMUM,slope_variance_STATISTICSSTDDEV,roughness_STATISTICSMAXIMUM,roughness_STATISTICSMEAN,roughness_STATISTICSMINIMUM,roughness_STATISTICSSTDDEV,sd_slope_STATISTICSMAXIMUM,sd_slope_STATISTICSMEAN,sd_slope_STATISTICSMINIMUM,sd_slope_STATISTICSSTDDEV,TPI_STATISTICSMAXIMUM,TPI_STATISTICSMEAN,TPI_STATISTICSMINIMUM,TPI_STATISTICSSTDDEV,hillshade_az225_STATISTICSMAXIMUM,hillshade_az225_STATISTICSMEAN,hillshade_az225_STATISTICSMINIMUM,hillshade_az225_STATISTICSSTDDEV,sd_curve_STATISTICSMAXIMUM,sd_curve_STATISTICSMEAN,sd_curve_STATISTICSMINIMUM,sd_curve_STATISTICSSTDDEV,hillshade_az45_STATISTICSMAXIMUM,hillshade_az45_STATISTICSMEAN,hillshade_az45_STATISTICSMINIMUM,hillshade_az45_STATISTICSSTDDEV,hillshade_az315_STATISTICSMAXIMUM,hillshade_az315_STATISTICSMEAN,hillshade_az315_STATISTICSMINIMUM,hillshade_az315_STATISTICSSTDDEV,area_ratio_STATISTICSMAXIMUM,area_ratio_STATISTICSMEAN,area_ratio_STATISTICSMINIMUM,area_ratio_STATISTICSSTDDEV,curve_STATISTICSMAXIMUM,curve_STATISTICSMEAN,curve_STATISTICSMINIMUM,curve_STATISTICSSTDDEV,slope_STATISTICSMAXIMUM,slope_STATISTICSMEAN,slope_STATISTICSMINIMUM,slope_STATISTICSSTDDEV,TR_CV,hillshade_az135_CV,sd_dem_CV,slope_variance_CV,roughness_CV,sd_slope_CV,TP_CV,hillshade_az225_CV,sd_curve_CV,hillshade_az45_CV,hillshade_az315_CV,area_ratio_CV,curve_CV,slope_CV
Piute,22.864044189453,1.7072859995369,0.00274658203125,1.5593681874198,255.0,140.84233440732,1.0,75.880860491039,35.312885284424,4.2724151156128,0.0,3.5209293830614,25174506.0,975375.04610307,-2.0425262451172,4503200.439603,91.642578125,5.6361633841713,0.009765625,5.0732126012263,5017.4204101562,220.76956228645,0.098821178078651,965.07227798911,18.419189453125,0.0021662424892012,-18.017333984375,0.69582098408844,255.0,137.95043856847,1.0,89.061779432511,0.17061658203602,0.050369611581745,0.00094588362844661,0.032575382663297,255.0,148.71668750742,1.0,68.689886771791,255.0,143.80702987377,1.0,70.756319908147,10.116904258728,1.3644955842685,1.0,0.75326953845992,0.21625296771526,-0.016041917553438,-0.20761296153069,0.096893380946798,84.327369689941,30.676047622508,0.0023313711863011,16.506771366803,0.9133608474753365,0.5387645753697138,0.8241075101047121,4.616891171857125,0.9001180866179286,4.371400966664608,321.21103133981245,0.6456070771265167,0.6467268982297056,0.46188419015427445,0.49202267768310787,0.5520498176355363,-6.040012400265232,0.5380996786134682
